checklist_id,checklist_tab,checklist_entry,category,mapping_type,guide_location,branch_name,exclusion_reason,source_note_refs,status,notes,objective_id,matched_objective_name,route_block,disposition,prototype_status,deferred_to,match_status,match_source,raw_sheet_row,raw_cell,raw_group,raw_status,raw_detail
CHK-DRAGON-SHOUTS-0916,Dragon Shouts,Fire Breath: Yol,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000776,Fire Breath,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,44,B44,Fire Breath,N,Translation: Fire | Word wall: Dustman's Cairn - During Proving Honor
CHK-DRAGON-SHOUTS-0917,Dragon Shouts,Fire Breath: Toor,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000776,Fire Breath,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,45,B45,Fire Breath,N,Translation: Inferno | Word wall: Sunderstone Gorge
CHK-DRAGON-SHOUTS-0918,Dragon Shouts,Fire Breath: Shul,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000776,Fire Breath,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,46,B46,Fire Breath,N,Translation: Sun | Word wall: Throat of the World - During Throat of the World
CHK-DRAGON-SHOUTS-0919,Dragon Shouts,Frost Breath: Fo,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000777,Frost Breath,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,48,B48,Frost Breath,N,Translation: Frost | Word wall: Bonestrewn Crest
CHK-DRAGON-SHOUTS-0920,Dragon Shouts,Frost Breath: Krah,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000777,Frost Breath,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,49,B49,Frost Breath,N,Translation: Cold | Word wall: Folgunthur
CHK-DRAGON-SHOUTS-0921,Dragon Shouts,Frost Breath: Diin,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000777,Frost Breath,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,50,B50,Frost Breath,N,Translation: Freeze | Word wall: Skyborn Altar
CHK-DRAGON-SHOUTS-0922,Dragon Shouts,Ice Form: Iiz,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000778,Ice Form,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,52,B52,Ice Form,N,Translation: Ice | Word wall: Frostmere Crypt
CHK-DRAGON-SHOUTS-0923,Dragon Shouts,Ice Form: Slen,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000778,Ice Form,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,53,B53,Ice Form,N,Translation: Flesh | Word wall: Mount Anthor
CHK-DRAGON-SHOUTS-0924,Dragon Shouts,Ice Form: Nus,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000778,Ice Form,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,54,B54,Ice Form,N,Translation: Statue | Word wall: Saarthal (quest locked)
CHK-DRAGON-SHOUTS-0925,Dragon Shouts,Kyne's Peace: Kaan,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000779,Kyne's Peace,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,56,B56,Kyne's Peace,N,Translation: Kyne | Word wall: Ragnvald
CHK-DRAGON-SHOUTS-0926,Dragon Shouts,Kyne's Peace: Drem,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000779,Kyne's Peace,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,57,B57,Kyne's Peace,N,Translation: Peace | Word wall: Rannveig's Fast
CHK-DRAGON-SHOUTS-0927,Dragon Shouts,Kyne's Peace: Ov,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000779,Kyne's Peace,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,58,B58,Kyne's Peace,N,Translation: Trust | Word wall: Shroud Hearth Barrow
CHK-DRAGON-SHOUTS-0928,Dragon Shouts,Marked for Death: Krii,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000780,Marked for Death,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,60,B60,Marked for Death,N,Translation: Kill | Word wall: Autumnwatch Tower
CHK-DRAGON-SHOUTS-0929,Dragon Shouts,Marked for Death: Lun,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000780,Marked for Death,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,61,B61,Marked for Death,N,Translation: Leech | Word wall: Dark Brotherhood Sanctuary (quest locked)
CHK-DRAGON-SHOUTS-0930,Dragon Shouts,Marked for Death: Aus,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000780,Marked for Death,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,62,B62,Marked for Death,N,Translation: Suffer | Word wall: Forsaken Cave
CHK-DRAGON-SHOUTS-0931,Dragon Shouts,Slow Time: Tiid,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000781,Slow Time,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,64,B64,Slow Time,N,Translation: Time | Word wall: Hag's End
CHK-DRAGON-SHOUTS-0932,Dragon Shouts,Slow Time: Klo,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000781,Slow Time,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,65,B65,Slow Time,N,Translation: Sand | Word wall: Korvanjund (quest locked)
CHK-DRAGON-SHOUTS-0933,Dragon Shouts,Slow Time: Ul,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000781,Slow Time,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,66,B66,Slow Time,N,Translation: Eternity | Word wall: Labyrinthian (quest locked)
CHK-DRAGON-SHOUTS-0934,Dragon Shouts,Storm Call: Strun,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000783,Storm Call,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,68,B68,Storm Call,N,Translation: Storm | Word wall: Forelhost
CHK-DRAGON-SHOUTS-0935,Dragon Shouts,Storm Call: Bah,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000783,Storm Call,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,69,B69,Storm Call,N,Translation: Wrath | Word wall: High Gate Ruins
CHK-DRAGON-SHOUTS-0936,Dragon Shouts,Storm Call: Qo,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000783,Storm Call,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,70,B70,Storm Call,N,Translation: Lightning | Word wall: Skuldafn Temple (quest locked)
CHK-DRAGON-SHOUTS-0937,Dragon Shouts,Throw Voice: Zul,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000785,Throw Voice,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,72,B72,Throw Voice,N,Translation: Voice | Word wall: Shearpoint
CHK-DRAGON-SHOUTS-0938,Dragon Shouts,Throw Voice: Mey,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000785,Throw Voice,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,73,B73,Throw Voice,N,Translation: Fool
CHK-DRAGON-SHOUTS-0939,Dragon Shouts,Throw Voice: Gut,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000785,Throw Voice,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,74,B74,Throw Voice,N,Translation: Far
CHK-DRAGON-SHOUTS-0940,Dragon Shouts,Unrelenting Force: Fus,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000786,Unrelenting Force,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,76,B76,Unrelenting Force,N,Translation: Force | Word wall: Bleak Falls Barrow
CHK-DRAGON-SHOUTS-0941,Dragon Shouts,Unrelenting Force: Ro,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000786,Unrelenting Force,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,77,B77,Unrelenting Force,N,Translation: Balance | Word wall: High Hrothgar - During The Way of the Voice
CHK-DRAGON-SHOUTS-0942,Dragon Shouts,Unrelenting Force: Dah,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000786,Unrelenting Force,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,78,B78,Unrelenting Force,N,Translation: Push | Word wall: High Hrothgar - During The Horn of Jurgen Windcaller
CHK-DRAGON-SHOUTS-0943,Dragon Shouts,Whirlwind Sprint: Wuld,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000787,Whirlwind Sprint,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,80,B80,Whirlwind Sprint,N,Translation: Whirlwind | Word wall: Dead Men's Respite
CHK-DRAGON-SHOUTS-0944,Dragon Shouts,Whirlwind Sprint: Nah,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000787,Whirlwind Sprint,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,81,B81,Whirlwind Sprint,N,Translation: Fury | Word wall: High Hrothgar - During The Way of the Voice
CHK-DRAGON-SHOUTS-0945,Dragon Shouts,Whirlwind Sprint: Kest,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000787,Whirlwind Sprint,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,82,B82,Whirlwind Sprint,N,Translation: Tempest | Word wall: Volskygge
CHK-DRAGON-SHOUTS-0946,Dragon Shouts,Drain Vitality (Dawnguard): Gaan,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000774,Drain Vitality,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,84,B84,Drain Vitality (Dawnguard),N,Translation: Stamina | Word wall: Dimhollow Crypt
CHK-DRAGON-SHOUTS-0947,Dragon Shouts,Drain Vitality (Dawnguard): Lah,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000774,Drain Vitality,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,85,B85,Drain Vitality (Dawnguard),N,Translation: Magicka | Word wall: Forgotten Vale
CHK-DRAGON-SHOUTS-0948,Dragon Shouts,Drain Vitality (Dawnguard): Haas,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000774,Drain Vitality,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,86,B86,Drain Vitality (Dawnguard),N,Translation: Health | Word wall: Arcwind Point
CHK-DRAGON-SHOUTS-0949,Dragon Shouts,Soul Tear (Dawnguard): Rii,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000782,Soul Tear,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,88,B88,Soul Tear (Dawnguard),N,Translation: Essence | Word wall: Durnehviir teaches you a word each time you summon him from the Soul Cairn.
CHK-DRAGON-SHOUTS-0950,Dragon Shouts,Soul Tear (Dawnguard): Vaaz,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000782,Soul Tear,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,89,B89,Soul Tear (Dawnguard),N,Translation: Tear
CHK-DRAGON-SHOUTS-0951,Dragon Shouts,Soul Tear (Dawnguard): Zol,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000782,Soul Tear,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,90,B90,Soul Tear (Dawnguard),N,Translation: Zombie
CHK-DRAGON-SHOUTS-0952,Dragon Shouts,Summon Durnehviir (Dawnguard): Dur,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000784,Summon Durnehviir,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,92,B92,Summon Durnehviir (Dawnguard),N,Translation: Curse | Word wall: Soul Cairn - During Beyond Death
CHK-DRAGON-SHOUTS-0953,Dragon Shouts,Summon Durnehviir (Dawnguard): Neh,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000784,Summon Durnehviir,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,93,B93,Summon Durnehviir (Dawnguard),N,Translation: Never
CHK-DRAGON-SHOUTS-0954,Dragon Shouts,Summon Durnehviir (Dawnguard): Viir,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000784,Summon Durnehviir,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,94,B94,Summon Durnehviir (Dawnguard),N,Translation: Dying
CHK-DRAGON-SHOUTS-0955,Dragon Shouts,Battle Fury (Dragonborn): Mid,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000763,Battle Fury,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,96,B96,Battle Fury (Dragonborn),N,Translation: Loyal | Word wall: Vahlok's Tomb
CHK-DRAGON-SHOUTS-0956,Dragon Shouts,Battle Fury (Dragonborn): Vur,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000763,Battle Fury,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,97,B97,Battle Fury (Dragonborn),N,Translation: Valor
CHK-DRAGON-SHOUTS-0957,Dragon Shouts,Battle Fury (Dragonborn): Shaan,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000763,Battle Fury,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,98,B98,Battle Fury (Dragonborn),N,Translation: Inspire
CHK-DRAGON-SHOUTS-0958,Dragon Shouts,Bend Will (Dragonborn): Gol,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000765,Bend Will,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,100,B100,Bend Will (Dragonborn),N,Translation: Earth | Word wall: Saering's Watch
CHK-DRAGON-SHOUTS-0959,Dragon Shouts,Bend Will (Dragonborn): Hah,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000765,Bend Will,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,101,B101,Bend Will (Dragonborn),N,Translation: Mind | Word wall: Taught to you by Hermaeus Mora
CHK-DRAGON-SHOUTS-0960,Dragon Shouts,Bend Will (Dragonborn): Dov,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000765,Bend Will,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,102,B102,Bend Will (Dragonborn),N,Translation: Dragon | Word wall: Taught to you by Hermaeus Mora
CHK-DRAGON-SHOUTS-0961,Dragon Shouts,Cyclone (Dragonborn): Ven,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000769,Cyclone,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,104,B104,Cyclone (Dragonborn),N,Translation: Wind | Word wall: White Ridge Sanctum
CHK-DRAGON-SHOUTS-0962,Dragon Shouts,Cyclone (Dragonborn): Gaar,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000769,Cyclone,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,105,B105,Cyclone (Dragonborn),N,Translation: Unleash | Word wall: Benkongerike
CHK-DRAGON-SHOUTS-0963,Dragon Shouts,Cyclone (Dragonborn): Nos,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000769,Cyclone,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,106,B106,Cyclone (Dragonborn),N,Translation: Strike | Word wall: Kolbjorn Barrow
CHK-DRAGON-SHOUTS-0964,Dragon Shouts,Dragon Aspect (Dragonborn): Mul,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000772,Dragon Aspect,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,108,B108,Dragon Aspect (Dragonborn),N,Translation: Strength | Word wall: Raven Rock Mine
CHK-DRAGON-SHOUTS-0965,Dragon Shouts,Dragon Aspect (Dragonborn): Qah,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000772,Dragon Aspect,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,109,B109,Dragon Aspect (Dragonborn),N,Translation: Armor | Word wall: Temple of Miraak
CHK-DRAGON-SHOUTS-0966,Dragon Shouts,Dragon Aspect (Dragonborn): Diiv,dragon_shout_word,Main-route prototype block,TB-031E/TB-033,,,SN-000046-shout-and-word-wall-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-000772,Dragon Aspect,,later_pass,held_progression_layer,TB-031E/TB-033,matched,shout_objective,110,B110,Dragon Aspect (Dragonborn),N,Translation: Wyrm | Word wall: Apocrypha - During Waking Dreams
CHK-LOCATIONS-0967,Locations,Abandoned Prison,location,Main-route prototype block,G06,,,SN-000077-clearable-location-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-001958,Clear Abandoned Prison,G06,route_block,inserted_direct_geography,route_block,matched,location_catalog,6,A6,Imperial Tower,N/N/N,"Type: Imperial Tower | Region: Eastmarch | States: {'discovered': 'N', 'visited': 'N', 'cleared': 'N'}"
CHK-LOCATIONS-0968,Locations,Abandoned Shack,location,Main-route prototype block,G07,,,SN-000078-discoverable-non-clearable-location-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-002200,Discover Abandoned Shack,G07,route_block,inserted_direct_geography,route_block,matched,location_catalog,7,A7,Shack,N/N/-,"Type: Shack | Region: Hjaalmarch | States: {'discovered': 'N', 'visited': 'N', 'cleared': '-'}"
CHK-LOCATIONS-0969,Locations,Alchemist's Shack,location,Main-route prototype block,G03,,,SN-000078-discoverable-non-clearable-location-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-002201,Discover Alchemist's Shack,G03,route_block,inserted_direct_geography,route_block,matched,location_catalog,8,A8,Shack,N/N/-,"Type: Shack | Region: The Rift | States: {'discovered': 'N', 'visited': 'N', 'cleared': '-'}"
CHK-LOCATIONS-0970,Locations,Alftand,location,Main-route prototype block,G08,,,SN-000077-clearable-location-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-001959,Clear Alftand,G08,route_block,inserted_direct_geography,route_block,matched,location_catalog,9,A9,Dwarven Ruin,N/N/N,"Type: Dwarven Ruin | Region: Winterhold | States: {'discovered': 'N', 'visited': 'N', 'cleared': 'N'}"
CHK-LOCATIONS-0971,Locations,Ancient's Ascent,location,Main-route prototype block,G03,,,SN-000077-clearable-location-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-001961,Clear Ancient's Ascent,G03,route_block,inserted_direct_geography,route_block,matched,location_catalog,10,A10,Dragon Lair,N/N/N,"Type: Dragon Lair | Region: Falkreath Hold | States: {'discovered': 'N', 'visited': 'N', 'cleared': 'N'}"
CHK-LOCATIONS-0972,Locations,Anga's Mill,location,Main-route prototype block,G06,,,SN-000078-discoverable-non-clearable-location-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-002203,Discover Anga's Mill,G06,route_block,inserted_direct_geography,route_block,matched,location_catalog,11,A11,Wood Mill,N/N/-,"Type: Wood Mill | Region: The Pale | States: {'discovered': 'N', 'visited': 'N', 'cleared': '-'}"
CHK-LOCATIONS-0973,Locations,Angarvunde,location,Main-route prototype block,G03,,,SN-000077-clearable-location-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-001962,Clear Angarvunde,G03,route_block,inserted_direct_geography,route_block,matched,location_catalog,12,A12,Nordic Ruin,N/N/N,"Type: Nordic Ruin | Region: Eastmarch | States: {'discovered': 'N', 'visited': 'N', 'cleared': 'N'}"
CHK-LOCATIONS-0974,Locations,Angi's Camp,location,Main-route prototype block,G03,,,SN-000078-discoverable-non-clearable-location-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-002204,Discover Angi's Camp,G03,route_block,inserted_direct_geography,route_block,matched,location_catalog,13,A13,Shack,N/N/-,"Type: Shack | Region: Falkreath Hold | States: {'discovered': 'N', 'visited': 'N', 'cleared': '-'}"
CHK-LOCATIONS-0975,Locations,Anise's Cabin,location,Main-route prototype block,G02,,,SN-000078-discoverable-non-clearable-location-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-002205,Discover Anise's Cabin,G02,route_block,inserted_direct_geography,route_block,matched,location_catalog,14,A14,Shack,N/N/-,"Type: Shack | Region: Falkreath Hold | States: {'discovered': 'N', 'visited': 'N', 'cleared': '-'}"
CHK-LOCATIONS-0976,Locations,Ansilvund,location,Main-route prototype block,G06,,,SN-000077-clearable-location-inventory.md,mapped_to_route_prototype,Mapped to current objective/route-planning prototype; final guide step number remains later work.,OBJ-001963,Clear Ansilvund,G06,route_block,inserted_direct_geography,route_block,matched,location_catalog,15,A15,Nordic Ruin,N/N/N,"Type: Nordic Ruin | Region: Eastmarch | States: {'discovered': 'N', 'visited': 'N', 'cleared': 'N'}"
