book_location_id,objective_id,book_title,book_category,source_content,skill_or_school,worldspace,region,hold,location,location_detail,ownership_or_crime_notes,quest_or_state_dependency,cell_entry_lock_risk,missability,bug_risk,survival_mode_relevance,route_candidate_status,citations,notes
BOOKLOC-000569,OBJ-000934,Spell Tome: Conjure Familiar,spell_tome,dragonborn,Conjuration,Skyrim,,The Pale,The White Hall,"Purchase from Madena in Dawnstar. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000570,OBJ-000934,Spell Tome: Conjure Familiar,spell_tome,dragonborn,Conjuration,Skyrim,,Winterhold,The Frozen Hearth,"Purchase from Nelacar in Winterhold. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000571,OBJ-000934,Spell Tome: Conjure Familiar,spell_tome,dragonborn,Conjuration,Skyrim,,Winterhold,College of Winterhold,"Purchase from Phinis Gestor at the College of Winterhold. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000572,OBJ-000934,Spell Tome: Conjure Familiar,spell_tome,dragonborn,Conjuration,Skyrim,,Haafingar,Blue Palace,"Purchase from Sybille Stentor in Solitude. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000573,OBJ-000934,Spell Tome: Conjure Familiar,spell_tome,dragonborn,Conjuration,Skyrim,,Eastmarch,Palace of the Kings,"Purchase from Wuunferth the Unliving in Windhelm. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000574,OBJ-000934,Spell Tome: Conjure Familiar,spell_tome,dragonborn,Conjuration,Skyrim,,The Rift,Mistveil Keep,"Purchase from Wylandriah in Riften. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000575,OBJ-000934,Spell Tome: Conjure Familiar,spell_tome,dragonborn,Conjuration,Solstheim,,,Tel Mithryn,"Purchase from Talvas Fathryon at Tel Mithryn. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000576,OBJ-000934,Spell Tome: Conjure Familiar,spell_tome,base_game,Conjuration,Skyrim,,,Random spell tome loot,Generic novice spell tome random loot source from boss chests and safes.,Random/container source; reliability and ownership not route-ready,Character level 1+ for novice random spell tome loot; route should prefer deterministic sources unless later validated.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Generic random loot source from UESP spell tome location rules; not a deterministic route choice.
BOOKLOC-000577,OBJ-000935,Spell Tome: Conjure Skeleton Minion,spell_tome,ae_creation,Conjuration,Skyrim,,Winterhold,College of Winterhold,Purchase from Phinis Gestor at the College of Winterhold. Source note: Can be purchased from: Phinis Gestor.,"Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",provisional_objective_representative,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000578,OBJ-000935,Spell Tome: Conjure Skeleton Minion,spell_tome,ae_creation,Conjuration,Skyrim,,,Fort Greymoor,Can be found upon an altar on a hill southwest of Fort Greymoor.,Loot/access status needs route validation,,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000579,OBJ-000936,Spell Tome: Conjure Undying Ghost,spell_tome,ae_creation,Conjuration,Skyrim,,Winterhold,College of Winterhold,Purchase from Phinis Gestor at the College of Winterhold. Source note: Can be purchased from: Phinis Gestor.,"Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",provisional_objective_representative,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000580,OBJ-000936,Spell Tome: Conjure Undying Ghost,spell_tome,ae_creation,Conjuration,Skyrim,,,The Ritual Stone,Can be found resting on a rock at The Ritual Stone.,Loot/access status needs route validation,,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000581,OBJ-000937,Spell Tome: Conjure Zombie,spell_tome,ae_creation,Conjuration,Skyrim,,The Reach,Understone Keep,"Purchase from Calcelmo in Markarth. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon (only after The Rising Dead has been completed).","Merchant transaction; price, stock, and barter setup need route validation","Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon (only after The Rising Dead has been completed) | Vendor availability/restock timing needs route validation.",unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",provisional_objective_representative,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000582,OBJ-000937,Spell Tome: Conjure Zombie,spell_tome,ae_creation,Conjuration,Skyrim,,Hjaalmarch,Morthal,"Purchase from Falion in Morthal. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon (only after The Rising Dead has been completed).","Merchant transaction; price, stock, and barter setup need route validation","Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon (only after The Rising Dead has been completed) | Vendor availability/restock timing needs route validation.",unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000583,OBJ-000937,Spell Tome: Conjure Zombie,spell_tome,ae_creation,Conjuration,Skyrim,,Whiterun Hold,Dragonsreach,"Purchase from Farengar Secret-Fire in Whiterun. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon (only after The Rising Dead has been completed).","Merchant transaction; price, stock, and barter setup need route validation","Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon (only after The Rising Dead has been completed) | Vendor availability/restock timing needs route validation.",unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000584,OBJ-000937,Spell Tome: Conjure Zombie,spell_tome,ae_creation,Conjuration,Skyrim,,The Pale,The White Hall,"Purchase from Madena in Dawnstar. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon (only after The Rising Dead has been completed).","Merchant transaction; price, stock, and barter setup need route validation","Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon (only after The Rising Dead has been completed) | Vendor availability/restock timing needs route validation.",unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000585,OBJ-000937,Spell Tome: Conjure Zombie,spell_tome,ae_creation,Conjuration,Skyrim,,Winterhold,The Frozen Hearth,"Purchase from Nelacar in Winterhold. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon (only after The Rising Dead has been completed).","Merchant transaction; price, stock, and barter setup need route validation","Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon (only after The Rising Dead has been completed) | Vendor availability/restock timing needs route validation.",unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000586,OBJ-000937,Spell Tome: Conjure Zombie,spell_tome,ae_creation,Conjuration,Skyrim,,Winterhold,College of Winterhold,"Purchase from Phinis Gestor at the College of Winterhold. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon (only after The Rising Dead has been completed).","Merchant transaction; price, stock, and barter setup need route validation","Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon (only after The Rising Dead has been completed) | Vendor availability/restock timing needs route validation.",unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000587,OBJ-000937,Spell Tome: Conjure Zombie,spell_tome,ae_creation,Conjuration,Skyrim,,Haafingar,Blue Palace,"Purchase from Sybille Stentor in Solitude. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon (only after The Rising Dead has been completed).","Merchant transaction; price, stock, and barter setup need route validation","Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon (only after The Rising Dead has been completed) | Vendor availability/restock timing needs route validation.",unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000588,OBJ-000937,Spell Tome: Conjure Zombie,spell_tome,ae_creation,Conjuration,Skyrim,,Eastmarch,Palace of the Kings,"Purchase from Wuunferth the Unliving in Windhelm. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon (only after The Rising Dead has been completed).","Merchant transaction; price, stock, and barter setup need route validation","Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon (only after The Rising Dead has been completed) | Vendor availability/restock timing needs route validation.",unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000589,OBJ-000937,Spell Tome: Conjure Zombie,spell_tome,ae_creation,Conjuration,Skyrim,,The Rift,Mistveil Keep,"Purchase from Wylandriah in Riften. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon (only after The Rising Dead has been completed).","Merchant transaction; price, stock, and barter setup need route validation","Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon (only after The Rising Dead has been completed) | Vendor availability/restock timing needs route validation.",unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000590,OBJ-000937,Spell Tome: Conjure Zombie,spell_tome,ae_creation,Conjuration,Solstheim,,,Tel Mithryn,"Purchase from Talvas Fathryon at Tel Mithryn. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon (only after The Rising Dead has been completed).","Merchant transaction; price, stock, and barter setup need route validation","Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon (only after The Rising Dead has been completed) | Vendor availability/restock timing needs route validation.",unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000591,OBJ-000937,Spell Tome: Conjure Zombie,spell_tome,ae_creation,Conjuration,Skyrim,,,Ritual site southeast of Helgen,"Can be found at a ritual site southeast of Helgen, just north of Southfringe Sanctum.",Loot/access status needs route validation,,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000592,OBJ-000938,Spell Tome: Raise Zombie,spell_tome,dragonborn,Conjuration,Skyrim,,The Reach,Understone Keep,"Purchase from Calcelmo in Markarth. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Riverwood Trader, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",provisional_objective_representative,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000593,OBJ-000938,Spell Tome: Raise Zombie,spell_tome,dragonborn,Conjuration,Skyrim,,Hjaalmarch,Morthal,"Purchase from Falion in Morthal. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Riverwood Trader, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000594,OBJ-000938,Spell Tome: Raise Zombie,spell_tome,dragonborn,Conjuration,Skyrim,,Whiterun Hold,Dragonsreach,"Purchase from Farengar Secret-Fire in Whiterun. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Riverwood Trader, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000595,OBJ-000938,Spell Tome: Raise Zombie,spell_tome,dragonborn,Conjuration,Skyrim,,The Pale,The White Hall,"Purchase from Madena in Dawnstar. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Riverwood Trader, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000596,OBJ-000938,Spell Tome: Raise Zombie,spell_tome,dragonborn,Conjuration,Skyrim,,Winterhold,The Frozen Hearth,"Purchase from Nelacar in Winterhold. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Riverwood Trader, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000597,OBJ-000938,Spell Tome: Raise Zombie,spell_tome,dragonborn,Conjuration,Skyrim,,Winterhold,College of Winterhold,"Purchase from Phinis Gestor at the College of Winterhold. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Riverwood Trader, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000598,OBJ-000938,Spell Tome: Raise Zombie,spell_tome,dragonborn,Conjuration,Skyrim,,Whiterun Hold,Riverwood Trader,"Purchase from the Riverwood Trader. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Riverwood Trader, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000599,OBJ-000938,Spell Tome: Raise Zombie,spell_tome,dragonborn,Conjuration,Skyrim,,Haafingar,Blue Palace,"Purchase from Sybille Stentor in Solitude. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Riverwood Trader, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000600,OBJ-000938,Spell Tome: Raise Zombie,spell_tome,dragonborn,Conjuration,Skyrim,,Eastmarch,Palace of the Kings,"Purchase from Wuunferth the Unliving in Windhelm. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Riverwood Trader, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000601,OBJ-000938,Spell Tome: Raise Zombie,spell_tome,dragonborn,Conjuration,Skyrim,,The Rift,Mistveil Keep,"Purchase from Wylandriah in Riften. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Riverwood Trader, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000602,OBJ-000938,Spell Tome: Raise Zombie,spell_tome,dragonborn,Conjuration,Solstheim,,,Tel Mithryn,"Purchase from Talvas Fathryon at Tel Mithryn. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Riverwood Trader, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000603,OBJ-000938,Spell Tome: Raise Zombie,spell_tome,base_game,Conjuration,Skyrim,,,Fellglow Keep Dungeons,"Can be found in Fellglow Keep Dungeons, Fort Snowhawk, and Halldir's Cairn.",Loot/access status needs route validation,,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000604,OBJ-000938,Spell Tome: Raise Zombie,spell_tome,base_game,Conjuration,Skyrim,,,Fort Snowhawk,"Can be found in Fellglow Keep Dungeons, Fort Snowhawk, and Halldir's Cairn.",Loot/access status needs route validation,,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000605,OBJ-000938,Spell Tome: Raise Zombie,spell_tome,base_game,Conjuration,Skyrim,,,Halldir's Cairn,"Can be found in Fellglow Keep Dungeons, Fort Snowhawk, and Halldir's Cairn.",Loot/access status needs route validation,,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000606,OBJ-000938,Spell Tome: Raise Zombie,spell_tome,base_game,Conjuration,Skyrim,,,Random spell tome loot,Generic novice spell tome random loot source from boss chests and safes.,Random/container source; reliability and ownership not route-ready,Character level 1+ for novice random spell tome loot; route should prefer deterministic sources unless later validated.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Generic random loot source from UESP spell tome location rules; not a deterministic route choice.
BOOKLOC-000607,OBJ-000939,Spell Tome: Bound Battleaxe,spell_tome,dragonborn,Conjuration,Skyrim,,The Reach,Understone Keep,"Purchase from Calcelmo in Markarth. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",provisional_objective_representative,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000608,OBJ-000939,Spell Tome: Bound Battleaxe,spell_tome,dragonborn,Conjuration,Skyrim,,Hjaalmarch,Morthal,"Purchase from Falion in Morthal. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
BOOKLOC-000609,OBJ-000939,Spell Tome: Bound Battleaxe,spell_tome,dragonborn,Conjuration,Skyrim,,Whiterun Hold,Dragonsreach,"Purchase from Farengar Secret-Fire in Whiterun. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon.","Merchant transaction; price, stock, and barter setup need route validation",Vendor availability/restock timing needs route validation.,unknown,unknown,unknown,"Travel, cold, carry, restock, gold, and spell-learning timing deferred",source_listed_candidate,SN-000052-spell-tomes-and-learned-spells.md,Source-listed spell tome acquisition; final route source selection pending.
