coordinate_record_id,location_record_id,objective_id,location_name,location_category,source_content,catalog_worldspace,coordinate_worldspace,world_id,world_name,map_marker_id,map_marker_name,map_marker_page,map_marker_icon_type,map_marker_editor_id,map_marker_form_id,map_marker_dest_form_id,x,y,z,coordinate_status,match_method,match_confidence,distance_scope,source_url,source_id,citations,notes
COORD-000120,LOC-000118,OBJ-002075,Hrodulf's House,clearable_location,dragonborn,Solstheim,Solstheim,2,solstheim,2555,Hrodulf's House,Hrodulf's House,30,,33637334,,43976,19472,1247,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=solstheim&x=43976&y=19472&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000121,LOC-000119,OBJ-002076,Ilinalta's Deep,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,130,Ilinalta's Deep,Ilinalta's Deep,6,IlinaltasDeepMapMarker,90730,,-30266,-49106,760,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-30266&y=-49106&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000122,LOC-000120,OBJ-002077,Ironback Hideout,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,290,Ironback Hideout,Ironback Hideout,30,,980291,,-92049,112677,-3038,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-92049&y=112677&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000123,LOC-000121,OBJ-002078,Ironbind Barrow,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,229,Ironbind Barrow,Ironbind Barrow,7,,258166,,70653,57153,-4069,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=70653&y=57153&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000124,LOC-000122,OBJ-002079,Journeyman's Nook,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,214,Journeyman's Nook,Journeyman's Nook,32,,980297,,132555,80186,-9758,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=132555&y=80186&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000125,LOC-000123,OBJ-002080,Kagrenzel,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,109,Kagrenzel,Kagrenzel,8,,527958,,191763,-29429,8280,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=191763&y=-29429&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000126,LOC-000124,OBJ-002081,Kagrumez,clearable_location,base_game,Skyrim,Solstheim,2,solstheim,2543,Kagrumez,Kagrumez,8,,33637315,,55880,50199,4657,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=solstheim&x=55880&y=50199&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000127,LOC-000125,OBJ-002082,Knifepoint Ridge,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,7,Knifepoint Ridge,Knifepoint Ridge,5,KnifepointRidgeMapMarker,581692,,-70131,-66861,2777,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-70131&y=-66861&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000128,LOC-000126,OBJ-002083,Kolbjorn Barrow,clearable_location,base_game,Skyrim,Solstheim,2,solstheim,2536,Kolbjorn Barrow,Kolbjorn Barrow,7,DLC2dunKolbjornMapMarker,33637324,,38040,25760,1664,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=solstheim&x=38040&y=25760&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000129,LOC-000127,OBJ-002084,Labyrinthian,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,244,Labyrinthian,Labyrinthian,7,LabryinthianMapMarker,90734,,-18641,42159,-7849,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-18641&y=42159&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000130,LOC-000128,OBJ-002085,Liar's Retreat,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,48,Liar's Retreat,Liar's Retreat,4,,90736,,-113431,50797,-6208,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-113431&y=50797&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000131,LOC-000129,OBJ-002086,Lost Echo Cave,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,77,Lost Echo Cave,Lost Echo Cave,4,,719003,,-127416,101410,-7496,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-127416&y=101410&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000132,LOC-000130,OBJ-002087,Lost Knife Hideout,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,47,Lost Knife Hideout,Lost Knife Hideout,4,,90739,,95321,-28958,-9471,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=95321&y=-28958&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000133,LOC-000131,OBJ-002088,Lost Tongue Overlook,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,100,Lost Tongue Overlook,Lost Tongue Overlook,12,LostTongueOverlookMapMarker,90677,,173660,-124359,17320,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=173660&y=-124359&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000134,LOC-000132,OBJ-002089,Lost Valkygg,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,223,Lost Valkygg,Lost Valkygg,32,,961123,,-12525,46845,-6849,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-12525&y=46845&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000135,LOC-000133,OBJ-002090,Lost Valley Redoubt,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,242,Lost Valley Redoubt,Lost Valley Redoubt,7,,90740,,-89950,-36677,1868,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-89950&y=-36677&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000136,LOC-000134,OBJ-002091,Mara's Eye Den,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,933,Mara's Eye Den,Mara's Eye Den,60,,900941,901038,108978,9543,-9524,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=108978&y=9543&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000137,LOC-000135,OBJ-002092,Mara's Eye Pond,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,78,Mara's Eye Pond,Mara's Eye Pond,23,,970577,,108487,8720,-9379,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=108487&y=8720&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000138,LOC-000136,OBJ-002093,Mistwatch,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,129,Mistwatch,Mistwatch,6,,90758,,137472,-34240,-9749,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=137472&y=-34240&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000139,LOC-000137,OBJ-002094,Moesring Pass,clearable_location,base_game,Skyrim,Solstheim,2,solstheim,2534,Moesring Pass,Moesring Pass,24,,33637326,,43062,68108,12418,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=solstheim&x=43062&y=68108&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000140,LOC-000138,OBJ-002095,Moldering Ruins,clearable_location,dawnguard,Skyrim,Skyrim,1,skyrim,2287,Moldering Ruins (DG),Moldering Ruins,32,DLC1MolderingRuinsMapMarkerREF,33607854,,-101282,5110,251,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-101282&y=5110&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000141,LOC-000139,OBJ-002096,Morvunskar,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,128,Morvunskar,Morvunskar,6,MapMarkerMorvunskarREF,90760,,119161,19394,-10174,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=119161&y=19394&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000142,LOC-000140,OBJ-002097,Moss Mother Cavern,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,46,Moss Mother Cavern,Moss Mother Cavern,4,,90761,,-56530,-49859,1304,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-56530&y=-49859&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000143,LOC-000141,OBJ-002098,Mount Anthor,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,96,Mount Anthor,Mount Anthor,12,MountAnthorMapMarker,90762,,95163,67275,259,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=95163&y=67275&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000144,LOC-000142,OBJ-002099,Movarth's Lair,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,58,Movarth's Lair,Movarth's Lair,4,,90710,,-31904,77295,-13508,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-31904&y=77295&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000145,LOC-000143,OBJ-002100,Mzinchaleft,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,113,Mzinchaleft,Mzinchaleft,8,MzinchaleftMapMarkerRef,90763,,6984,83956,-10951,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=6984&y=83956&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000146,LOC-000144,OBJ-002101,Mzulft,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,112,Mzulft,Mzulft,8,,90764,,167808,-13282,-3866,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=167808&y=-13282&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000147,LOC-000145,OBJ-002102,Nchardak,clearable_location,dragonborn,Solstheim,Solstheim,2,solstheim,2538,Nchardak,Nchardak,8,,33637321,,84722,40363,584,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=solstheim&x=84722&y=40363&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000148,LOC-000146,OBJ-002103,Nchuand-Zel,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,202,Understone Keep,Understone Keep,43,MarkarthPalaceMapMarker,804015,,-178916,3565,-2183,proxy_marker,manual_proxy,medium,proxy_same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-178916&y=3565&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,UESP locates Nchuand-Zel inside Understone Keep; no separate Gamemap marker was found.
COORD-000149,LOC-000147,OBJ-002104,Nilheim,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,265,Nilheim,Nilheim,31,,90767,,100683,-58662,11858,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=100683&y=-58662&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000150,LOC-000148,OBJ-002105,Northwatch Keep,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,127,Northwatch Keep,Northwatch Keep,6,,90768,,-144430,117428,-13587,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-144430&y=117428&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000151,LOC-000149,OBJ-002106,Northwind Mine,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,203,Northwind Mine,Northwind Mine,15,,1039326,,151221,-45275,3643,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=151221&y=-45275&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000152,LOC-000150,OBJ-002107,Northwind Summit,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,101,Northwind Summit,Northwind Summit,12,NorthwindSummitMapMarker,90676,,151003,-53453,13233,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=151003&y=-53453&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000153,LOC-000151,OBJ-002108,Orotheim,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,45,Orotheim,Orotheim,4,,90769,,-67686,36949,-8255,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-67686&y=36949&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000154,LOC-000152,OBJ-002109,Orphan Rock,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,193,Orphan Rock,Orphan Rock,11,OrphanRockMapMarker,90770,,36186,-69267,13044,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=36186&y=-69267&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000155,LOC-000153,OBJ-002110,Orphan's Tear,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,306,Orphan's Tear,Orphan's Tear,9,,90800,,-120724,129227,-13853,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-120724&y=129227&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000156,LOC-000154,OBJ-002111,Peak's Shade Tower,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,260,Peak's Shade Tower,Peak's Shade Tower,31,,292992,,-17963,-87703,1551,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-17963&y=-87703&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000157,LOC-000155,OBJ-002112,Pinefrost Tower,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,180,Pinefrost Tower,Pinefrost Tower,22,,979130,,-142901,99301,-3971,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-142901&y=99301&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000158,LOC-000156,OBJ-002113,Pinemoon Cave,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,44,Pinemoon Cave,Pinemoon Cave,4,,90771,,-116902,92399,-7318,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-116902&y=92399&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000159,LOC-000157,OBJ-002114,Pinepeak Cavern,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,43,Pinepeak Cavern,Pinepeak Cavern,4,,90772,,75298,-54369,10257,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=75298&y=-54369&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000160,LOC-000158,OBJ-002115,Pinewatch,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,300,Pinewatch,Pinewatch,30,PinewatchMapMarker,90773,,-9404,-76357,2787,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-9404&y=-76357&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000161,LOC-000159,OBJ-002116,Ragnvald,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,241,Ragnvald,Ragnvald,7,,90778,,-173684,26640,-131,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-173684&y=26640&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000162,LOC-000160,OBJ-002117,Raldbthar,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,108,Raldbthar,Raldbthar,8,,591253,,87391,17980,496,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=87391&y=17980&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000163,LOC-000161,OBJ-002118,Rannveig's Fast,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,240,Rannveig's Fast,Rannveig's Fast,7,,90779,,-47296,26144,-3912,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-47296&y=26144&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000164,LOC-000162,OBJ-002119,Raven Rock Mine,clearable_location,dragonborn,Solstheim,Solstheim,2,solstheim,2578,Raven Rock Mine,Raven Rock Mine,60,DLC2RavenrockMineExtToInt,33652470,33665753,29653,40352,697,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=solstheim&x=29653&y=40352&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000165,LOC-000163,OBJ-002120,Ravenscar Hollow,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,42,Ravenscar Hollow,Ravenscar Hollow,4,,90780,,-91591,126460,-13797,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-91591&y=126460&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000166,LOC-000164,OBJ-002121,Reachcliff Cave,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,41,Reachcliff Cave,Reachcliff Cave,4,ReachcliffCaveMapMarkerREF,90781,,-133685,-11703,-5329,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-133685&y=-11703&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000167,LOC-000165,OBJ-002122,Reachwater Rock,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,40,Reachwater Rock,Reachwater Rock,4,,90782,,-140948,-3609,-7281,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-140948&y=-3609&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000168,LOC-000166,OBJ-002123,Rebel's Cairn,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,17,Rebel's Cairn,Rebel's Cairn,4,,746143,,-109696,23216,-27,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-109696&y=23216&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000169,LOC-000167,OBJ-002124,Red Eagle Redoubt,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,62,Red Eagle Redoubt,Red Eagle Redoubt,4,,90685,,-125628,15532,-4911,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-125628&y=15532&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000170,LOC-000168,OBJ-002125,Red Road Pass,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,154,Red Road Pass,Red Road Pass,29,RedRoadPassMapMarker,90784,,21856,79660,-10185,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=21856&y=79660&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000171,LOC-000169,OBJ-002126,Redoran's Retreat,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,39,Redoran's Retreat,Redoran's Retreat,4,,90783,,-15254,7227,-7369,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-15254&y=7227&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000172,LOC-000170,OBJ-002127,Redwater Den,clearable_location,dawnguard,Skyrim,Skyrim,1,skyrim,2288,Redwater Den (DG),Redwater Den,30,DLC1RedwaterDenMapMarker,33585022,,135829,-75775,11552,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=135829&y=-75775&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000173,LOC-000171,OBJ-002128,Refugees' Rest,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,179,Refugees' Rest,Refugees' Rest,22,,980336,,170415,37536,-9400,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=170415&y=37536&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000174,LOC-000172,OBJ-002129,Rift Watchtower,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,184,Rift Watchtower,Rift Watchtower,22,,866608,,122814,-66094,11985,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=122814&y=-66094&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000175,LOC-000173,OBJ-002130,Rimerock Burrow,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,38,Rimerock Burrow,Rimerock Burrow,4,,90785,,-143621,105374,-7367,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-143621&y=105374&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000176,LOC-000174,OBJ-002131,Riverside Shack,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,291,Riverside Shack,Riverside Shack,30,,970575,,121266,6841,-13585,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=121266&y=6841&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000177,LOC-000175,OBJ-002132,Roadside Ruins,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,218,Roadside Ruins,Roadside Ruins,32,,292981,,-43393,-78762,-2892,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-43393&y=-78762&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000178,LOC-000176,OBJ-002133,Robber's Gorge,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,3,Robber's Gorge,Robber's Gorge,5,,90791,,-80784,47328,-12288,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-80784&y=47328&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000179,LOC-000177,OBJ-002134,Ruins of Bthalft,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,190,Ruins of Bthalft,Ruins of Bthalft,11,,866620,,87427,-86992,11996,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=87427&y=-86992&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000180,LOC-000178,OBJ-002135,Ruins of Rkund,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,191,Ruins of Rkund,Ruins of Rkund,11,,866617,,154614,-125430,14899,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=154614&y=-125430&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000181,LOC-000179,OBJ-002136,Saarthal,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,239,Saarthal,Saarthal,7,SaarthalMapMarker,90789,,92005,91812,-11427,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=92005&y=91812&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000182,LOC-000180,OBJ-002137,Saering's Watch,clearable_location,base_game,Solstheim,Solstheim,2,solstheim,2550,Saering's Watch,Saering's Watch,12,DLC2SaeringsWatchMapMarker,33660188,,42884,83949,8329,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=solstheim&x=42884&y=83949&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
COORD-000183,LOC-000181,OBJ-002138,Secunda's Kiss,clearable_location,base_game,Skyrim,Skyrim,1,skyrim,153,Secunda's Kiss,Secunda's Kiss,29,,90790,,-3031,-28057,-3742,exact_marker,uesp_gamemap_page,high,same_worldspace_xy,https://gamemap.uesp.net/sr/?world=skyrim&x=-3031&y=-28057&zoom=15,SRC-000423,SN-000123-location-coordinate-dataset.md,Exact UESP Gamemap marker match.
