geography_record_id,coordinate_record_id,location_record_id,objective_id,location_name,location_category,source_content,coordinate_worldspace,coordinate_status,distance_scope,route_cluster,route_corridor,nearest_corridor_hub,nearest_corridor_hub_type,nearest_corridor_hub_distance,nearest_major_carriage_origin,nearest_major_carriage_origin_distance,nearest_ferry_terminal,nearest_ferry_terminal_distance,nearest_inn_or_rest,nearest_inn_or_rest_type,nearest_inn_or_rest_distance,nearest_candidate_base,nearest_candidate_base_type,nearest_candidate_base_distance,worldspace_access_model,transport_access_flags,cold_risk,barrier_flags,geography_confidence,citations,notes
GEOG-000128,COORD-000128,LOC-000126,OBJ-002083,Kolbjorn Barrow,clearable_location,base_game,Solstheim,exact_marker,same_worldspace_xy,solstheim,raven_rock_west,Raven Rock,solstheim_gateway,11727,,,Raven Rock ferry,11727,The Retching Netch,inn,11727,Severin Manor,dragonborn_home,11727,ferry_gateway_then_local_overland,major_carriage_origin_unavailable | ferry_terminal_adjacent | solstheim_no_carriages | raven_rock_ferry_gateway,solstheim_cold_region,water_or_ferry_access | solstheim_cold_region,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Access model: ferry_gateway_then_local_overland."
GEOG-000129,COORD-000129,LOC-000127,OBJ-002084,Labyrinthian,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,morthal_marsh,Morthal,minor_capital,31684,Whiterun Stables,64468,Solitude ferry,77774,Moorside Inn,inn,31684,Myrwatch,ae_home,20737,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000130,COORD-000130,LOC-000128,OBJ-002085,Liar's Retreat,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,dragon_bridge_haafingar_road,Dragon Bridge,village,34028,Markarth Stables,72460,Solitude ferry,72464,Four Shields Tavern,inn,34028,Goldenhills Plantation,ae_farm_home,64254,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000131,COORD-000131,LOC-000129,OBJ-002086,Lost Echo Cave,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,dragon_bridge_haafingar_road,Dragon Bridge,village,31322,Solitude carriage origin,62557,Icewater Jetty,31590,Four Shields Tavern,inn,31322,Proudspire Manor,city_home,62557,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_near,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000132,COORD-000132,LOC-000130,OBJ-002087,Lost Knife Hideout,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,southern_skyrim,ivarstead_rift_pass,Ivarstead,village,40067,Windhelm Stables,68389,Windhelm ferry,75788,Vilemyr Inn,inn,40067,Gallows Hall,ae_home,42282,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000133,COORD-000133,LOC-000131,OBJ-002088,Lost Tongue Overlook,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,southeast_skyrim,riften_rift,Riften,major_city,27760,Riften Stables,33451,Windhelm ferry,164555,The Bee and Barb,inn,27760,Shadowfoot Sanctum,ae_home,27219,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_remote,high_elevation_or_mountain,high_elevation_or_mountain | high_elevation_marker,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000134,COORD-000134,LOC-000132,OBJ-002089,Lost Valkygg,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,morthal_marsh,Morthal,minor_capital,32826,Whiterun Stables,65257,Dawnstar ferry,73440,Moorside Inn,inn,32826,Myrwatch,ae_home,19215,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000135,COORD-000135,LOC-000133,OBJ-002090,Lost Valley Redoubt,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,western_skyrim,old_hroldan_reach_road,Old Hroldan Inn,road_inn,36820,Markarth Stables,92118,Solitude ferry,143520,Old Hroldan Inn,inn,36820,Hendraheim,ae_home,11391,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000136,COORD-000136,LOC-000134,OBJ-002091,Mara's Eye Den,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,eastern_skyrim,kynesgrove_eastmarch_road,Kynesgrove,village,26035,Windhelm Stables,31594,Windhelm ferry,36842,Braidwood Inn,inn,26035,Gallows Hall,ae_home,1465,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_regional,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000137,COORD-000137,LOC-000135,OBJ-002092,Mara's Eye Pond,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,eastern_skyrim,kynesgrove_eastmarch_road,Kynesgrove,village,26595,Windhelm Stables,32447,Windhelm ferry,37772,Braidwood Inn,inn,26595,Gallows Hall,ae_home,2373,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_regional,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000138,COORD-000138,LOC-000136,OBJ-002093,Mistwatch,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,eastern_skyrim,kynesgrove_eastmarch_road,Kynesgrove,village,45705,Windhelm Stables,60362,Windhelm ferry,69880,Braidwood Inn,inn,45705,Gallows Hall,ae_home,53368,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000139,COORD-000139,LOC-000137,OBJ-002094,Moesring Pass,clearable_location,base_game,Solstheim,exact_marker,same_worldspace_xy,solstheim,thirsk_central,Thirsk Mead Hall,settlement,26017,,,Raven Rock ferry,35230,The Retching Netch,inn,35230,Severin Manor,dragonborn_home,35230,ferry_gateway_then_local_overland,major_carriage_origin_unavailable | ferry_terminal_regional | solstheim_no_carriages | raven_rock_ferry_gateway,solstheim_cold_region,water_or_ferry_access | mountain_or_pass | solstheim_cold_region,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Access model: ferry_gateway_then_local_overland."
GEOG-000140,COORD-000140,LOC-000138,OBJ-002095,Moldering Ruins,clearable_location,dawnguard,Skyrim,exact_marker,same_worldspace_xy,central_skyrim,rorikstead_western_road,Rorikstead,village,17080,Markarth Stables,69839,Solitude ferry,105964,Frostfruit Inn,inn,17080,Goldenhills Plantation,ae_farm_home,28384,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000141,COORD-000141,LOC-000139,OBJ-002096,Morvunskar,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,eastern_skyrim,kynesgrove_eastmarch_road,Kynesgrove,village,17697,Windhelm Stables,18020,Windhelm ferry,22677,Braidwood Inn,inn,17697,Gallows Hall,ae_home,13062,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_near,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000142,COORD-000142,LOC-000140,OBJ-002097,Moss Mother Cavern,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,southern_skyrim,falkreath_pine_forest,Falkreath,minor_capital,44889,Whiterun Stables,84484,Solitude ferry,154736,Dead Man's Drink,inn,44889,Hendraheim,ae_home,31222,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000143,COORD-000143,LOC-000141,OBJ-002098,Mount Anthor,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northern_skyrim,nightgate_pale_pass,Nightgate Inn,road_inn,30106,Windhelm Stables,57911,Windhelm ferry,50917,Nightgate Inn,inn,30106,Bloodchill Manor,ae_home,32338,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000144,COORD-000144,LOC-000142,OBJ-002099,Movarth's Lair,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,morthal_marsh,Morthal,minor_capital,12526,Solitude carriage origin,42892,Solitude ferry,42892,Moorside Inn,inn,12526,Myrwatch,ae_home,17017,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000145,COORD-000145,LOC-000143,OBJ-002100,Mzinchaleft,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northern_skyrim,dawnstar_pale_coast,Dawnstar,minor_capital,32552,Solitude carriage origin,74844,Dawnstar ferry,32552,Windpeak Inn,inn,32552,Windstad Manor,hearthfire_homestead,34456,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_near,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000146,COORD-000146,LOC-000144,OBJ-002101,Mzulft,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,eastern_skyrim,kynesgrove_eastmarch_road,Kynesgrove,village,41095,Windhelm Stables,50696,Windhelm ferry,58854,Braidwood Inn,inn,41095,Nchuanthumz,ae_home,28889,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000147,COORD-000147,LOC-000145,OBJ-002102,Nchardak,clearable_location,dragonborn,Solstheim,exact_marker,same_worldspace_xy,solstheim,tel_mithryn_east,Tel Mithryn,settlement,18935,,,Raven Rock ferry,54100,The Retching Netch,inn,54100,Severin Manor,dragonborn_home,54100,ferry_gateway_then_local_overland,major_carriage_origin_unavailable | ferry_terminal_regional | solstheim_no_carriages | raven_rock_ferry_gateway,solstheim_cold_region,water_or_ferry_access | solstheim_cold_region,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Access model: ferry_gateway_then_local_overland."
GEOG-000148,COORD-000148,LOC-000146,OBJ-002103,Nchuand-Zel,clearable_location,base_game,Skyrim,proxy_marker,proxy_same_worldspace_xy,western_skyrim,markarth_reach,Markarth,major_city,5176,Markarth Stables,8509,Icewater Jetty,121940,Silver-Blood Inn,inn,5176,Vlindrel Hall,city_home,5176,local_or_interior_subarea,major_carriage_origin_adjacent | ferry_terminal_remote,standard,proxy_coordinate,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Coordinate is a proxy marker, not a confirmed exact endpoint. Access model: local_or_interior_subarea."
GEOG-000149,COORD-000149,LOC-000147,OBJ-002104,Nilheim,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,southern_skyrim,ivarstead_rift_pass,Ivarstead,village,24945,Riften Stables,79307,Windhelm ferry,100320,Vilemyr Inn,inn,24945,Gallows Hall,ae_home,70172,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000150,COORD-000150,LOC-000148,OBJ-002105,Northwatch Keep,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,icewater_volkihar_ferry,Icewater Jetty,ferry_terminal,8271,Solitude carriage origin,80508,Icewater Jetty,8271,Four Shields Tavern,inn,54589,Dead Man's Dread,ae_home,56609,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_adjacent,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000151,COORD-000151,LOC-000149,OBJ-002106,Northwind Mine,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,southeast_skyrim,riften_rift,Riften,major_city,55918,Riften Stables,50627,Windhelm ferry,82478,The Bee and Barb,inn,55918,Nchuanthumz,ae_home,43529,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000152,COORD-000152,LOC-000150,OBJ-002107,Northwind Summit,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,southeast_skyrim,riften_rift,Riften,major_city,48621,Riften Stables,43510,Windhelm ferry,90472,The Bee and Barb,inn,48621,Nchuanthumz,ae_home,47313,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000153,COORD-000153,LOC-000151,OBJ-002108,Orotheim,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,central_skyrim,rorikstead_western_road,Rorikstead,village,34292,Solitude carriage origin,67755,Solitude ferry,67755,Frostfruit Inn,inn,34292,Goldenhills Plantation,ae_farm_home,36716,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000154,COORD-000154,LOC-000152,OBJ-002109,Orphan Rock,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,central_skyrim,riverwood_helgen_road,Riverwood,village,28319,Whiterun Stables,61266,Windhelm ferry,144103,Sleeping Giant Inn,inn,28319,Lakeview Manor,hearthfire_homestead,45838,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000155,COORD-000155,LOC-000153,OBJ-002110,Orphan's Tear,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,icewater_volkihar_ferry,Icewater Jetty,ferry_terminal,31175,Solitude carriage origin,60956,Icewater Jetty,31175,Four Shields Tavern,inn,49913,Proudspire Manor,city_home,60956,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_near,regional_cold,regional_cold | coastal_or_island_marker,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000156,COORD-000156,LOC-000154,OBJ-002111,Peak's Shade Tower,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,southern_skyrim,falkreath_pine_forest,Falkreath,minor_capital,12414,Whiterun Stables,85151,Windhelm ferry,196491,Dead Man's Drink,inn,12414,Lakeview Manor,hearthfire_homestead,20159,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000157,COORD-000157,LOC-000155,OBJ-002112,Pinefrost Tower,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,icewater_volkihar_ferry,Icewater Jetty,ferry_terminal,24417,Solitude carriage origin,78141,Icewater Jetty,24417,Four Shields Tavern,inn,43929,Dead Man's Dread,ae_home,59689,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_near,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000158,COORD-000158,LOC-000156,OBJ-002113,Pinemoon Cave,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,dragon_bridge_haafingar_road,Dragon Bridge,village,17547,Solitude carriage origin,53383,Icewater Jetty,45436,Four Shields Tavern,inn,17547,Proudspire Manor,city_home,53383,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000159,COORD-000159,LOC-000157,OBJ-002114,Pinepeak Cavern,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,southern_skyrim,ivarstead_rift_pass,Ivarstead,village,9952,Whiterun Stables,71814,Windhelm ferry,107988,Vilemyr Inn,inn,9952,Tundra Homestead,ae_home,65076,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000160,COORD-000160,LOC-000158,OBJ-002115,Pinewatch,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,southern_skyrim,falkreath_pine_forest,Falkreath,minor_capital,23131,Whiterun Stables,71299,Windhelm ferry,182739,Dead Man's Drink,inn,23131,Lakeview Manor,hearthfire_homestead,7024,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000161,COORD-000161,LOC-000159,OBJ-002116,Ragnvald,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,western_skyrim,markarth_reach,Markarth,major_city,21388,Markarth Stables,19887,Icewater Jetty,98280,Silver-Blood Inn,inn,21388,Vlindrel Hall,city_home,21388,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000162,COORD-000162,LOC-000160,OBJ-002117,Raldbthar,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northern_skyrim,nightgate_pale_pass,Nightgate Inn,road_inn,31162,Windhelm Stables,49170,Windhelm ferry,50788,Nightgate Inn,inn,31162,Gallows Hall,ae_home,22858,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000163,COORD-000163,LOC-000161,OBJ-002118,Rannveig's Fast,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,morthal_marsh,Morthal,minor_capital,41503,Whiterun Stables,75230,Solitude ferry,80463,Moorside Inn,inn,41503,Goldenhills Plantation,ae_farm_home,36375,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000164,COORD-000164,LOC-000162,OBJ-002119,Raven Rock Mine,clearable_location,dragonborn,Solstheim,exact_marker,same_worldspace_xy,solstheim,raven_rock_west,Raven Rock,solstheim_gateway,5443,,,Raven Rock ferry,5443,The Retching Netch,inn,5443,Severin Manor,dragonborn_home,5443,ferry_gateway_then_local_overland,major_carriage_origin_unavailable | ferry_terminal_adjacent | solstheim_no_carriages | raven_rock_ferry_gateway,solstheim_cold_region,water_or_ferry_access | solstheim_cold_region,medium,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose. Access model: ferry_gateway_then_local_overland."
GEOG-000165,COORD-000165,LOC-000163,OBJ-002120,Ravenscar Hollow,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,solitude_haafingar,Solitude,major_city,34437,Solitude carriage origin,34437,Solitude ferry,34437,The Winking Skeever,inn,34437,Proudspire Manor,city_home,34437,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_near,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000166,COORD-000166,LOC-000164,OBJ-002121,Reachcliff Cave,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,western_skyrim,old_hroldan_reach_road,Old Hroldan Inn,road_inn,20844,Markarth Stables,41792,Icewater Jetty,135126,Old Hroldan Inn,inn,20844,Vlindrel Hall,city_home,43759,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000167,COORD-000167,LOC-000165,OBJ-002122,Reachwater Rock,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,western_skyrim,old_hroldan_reach_road,Old Hroldan Inn,road_inn,28151,Markarth Stables,31935,Icewater Jetty,126313,Old Hroldan Inn,inn,28151,Vlindrel Hall,city_home,34243,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000168,COORD-000168,LOC-000166,OBJ-002123,Rebel's Cairn,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,central_skyrim,rorikstead_western_road,Rorikstead,village,30156,Markarth Stables,63526,Solitude ferry,92919,Frostfruit Inn,inn,30156,Goldenhills Plantation,ae_farm_home,42864,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000169,COORD-000169,LOC-000167,OBJ-002124,Red Eagle Redoubt,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,western_skyrim,old_hroldan_reach_road,Old Hroldan Inn,road_inn,26713,Markarth Stables,46277,Solitude ferry,107816,Old Hroldan Inn,inn,26713,Vlindrel Hall,city_home,49475,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000170,COORD-000170,LOC-000168,OBJ-002125,Red Road Pass,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northern_skyrim,dawnstar_pale_coast,Dawnstar,minor_capital,27950,Solitude carriage origin,90324,Dawnstar ferry,27950,Windpeak Inn,inn,27950,Heljarchen Hall,hearthfire_homestead,42148,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_near,regional_cold,mountain_or_pass | regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000171,COORD-000171,LOC-000169,OBJ-002126,Redoran's Retreat,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,central_skyrim,whiterun_central_plains,Whiterun,major_city,38043,Whiterun Stables,38038,Dawnstar ferry,109110,The Bannered Mare,inn,38043,Breezehome,city_home,38043,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000172,COORD-000172,LOC-000170,OBJ-002127,Redwater Den,clearable_location,dawnguard,Skyrim,exact_marker,same_worldspace_xy,southeast_skyrim,riften_rift,Riften,major_city,42970,Riften Stables,40262,Windhelm ferry,111375,The Bee and Barb,inn,42970,Shadowfoot Sanctum,ae_home,40611,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000173,COORD-000173,LOC-000171,OBJ-002128,Refugees' Rest,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,eastern_skyrim,windhelm_eastmarch,Windhelm,major_city,35442,Windhelm Stables,36373,Windhelm ferry,35442,Candlehearth Hall,inn,35442,Hjerim,city_home,35442,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000174,COORD-000174,LOC-000172,OBJ-002129,Rift Watchtower,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,southern_skyrim,ivarstead_rift_pass,Ivarstead,village,46475,Riften Stables,56110,Windhelm ferry,102422,Vilemyr Inn,inn,46475,Shadowfoot Sanctum,ae_home,56796,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000175,COORD-000175,LOC-000173,OBJ-002130,Rimerock Burrow,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,northwest_skyrim,icewater_volkihar_ferry,Icewater Jetty,ferry_terminal,18507,Solitude carriage origin,78681,Icewater Jetty,18507,Four Shields Tavern,inn,47171,Dead Man's Dread,ae_home,57838,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_near,regional_cold,regional_cold,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000176,COORD-000176,LOC-000174,OBJ-002131,Riverside Shack,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,eastern_skyrim,kynesgrove_eastmarch_road,Kynesgrove,village,14419,Windhelm Stables,24180,Windhelm ferry,31879,Braidwood Inn,inn,14419,Gallows Hall,ae_home,12803,same_worldspace_overland,major_carriage_origin_near | ferry_terminal_near,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000177,COORD-000177,LOC-000175,OBJ-002132,Roadside Ruins,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,southern_skyrim,falkreath_pine_forest,Falkreath,minor_capital,15103,Whiterun Stables,91895,Solitude ferry,184672,Dead Man's Drink,inn,15103,Lakeview Manor,hearthfire_homestead,35033,same_worldspace_overland,major_carriage_origin_remote | ferry_terminal_remote,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
GEOG-000178,COORD-000178,LOC-000176,OBJ-002133,Robber's Gorge,clearable_location,base_game,Skyrim,exact_marker,same_worldspace_xy,central_skyrim,rorikstead_western_road,Rorikstead,village,40529,Solitude carriage origin,59469,Solitude ferry,59469,Frostfruit Inn,inn,40529,Goldenhills Plantation,ae_farm_home,47275,same_worldspace_overland,major_carriage_origin_regional | ferry_terminal_regional,standard,none_flagged,high,SN-000124-hub-corridor-geography-support.md,"Straight-line support data; validate roads, passes, water, quest state, and exact access before route prose."
