location_record_id,objective_id,location_name,location_category,source_content,worldspace,region,hold,source_page,source_id,uesp_categories,discoverable_status,clearable_status,delver_count_status,quest_or_state_dependency,cell_entry_lock_risk,missability,bug_risk,survival_mode_relevance,route_status,citations,notes
LOC-000136,OBJ-002093,Mistwatch,clearable_location,base_game,Skyrim,,Eastmarch,https://en.uesp.net/wiki/Skyrim:Mistwatch,SRC-000264,Skyrim-Places | Skyrim-Places-Alchemy Labs | Skyrim-Places-Bandit Camps | Skyrim-Places-Clearable | Skyrim-Places-Cooking Pots | Skyrim-Places-Discoverable | Skyrim-Places-Eastmarch | Skyrim-Places-Military Forts | Skyrim-Places-Safe,source_lists_discoverable,source_lists_clearable,atypical_does_not_count,Atypical quest-based clear condition per UESP Dungeons page; exact quest state pending page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000137,OBJ-002094,Moesring Pass,clearable_location,base_game,Skyrim,,,https://en.uesp.net/wiki/Skyrim:Moesring_Pass,SRC-000264,,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md | SN-000078-discoverable-non-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation. TB-008B discoverable category membership confirmed."
LOC-000138,OBJ-002095,Moldering Ruins,clearable_location,dawnguard,Skyrim,,Whiterun Hold,https://en.uesp.net/wiki/Skyrim:Moldering_Ruins,SRC-000264,Skyrim-Dawnguard-Places | Skyrim-Places | Skyrim-Places-Clearable | Skyrim-Places-Cooking Pots | Skyrim-Places-Discoverable | Skyrim-Places-Nordic Dwellings | Skyrim-Places-Vampire Lairs | Skyrim-Places-Whiterun Hold,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000139,OBJ-002096,Morvunskar,clearable_location,base_game,Skyrim,,Eastmarch,https://en.uesp.net/wiki/Skyrim:Morvunskar,SRC-000264,Skyrim-Places | Skyrim-Places-Arcane Enchanters | Skyrim-Places-Clearable | Skyrim-Places-Cooking Pots | Skyrim-Places-Discoverable | Skyrim-Places-Eastmarch | Skyrim-Places-Forges | Skyrim-Places-Military Forts | Skyrim-Places-Tanning Racks | Skyrim-Places-Warlock Lairs | Skyrim-Places-Workbenches,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000140,OBJ-002097,Moss Mother Cavern,clearable_location,base_game,Skyrim,,Falkreath Hold,https://en.uesp.net/wiki/Skyrim:Moss_Mother_Cavern,SRC-000264,Skyrim-Places | Skyrim-Places-Caves | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Falkreath Hold | Skyrim-Places-Gold Veins | Skyrim-Places-Iron Veins | Skyrim-Places-Spriggan Groves,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000141,OBJ-002098,Mount Anthor,clearable_location,base_game,Skyrim,,Winterhold,https://en.uesp.net/wiki/Skyrim:Mount_Anthor,SRC-000264,Skyrim-Places | Skyrim-Places-Alchemy Labs | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Dragon Lairs | Skyrim-Places-Winterhold (region) | Skyrim-Places-Word Walls,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000142,OBJ-002099,Movarth's Lair,clearable_location,base_game,Skyrim,,Hjaalmarch,https://en.uesp.net/wiki/Skyrim:Movarth's_Lair,SRC-000264,Skyrim-Places | Skyrim-Places-Alchemy Labs | Skyrim-Places-Caves | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Hjaalmarch | Skyrim-Places-Iron Veins | Skyrim-Places-Vampire Lairs,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000143,OBJ-002100,Mzinchaleft,clearable_location,base_game,Skyrim,,Hjaalmarch,https://en.uesp.net/wiki/Skyrim:Mzinchaleft,SRC-000264,Skyrim-Places | Skyrim-Places-Clearable | Skyrim-Places-Cooking Pots | Skyrim-Places-Discoverable | Skyrim-Places-Dwarven Automaton Sites | Skyrim-Places-Dwarven Ruins | Skyrim-Places-Hjaalmarch,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000144,OBJ-002101,Mzulft,clearable_location,base_game,Skyrim,,Eastmarch,https://en.uesp.net/wiki/Skyrim:Mzulft,SRC-000264,Skyrim-Places | Skyrim-Places-Alchemy Labs | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Dwarven Automaton Sites | Skyrim-Places-Dwarven Ruins | Skyrim-Places-Eastmarch | Skyrim-Places-Iron Veins | Skyrim-Places-Moonstone Veins | Skyrim-Places-Safe,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000145,OBJ-002102,Nchardak,clearable_location,dragonborn,Solstheim,Solstheim,,https://en.uesp.net/wiki/Skyrim:Nchardak,SRC-000264,Skyrim-Dragonborn-Places-Dwarven Automaton Sites | Skyrim-Places | Skyrim-Places-Clearable | Skyrim-Places-Cooking Pots | Skyrim-Places-Discoverable | Skyrim-Places-Dwarven Ruins | Skyrim-Places-Malachite Veins | Skyrim-Places-Safe | Skyrim-Places-Solstheim | Skyrim-Places-Tanning Racks,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000146,OBJ-002103,Nchuand-Zel,clearable_location,base_game,Skyrim,,The Reach,https://en.uesp.net/wiki/Skyrim:Nchuand-Zel,SRC-000264,Skyrim-Places | Skyrim-Places-Clearable | Skyrim-Places-Corundum Veins | Skyrim-Places-Dwarven Automaton Sites | Skyrim-Places-Dwarven Ruins | Skyrim-Places-Iron Veins | Skyrim-Places-Markarth | Skyrim-Places-Moonstone Veins | Skyrim-Places-The Reach,source_lists_not_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md | SN-000079-location-marker-gap-reconciliation.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation. TB-008C found no separate UESP discoverable-category marker; retain as clearable/access objective pending route validation."
LOC-000147,OBJ-002104,Nilheim,clearable_location,base_game,Skyrim,,The Rift,https://en.uesp.net/wiki/Skyrim:Nilheim,SRC-000264,Skyrim-Places | Skyrim-Places-Bandit Camps | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Nordic Towers | Skyrim-Places-Safe | Skyrim-Places-The Rift,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000148,OBJ-002105,Northwatch Keep,clearable_location,base_game,Skyrim,,Haafingar,https://en.uesp.net/wiki/Skyrim:Northwatch_Keep,SRC-000264,Skyrim-Places | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Forges | Skyrim-Places-Haafingar | Skyrim-Places-Military Forts | Skyrim-Places-Safe,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000149,OBJ-002106,Northwind Mine,clearable_location,base_game,Skyrim,,The Rift,https://en.uesp.net/wiki/Skyrim:Northwind_Mine,SRC-000264,Skyrim-Places | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Iron Veins | Skyrim-Places-Mines | Skyrim-Places-Stone Quarries | Skyrim-Places-The Rift,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000150,OBJ-002107,Northwind Summit,clearable_location,base_game,Skyrim,,The Rift,https://en.uesp.net/wiki/Skyrim:Northwind_Summit,SRC-000264,Skyrim-Places | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Dragon Lairs | Skyrim-Places-Smelters | Skyrim-Places-The Rift | Skyrim-Places-Word Walls,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000151,OBJ-002108,Orotheim,clearable_location,base_game,Skyrim,,Hjaalmarch,https://en.uesp.net/wiki/Skyrim:Orotheim,SRC-000264,Skyrim-Places | Skyrim-Places-Bandit Camps | Skyrim-Places-Caves | Skyrim-Places-Clearable | Skyrim-Places-Cooking Pots | Skyrim-Places-Discoverable | Skyrim-Places-Forges | Skyrim-Places-Grindstones | Skyrim-Places-Hjaalmarch | Skyrim-Places-Tanning Racks,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000152,OBJ-002109,Orphan Rock,clearable_location,base_game,Skyrim,,Falkreath Hold,https://en.uesp.net/wiki/Skyrim:Orphan_Rock,SRC-000264,Skyrim-Places | Skyrim-Places-Arcane Enchanters | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Falkreath Hold | Skyrim-Places-Hagraven Nests | Skyrim-Places-Landmarks,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000153,OBJ-002110,Orphan's Tear,clearable_location,base_game,Skyrim,,Haafingar,https://en.uesp.net/wiki/Skyrim:Orphan's_Tear,SRC-000264,Skyrim-Places | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Fishing Supplies | Skyrim-Places-Haafingar | Skyrim-Places-Shipwrecks,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000154,OBJ-002111,Peak's Shade Tower,clearable_location,base_game,Skyrim,,Falkreath Hold,https://en.uesp.net/wiki/Skyrim:Peak's_Shade_Tower,SRC-000264,Skyrim-Places | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Falkreath Hold | Skyrim-Places-Nordic Towers | Skyrim-Places-Spriggan Groves,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000155,OBJ-002112,Pinefrost Tower,clearable_location,base_game,Skyrim,,Haafingar,https://en.uesp.net/wiki/Skyrim:Pinefrost_Tower,SRC-000264,Skyrim-Places | Skyrim-Places-Animal Dens | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Haafingar | Skyrim-Places-Imperial Towers,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000156,OBJ-002113,Pinemoon Cave,clearable_location,base_game,Skyrim,,Haafingar,https://en.uesp.net/wiki/Skyrim:Pinemoon_Cave,SRC-000264,Skyrim-Places | Skyrim-Places-Caves | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Haafingar | Skyrim-Places-Vampire Lairs,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000157,OBJ-002114,Pinepeak Cavern,clearable_location,base_game,Skyrim,,The Rift,https://en.uesp.net/wiki/Skyrim:Pinepeak_Cavern,SRC-000264,Skyrim-Places | Skyrim-Places-Animal Dens | Skyrim-Places-Caves | Skyrim-Places-Clearable | Skyrim-Places-Corundum Veins | Skyrim-Places-Discoverable | Skyrim-Places-The Rift,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000158,OBJ-002115,Pinewatch,clearable_location,base_game,Skyrim,,Falkreath Hold,https://en.uesp.net/wiki/Skyrim:Pinewatch,SRC-000264,Skyrim-Places | Skyrim-Places-Clearable | Skyrim-Places-Cooking Pots | Skyrim-Places-Discoverable | Skyrim-Places-Falkreath Hold | Skyrim-Places-Grindstones | Skyrim-Places-Shacks | Skyrim-Places-Stone Quarries | Skyrim-Places-Tanning Racks | Skyrim-Places-Workbenches,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000159,OBJ-002116,Ragnvald,clearable_location,base_game,Skyrim,,The Reach,https://en.uesp.net/wiki/Skyrim:Ragnvald,SRC-000264,Skyrim-Places | Skyrim-Places-Arcane Enchanters | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Dragon Priest Lairs | Skyrim-Places-Nordic Ruins | Skyrim-Places-Safe | Skyrim-Places-The Reach | Skyrim-Places-Word Walls,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000160,OBJ-002117,Raldbthar,clearable_location,base_game,Skyrim,,The Pale,https://en.uesp.net/wiki/Skyrim:Raldbthar,SRC-000264,Skyrim-Places | Skyrim-Places-Clearable | Skyrim-Places-Cooking Pots | Skyrim-Places-Discoverable | Skyrim-Places-Dwarven Automaton Sites | Skyrim-Places-Dwarven Ruins | Skyrim-Places-Silver Veins | Skyrim-Places-Tanning Racks | Skyrim-Places-The Pale | Skyrim-Places-Workbenches,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000161,OBJ-002118,Rannveig's Fast,clearable_location,base_game,Skyrim,,Whiterun Hold,https://en.uesp.net/wiki/Skyrim:Rannveig's_Fast,SRC-000264,Skyrim-Places | Skyrim-Places-Alchemy Labs | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Nordic Ruins | Skyrim-Places-Safe | Skyrim-Places-Warlock Lairs | Skyrim-Places-Whiterun Hold | Skyrim-Places-Word Walls,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000162,OBJ-002119,Raven Rock Mine,clearable_location,dragonborn,Solstheim,Solstheim,,https://en.uesp.net/wiki/Skyrim:Raven_Rock_Mine,SRC-000264,Skyrim-Dragonborn-Places-Draugr Crypts | Skyrim-Places | Skyrim-Places-Alchemy Labs | Skyrim-Places-Arcane Enchanters | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Ebony Veins | Skyrim-Places-Grindstones | Skyrim-Places-Mines | Skyrim-Places-Raven Rock | Skyrim-Places-Smelters | Skyrim-Places-Solstheim | Skyrim-Places-Stalhrim Deposits | Skyrim-Places-Word Walls,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000163,OBJ-002120,Ravenscar Hollow,clearable_location,base_game,Skyrim,,Haafingar,https://en.uesp.net/wiki/Skyrim:Ravenscar_Hollow,SRC-000264,Skyrim-Places | Skyrim-Places-Caves | Skyrim-Places-Clearable | Skyrim-Places-Corundum Veins | Skyrim-Places-Discoverable | Skyrim-Places-Haafingar | Skyrim-Places-Hagraven Nests | Skyrim-Places-Iron Veins,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000164,OBJ-002121,Reachcliff Cave,clearable_location,base_game,Skyrim,,The Reach,https://en.uesp.net/wiki/Skyrim:Reachcliff_Cave,SRC-000264,Skyrim-Places | Skyrim-Places-Caves | Skyrim-Places-Clearable | Skyrim-Places-Daedric Shrines | Skyrim-Places-Discoverable | Skyrim-Places-Draugr Crypts | Skyrim-Places-Iron Veins | Skyrim-Places-Safe | Skyrim-Places-The Reach,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md | SN-000079-location-marker-gap-reconciliation.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation. TB-008C records duplicate marker coverage through Reachcliff Secret Entrance; this row remains the primary clearable completion unit."
LOC-000165,OBJ-002122,Reachwater Rock,clearable_location,base_game,Skyrim,,The Reach,https://en.uesp.net/wiki/Skyrim:Reachwater_Rock,SRC-000264,Skyrim-Places | Skyrim-Places-Caves | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Draugr Crypts | Skyrim-Places-Fishing Supplies | Skyrim-Places-Nordic Ruins | Skyrim-Places-Orichalcum Veins | Skyrim-Places-Safe | Skyrim-Places-The Reach,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000166,OBJ-002123,Rebel's Cairn,clearable_location,base_game,Skyrim,,The Reach,https://en.uesp.net/wiki/Skyrim:Rebel's_Cairn,SRC-000264,Skyrim-Places | Skyrim-Places-Caves | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Iron Veins | Skyrim-Places-The Reach,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000167,OBJ-002124,Red Eagle Redoubt,clearable_location,base_game,Skyrim,,The Reach,https://en.uesp.net/wiki/Skyrim:Red_Eagle_Redoubt,SRC-000264,Skyrim-Places | Skyrim-Places-Caves | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Forsworn Camps | Skyrim-Places-Iron Veins | Skyrim-Places-Silver Veins | Skyrim-Places-The Reach,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000168,OBJ-002125,Red Road Pass,clearable_location,base_game,Skyrim,,The Pale,https://en.uesp.net/wiki/Skyrim:Red_Road_Pass,SRC-000264,Skyrim-Places | Skyrim-Places-Clearable | Skyrim-Places-Discoverable | Skyrim-Places-Giant Camps | Skyrim-Places-The Pale,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000169,OBJ-002126,Redoran's Retreat,clearable_location,base_game,Skyrim,,Whiterun Hold,https://en.uesp.net/wiki/Skyrim:Redoran's_Retreat,SRC-000264,Skyrim-Places | Skyrim-Places-Bandit Camps | Skyrim-Places-Caves | Skyrim-Places-Clearable | Skyrim-Places-Cooking Pots | Skyrim-Places-Discoverable | Skyrim-Places-Whiterun Hold,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
LOC-000170,OBJ-002127,Redwater Den,clearable_location,dawnguard,Skyrim,,The Rift,https://en.uesp.net/wiki/Skyrim:Redwater_Den,SRC-000264,Skyrim-Dawnguard-Places | Skyrim-Places | Skyrim-Places-Alchemy Labs | Skyrim-Places-Arcane Enchanters | Skyrim-Places-Clearable | Skyrim-Places-Cooking Pots | Skyrim-Places-Discoverable | Skyrim-Places-Forges | Skyrim-Places-Gold Veins | Skyrim-Places-Grindstones | Skyrim-Places-Iron Veins | Skyrim-Places-Shacks | Skyrim-Places-The Rift | Skyrim-Places-Vampire Lairs | Skyrim-Places-Workbenches,source_lists_discoverable,source_lists_clearable,needs_validation,Exact boss or quest clear trigger pending per-location page validation.,unknown,unknown,unknown,Regional route clustering and shelter/rest/carry implications deferred to TB-019.,source_listed_candidate,SN-000077-clearable-location-inventory.md,"Source-listed clearable location from UESP category; per-location clear trigger, trophy behavior, bug handling, Survival Mode timing, and checklist mapping pending downstream validation."
