checklist_id,checklist_tab,checklist_entry,category,objective_id,matched_objective_name,exclusion_reason,source_note_refs,source_note_status,missing_source_refs,source_note_exclusion_match,guide_name_match,guide_exclusion_context_match,internal_checklist_coverage_row_count,internal_objective_coverage_row_count,audit_status,coverage_statuses,completion_statuses,guide_locations,recommended_action,notes
CHK-BOOKS-1912,Books,"Dwarves, v3",general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1913,Books,Dwemer History and Culture,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1914,Books,Dwemer Inquiries Vol I,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1915,Books,Dwemer Inquiries Vol II,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1916,Books,Dwemer Inquiries Vol III,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1917,Books,Effects of the Elder Scrolls,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1920,Books,Endrast's Journal,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1922,Books,Expedition Manifest,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1923,Books,Eydis's Journal (DB),general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1924,Books,Faded Diary,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1925,Books,Fall from Glory,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1926,Books,Fall of the Snow Prince,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1928,Books,Feyfolken I,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1929,Books,Feyfolken II,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1930,Books,Feyfolken III,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1931,Books,Final Lesson,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,Y,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1935,Books,Five Songs of King Wulfharth,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1936,Books,Flight from the Thalmor,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1937,Books,"Forge, Hammer and Anvil",general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1939,Books,"Frontier, Conquest",general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1940,Books,Galerion The Mystic,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1942,Books,Ghosts in the Storm,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1944,Books,Gods and Worship,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1945,Books,Great Harbingers,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1948,Books,Hajvarr's Journal,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1953,Books,Harvesting Frostbite Spider Venom,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1957,Books,Herbane's Bestiary: Automatons,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1958,Books,Herbane's Bestiary: Hagravens,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1959,Books,Herbane's Bestiary: Ice Wraiths,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1960,Books,"History of Raven Rock, Vol. I (DB)",general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1961,Books,"History of Raven Rock, Vol. II (DB)",general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1962,Books,"History of Raven Rock, Vol. III (DB)",general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1963,Books,Holdings of Jarl Gjalund,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1964,Books,Horker Attacks,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1966,Books,Hrodulf's Journal (DB),general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,Y,N,1,0,exclusion_row_covered,incidental_route_read,incidental_not_scope_requirement,Kolbjorn Excavation And Raven Rock West,none,
CHK-BOOKS-1967,Books,Hunter's Journal,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,Y,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1968,Books,Hunter's Journal,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,Y,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1970,Books,Ildari's Journal (DB),general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,Y,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1974,Books,Immortal Blood,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1975,Books,Imperial Report on Saarthal,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1978,Books,J'zhar's Journal,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1979,Books,Japhet's Journal,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1981,Books,Journal,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,Y,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1982,Books,Journal,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,Y,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1983,Books,Journal,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,Y,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1984,Books,Journal of Drokt,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1986,Books,Karan's Journal,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1987,Books,Katria's Journal (DG),general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,Y,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1988,Books,Killing - Before You're Killed,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1990,Books,Kodlak's Journal,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1991,Books,Kolb & the Dragon,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-1997,Books,Life of Uriel Septim VII,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-2000,Books,Lives of the Saints (DB),general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-2002,Books,Lu-ah's Journal,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-2003,Books,Lycanthropic Legends of Skyrim,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-2005,Books,Magic from the Sky,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-2010,Books,Markarth Home Decorating Guide,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-2011,Books,Medresi's Notes,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-2012,Books,Merchant's Journal,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-2013,Books,Merilar's Journal (DB),general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-2014,Books,Midden Incident Report,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,Y,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-2015,Books,Miner's Journal,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-2016,Books,Minorne (DG),general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,Y,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-2017,Books,Mixed Unit Tactics,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-2018,Books,Mysterious Akavir,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-2020,Books,"Mystery of Talara, v 1",general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-2023,Books,"Mystery of Talara, v5",general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-2024,Books,Mythic Dawn Commentaries 1,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-2025,Books,Mythic Dawn Commentaries 2,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-2026,Books,Mythic Dawn Commentaries 3,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-2027,Books,Mythic Dawn Commentaries 4,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-2028,Books,Myths of Sheogorath,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-2030,Books,Nchunak's Fire and Faith (DB),general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-2032,Books,Nerevar at Red Mountain (DB),general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-2033,Books,Nerevar Moon and Star,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-2035,Books,Nightingales: Fact or Fiction?,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-2036,Books,Nords Arise!,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-2037,Books,Nords of Skyrim,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-2039,Books,Notes On The Lunar Forge,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-2040,Books,Notes on Yngol Barrow,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-2042,Books,Ode To The Tundrastriders,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-2043,Books,Of Crossed Daggers,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-2044,Books,Of Fjori and Holgeir,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
CHK-BOOKS-2046,Books,Olaf and the Dragon,general_book,,,"TB-031A scope review excludes broad regular-book library collection from the required route. The required book/document scope remains skill books, spell tomes, Black Books, quest/AE books, and checklist-tracked unique books.",,no_refs,,N/A,N,N,1,0,exclusion_row_covered,explicit_exclusion_documented,excluded,Internal exclusion coverage,none,
