row_kind,record_id,name,objective_id,category,subcategory,route_placement,checklist_id,checklist_tab,mapping_type,exact_internal_coverage_rows,mapped_internal_coverage_rows,internal_coverage_statuses,internal_completion_statuses,internal_guide_locations,internal_guide_cues,guide_name_match,target_treatment,assignment_treatment,counter_treatment,boundary_treatment,fishing_treatment,work_action_treatment,trophy_treatment,no_reroll_treatment,hold_or_stage_treatment,route_resolution_treatment,exclusion_treatment,branch_treatment,audit_status,recommended_action,notes
radiant_counter_objective,OBJ-000404,Hearthfire Land Baron Trophy Set,OBJ-000404,trophy,hearthfire_trophy,main_route,,,,3,0,placed_in_guide | progressed | progressed_or_parked,complete_or_expected | progressed_or_conditional | progressed_or_staged,"Dawnstar, Pale Blade, And Heljarchen | Falkreath Land Lakeview Foundation And Glenmoril Coven | High Hrothgar Ustengrav Morthal And The Embassy",Land Baron 1 of 3 | Land Baron 1 or 2 of 3 depending on Lakeview state | [CHECKLIST: Trophy - Land Baron],Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000405,Hearthfire Architect Trophy Set,OBJ-000405,trophy,hearthfire_trophy,main_route,,,,1,0,hearthfire_trophy_supported,complete,Homes Household Services Pets And Mounts,Three Hearthfire houses built enough for Architect,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000406,Hearthfire Master Architect Trophy Set,OBJ-000406,trophy,hearthfire_trophy,main_route,,,,2,0,hearthfire_trophy_supported | progressed_not_complete,complete | in_progress,"Dawnstar, Pale Blade, And Heljarchen | Homes Household Services Pets And Mounts",Heljarchen foundation built; full construction later | Main Hall and three wings at all homesteads,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000409,Hearthfire Proud Parent Trophy Set,OBJ-000409,trophy,hearthfire_trophy,main_route,,,,1,0,adoption_trophy_supported,complete,Homes Household Services Pets And Mounts,Lucia and Sofie adopted to Tundra,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000412,Bandit Attack,OBJ-000412,radiant,hearthfire_property_defense,excluded,,,,1,0,excluded_unbounded_confirmed,excluded_unbounded,Homes Household Services Pets And Mounts,No forced Hearthfire random event,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,N,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000438,Kill the Bandit Leader,OBJ-000438,radiant,dragonborn_skaal_misc_radiant,main_route,,,,2,0,held_for_later | needs_route_resolution_added,NEEDS ROUTE RESOLUTION | held_for_controlled_random_target_block,"TB-038R order and delayed-task repair register | Temple Of Miraak, Skaal, And Stalhrim",Fanari bandit leader favor not started | NEEDS ROUTE RESOLUTION: OBJ-000438 Kill the Bandit Leader,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-000473,Dragonborn Outlander Trophy Set,OBJ-000473,trophy,dragonborn_trophy,main_route,,,,1,0,placed_in_guide,complete,"Solstheim Entry, Raven Rock Core, And Frostmoon Rings",Reached Solstheim by Northern Maiden,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000474,Dragon Aspect Trophy Set,OBJ-000474,trophy,dragonborn_trophy,main_route,,,,2,0,placed_in_guide,complete | in_progress,"Miraak Finale, Lost Knowledge, And Last Black Books | Solstheim Entry, Raven Rock Core, And Frostmoon Rings",All three Dragon Aspect words learned | Dragon Aspect progress started with Mul,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000475,Hidden Knowledge Trophy Set,OBJ-000475,trophy,dragonborn_trophy,main_route,,,,3,0,placed_in_guide | tracking_continued,complete | in_progress,"Kolbjorn Excavation And Raven Rock West | Miraak Finale, Lost Knowledge, And Last Black Books | Solstheim Entry, Raven Rock Core, And Frostmoon Rings",Hidden Knowledge complete by completed Black Books | Hidden Knowledge progress advanced with Filament and Filigree | Hidden Knowledge progress started with The Winds of Change,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,N,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000476,Stalhrim Crafter Trophy Set,OBJ-000476,trophy,dragonborn_trophy,main_route,,,,2,0,dependency_unlocked | needs_route_resolution_added,NEEDS ROUTE RESOLUTION | staged_for_smithing_80_ebony_smithing,"TB-038R order and delayed-task repair register | Temple Of Miraak, Skaal, And Stalhrim",NEEDS ROUTE RESOLUTION: OBJ-000476 Stalhrim Crafter Trophy Set | Stalhrim crafting knowledge unlocked after A New Source,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-000477,Dragonrider Trophy Set,OBJ-000477,trophy,dragonborn_trophy,main_route,,,,3,0,needs_route_resolution | needs_route_resolution_reaffirmed | tracking_started,NEEDS ROUTE RESOLUTION | in_progress_1_of_5 | needs_route_resolution,"Collectible Reconciliation | Final Reconciliation | Miraak Finale, Lost Knowledge, And Last Black Books",Dragonrider remains 1 of 5 after Sahrotaar | NEEDS ROUTE RESOLUTION Dragonrider four post-Sahrotaar rides | Sahrotaar ride recorded at 1 of 5,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-000478,Solstheim Explorer Trophy Set,OBJ-000478,trophy,dragonborn_trophy,main_route,,,,9,0,completed_in_guide | placed_in_guide | tb044_closed | tracking_continued,complete | in_progress,"Fahlbtharz, Deathbrand, And Karstaag | Kolbjorn Excavation And Raven Rock West | Miraak Finale, Lost Knowledge, And Last Black Books | Solstheim Entry, Raven Rock Core, And Frostmoon Rings | Tel Mithryn, Nchardak, And Kagrumez | Temple Of Miraak, Skaal, And Stalhrim | ... (7 total)",Resolved by TB-044 Solstheim Explorer 30-location checkpoint | Solstheim Explorer 30-location checkpoint completed | Solstheim location discovery progress started | Solstheim location progress continues through Raven Rock west and Kolbjorn loop | Solstheim location progress continues through Tel Mithryn Nchardak Sun Stone and Kagrumez | Solstheim location progress continues through Temple Skaal Saering Stones Northshore and Stalhrim Source | ... (9 total),Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,N,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-000909,Reader Trophy Skill Book Target,OBJ-000909,trophy,book_trophy,main_route,,,,1,0,completed_in_guide,complete,"Books, Spells, and Documents",Reader trophy appears after 50 unique skill books,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-001893,Collectible Set: Fishing Species and Special Catches,OBJ-001893,collectible,fishing_species_set,main_route,,,,2,0,needs_route_resolution | needs_route_resolution_reaffirmed,NEEDS ROUTE RESOLUTION | needs_route_resolution,Collectible Reconciliation | Final Reconciliation,Fishing species route unresolved | NEEDS ROUTE RESOLUTION Fishing species set,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-001894,Fishing Catch: Angelfish,OBJ-001894,collectible,fishing_species_member,main_route,,,,2,0,needs_route_resolution | needs_route_resolution_reaffirmed,NEEDS ROUTE RESOLUTION | needs_route_resolution,Collectible Reconciliation | Final Reconciliation,Angelfish route unresolved | NEEDS ROUTE RESOLUTION Fishing Catch species rows,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-001895,Fishing Catch: Angler,OBJ-001895,collectible,fishing_species_member,main_route,,,,2,0,needs_route_resolution | needs_route_resolution_reaffirmed,NEEDS ROUTE RESOLUTION | needs_route_resolution,Collectible Reconciliation | Final Reconciliation,Angler route unresolved | NEEDS ROUTE RESOLUTION Fishing Catch species rows,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-001896,Fishing Catch: Angler Larvae,OBJ-001896,collectible,fishing_species_member,main_route,,,,2,0,needs_route_resolution | needs_route_resolution_reaffirmed,NEEDS ROUTE RESOLUTION | needs_route_resolution,Collectible Reconciliation | Final Reconciliation,Angler Larvae route unresolved | NEEDS ROUTE RESOLUTION Fishing Catch species rows,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-001897,Fishing Catch: Arctic Char,OBJ-001897,collectible,fishing_species_member,main_route,,,,2,0,needs_route_resolution | needs_route_resolution_reaffirmed,NEEDS ROUTE RESOLUTION | needs_route_resolution,Collectible Reconciliation | Final Reconciliation,Arctic Char route unresolved | NEEDS ROUTE RESOLUTION Fishing Catch species rows,Y,N,N,N,N,Y,N,N,N,Y,Y,N,N,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-001898,Fishing Catch: Arctic Grayling,OBJ-001898,collectible,fishing_species_member,main_route,,,,2,0,needs_route_resolution | needs_route_resolution_reaffirmed,NEEDS ROUTE RESOLUTION | needs_route_resolution,Collectible Reconciliation | Final Reconciliation,Arctic Grayling route unresolved | NEEDS ROUTE RESOLUTION Fishing Catch species rows,Y,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-001899,Fishing Catch: Brook Bass,OBJ-001899,collectible,fishing_species_member,main_route,,,,2,0,needs_route_resolution | needs_route_resolution_reaffirmed,NEEDS ROUTE RESOLUTION | needs_route_resolution,Collectible Reconciliation | Final Reconciliation,Brook Bass route unresolved | NEEDS ROUTE RESOLUTION Fishing Catch species rows,Y,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-001900,Fishing Catch: Carp,OBJ-001900,collectible,fishing_species_member,main_route,,,,2,0,needs_route_resolution | needs_route_resolution_reaffirmed,NEEDS ROUTE RESOLUTION | needs_route_resolution,Collectible Reconciliation | Final Reconciliation,Carp route unresolved | NEEDS ROUTE RESOLUTION Fishing Catch species rows,Y,N,N,N,N,Y,N,N,N,Y,Y,N,N,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-001901,Fishing Catch: Catfish,OBJ-001901,collectible,fishing_species_member,main_route,,,,2,0,needs_route_resolution | needs_route_resolution_reaffirmed,NEEDS ROUTE RESOLUTION | needs_route_resolution,Collectible Reconciliation | Final Reconciliation,Catfish route unresolved | NEEDS ROUTE RESOLUTION Fishing Catch species rows,Y,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-001902,Fishing Catch: Cod,OBJ-001902,collectible,fishing_species_member,main_route,,,,2,0,needs_route_resolution | needs_route_resolution_reaffirmed,NEEDS ROUTE RESOLUTION | needs_route_resolution,Collectible Reconciliation | Final Reconciliation,Cod route unresolved | NEEDS ROUTE RESOLUTION Fishing Catch species rows,Y,N,N,N,N,Y,N,N,N,Y,Y,N,N,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-001903,Fishing Catch: Direfish,OBJ-001903,collectible,fishing_species_member,main_route,,,,2,0,needs_route_resolution | needs_route_resolution_reaffirmed,NEEDS ROUTE RESOLUTION | needs_route_resolution,Collectible Reconciliation | Final Reconciliation,Direfish route unresolved | NEEDS ROUTE RESOLUTION Fishing Catch species rows,Y,N,N,N,N,Y,N,N,N,Y,Y,N,N,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-001904,Fishing Catch: Glass Catfish,OBJ-001904,collectible,fishing_species_member,main_route,,,,2,0,needs_route_resolution | needs_route_resolution_reaffirmed,NEEDS ROUTE RESOLUTION | needs_route_resolution,Collectible Reconciliation | Final Reconciliation,Glass Catfish route unresolved | NEEDS ROUTE RESOLUTION Fishing Catch species rows,Y,N,N,N,N,Y,N,N,N,Y,Y,N,N,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-001905,Fishing Catch: Glassfish,OBJ-001905,collectible,fishing_species_member,main_route,,,,2,0,needs_route_resolution | needs_route_resolution_reaffirmed,NEEDS ROUTE RESOLUTION | needs_route_resolution,Collectible Reconciliation | Final Reconciliation,Glassfish route unresolved | NEEDS ROUTE RESOLUTION Fishing Catch species rows,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-001906,Fishing Catch: Goldfish,OBJ-001906,collectible,fishing_species_member,main_route,,,,2,0,needs_route_resolution | needs_route_resolution_reaffirmed,NEEDS ROUTE RESOLUTION | needs_route_resolution,Collectible Reconciliation | Final Reconciliation,Goldfish route unresolved | NEEDS ROUTE RESOLUTION Fishing Catch species rows,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-001907,Fishing Catch: Juvenile Mudcrab,OBJ-001907,collectible,fishing_species_member,main_route,,,,2,0,needs_route_resolution | needs_route_resolution_reaffirmed,NEEDS ROUTE RESOLUTION | needs_route_resolution,Collectible Reconciliation | Final Reconciliation,Juvenile Mudcrab route unresolved | NEEDS ROUTE RESOLUTION Fishing Catch species rows,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-001908,Fishing Catch: Lyretail Anthias,OBJ-001908,collectible,fishing_species_member,main_route,,,,2,0,needs_route_resolution | needs_route_resolution_reaffirmed,NEEDS ROUTE RESOLUTION | needs_route_resolution,Collectible Reconciliation | Final Reconciliation,Lyretail Anthias route unresolved | NEEDS ROUTE RESOLUTION Fishing Catch species rows,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-001909,Fishing Catch: Pearlfish,OBJ-001909,collectible,fishing_species_member,main_route,,,,2,0,needs_route_resolution | needs_route_resolution_reaffirmed,NEEDS ROUTE RESOLUTION | needs_route_resolution,Collectible Reconciliation | Final Reconciliation,NEEDS ROUTE RESOLUTION Fishing Catch species rows | Pearlfish route unresolved,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-001910,Fishing Catch: Pogfish,OBJ-001910,collectible,fishing_species_member,main_route,,,,2,0,needs_route_resolution | needs_route_resolution_reaffirmed,NEEDS ROUTE RESOLUTION | needs_route_resolution,Collectible Reconciliation | Final Reconciliation,NEEDS ROUTE RESOLUTION Fishing Catch species rows | Pogfish route unresolved,Y,N,N,N,N,Y,N,N,N,Y,Y,N,N,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-001911,Fishing Catch: Pygmy Sunfish,OBJ-001911,collectible,fishing_species_member,main_route,,,,2,0,needs_route_resolution | needs_route_resolution_reaffirmed,NEEDS ROUTE RESOLUTION | needs_route_resolution,Collectible Reconciliation | Final Reconciliation,NEEDS ROUTE RESOLUTION Fishing Catch species rows | Pygmy Sunfish route unresolved,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-001912,Fishing Catch: Scorpion Fish,OBJ-001912,collectible,fishing_species_member,main_route,,,,2,0,needs_route_resolution | needs_route_resolution_reaffirmed,NEEDS ROUTE RESOLUTION | needs_route_resolution,Collectible Reconciliation | Final Reconciliation,NEEDS ROUTE RESOLUTION Fishing Catch species rows | Scorpion Fish route unresolved,Y,N,N,N,N,Y,N,N,N,Y,Y,N,N,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-001913,Fishing Catch: Spadefish,OBJ-001913,collectible,fishing_species_member,main_route,,,,2,0,needs_route_resolution | needs_route_resolution_reaffirmed,NEEDS ROUTE RESOLUTION | needs_route_resolution,Collectible Reconciliation | Final Reconciliation,NEEDS ROUTE RESOLUTION Fishing Catch species rows | Spadefish route unresolved,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-001914,Fishing Catch: Tripod Spiderfish,OBJ-001914,collectible,fishing_species_member,main_route,,,,2,0,needs_route_resolution | needs_route_resolution_reaffirmed,NEEDS ROUTE RESOLUTION | needs_route_resolution,Collectible Reconciliation | Final Reconciliation,NEEDS ROUTE RESOLUTION Fishing Catch species rows | Tripod Spiderfish route unresolved,Y,N,N,N,N,Y,N,N,N,Y,Y,N,N,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-001915,Fishing Catch: Vampire Fish,OBJ-001915,collectible,fishing_species_member,main_route,,,,2,0,needs_route_resolution | needs_route_resolution_reaffirmed,NEEDS ROUTE RESOLUTION | needs_route_resolution,Collectible Reconciliation | Final Reconciliation,NEEDS ROUTE RESOLUTION Fishing Catch species rows | Vampire Fish route unresolved,Y,N,N,N,N,Y,N,N,N,Y,Y,N,N,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-001916,Fishing Catch: Emperor Crab Guardian Spirit,OBJ-001916,collectible,fishing_special_catch_member,main_route,,,,2,0,needs_route_resolution | needs_route_resolution_reaffirmed,NEEDS ROUTE RESOLUTION | needs_route_resolution,Collectible Reconciliation | Final Reconciliation,Emperor Crab Guardian Spirit route unresolved | NEEDS ROUTE RESOLUTION Fishing Catch species rows,Y,N,N,Y,N,Y,N,N,N,Y,Y,N,N,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-001917,Fishing Catch: Fangtusk,OBJ-001917,collectible,fishing_special_catch_member,main_route,,,,2,0,needs_route_resolution | needs_route_resolution_reaffirmed,NEEDS ROUTE RESOLUTION | needs_route_resolution,Collectible Reconciliation | Final Reconciliation,Fangtusk route unresolved | NEEDS ROUTE RESOLUTION Fishing Catch species rows,Y,Y,N,Y,N,Y,N,N,N,Y,Y,Y,N,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-001918,Fishing Catch: Snippy,OBJ-001918,collectible,fishing_special_catch_member,main_route,,,,2,0,needs_route_resolution | needs_route_resolution_reaffirmed,NEEDS ROUTE RESOLUTION | needs_route_resolution,Collectible Reconciliation | Final Reconciliation,NEEDS ROUTE RESOLUTION Fishing Catch species rows | Snippy route unresolved,Y,N,N,Y,N,Y,N,N,N,Y,Y,N,N,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-002465,Skill Master Trophy Set,OBJ-002465,trophy,skill_trophy,main_route,,,,1,0,skill_master_observed_or_confirmed,complete_once_any_skill_hits_100,All-Perks Loop,Confirm Skill Master trophy condition,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-002751,Artificer Trophy Set,OBJ-002751,trophy,crafting_trophy,main_route,,,,2,0,audited_not_routed_here | completed_or_confirmed_now,complete | staged_for_exact_crafting_bundle,"Crafting, Enchanting, Alchemy, and Investments | Guardian Stones Cache And Whiterun Farm Loop",Artificer staged | Enchant one disposable item after earlier smithing and potion crafts,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-002752,Hard Worker Trophy Set,OBJ-002752,trophy,crafting_activity_trophy,main_route,,,,7,0,completed_now | confirmed_complete | counter_advanced | counter_still_in_progress | first_action_completed | staged_for_next_actions,complete | in_progress | staged_for_mr003_and_later_actions,"Crafting, Enchanting, Alchemy, and Investments | First Day In Whiterun | Guardian Stones Cache And Whiterun Farm Loop | Halted Stream And Silent Moons Level Gate | Helgen Riverwood And First Survival Loop | Riften Thaneship Frost And Rift Roads | ... (7 total)","Activity - Mine ore vein; Trophy - Hard Worker | Hard Worker mining action done | Hard Worker tracking staged | Hard Worker wood chopped 1 of 3 | Hard Worker wood chopped and food cooked 2 of 3 | Wood chopped, food cooked, and ore mined",Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-002762,Chop Wood Representative Activity,OBJ-002762,radiant,no_journal_activity_radiant,main_route,,,,8,0,completed_now | hert_help_completed_after_representative | local_variant_completed | progressed_in_guide | temba_variant_completed_after_representative | tool_access_staged_for_mr003,complete | complete_or_already_represented | staged_for_mr003_completion | variant_complete,Falkreath Land Lakeview Foundation And Glenmoril Coven | First Brotherhood Contracts And Muiri's Revenge | First Day In Whiterun | Helgen Riverwood And First Survival Loop | High Hrothgar Ustengrav Morthal And The Embassy | Solitude Coast Dragon Bridge Wild Horse And Wolfskull | ... (8 total),Activity - Chop Wood for Hert | Activity - Chop Wood for Hulda | Activity - Chop Wood for Temba | Woodcutter axe acquired for Whiterun chop wood | [CHECKLIST: Activity - Chop Wood for Horgeir] | [CHECKLIST: Activity - Chop Wood for Jorgen] | ... (8 total),Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-002763,Gather Wheat Representative Activity,OBJ-002763,radiant,no_journal_activity_radiant,main_route,,,,8,0,advanced_in_guide | already_completed_not_repeated | boti_variant_completed_after_representative | completed_now | local_variant_completed | mathies_help_completed_after_representative | ... (7 total),complete | complete_for_three_windhelm_entries | complete_from_mr006 | complete_or_already_represented | variant_complete,Falkreath Land Lakeview Foundation And Glenmoril Coven | Goldenhills Farm And Rorikstead | Guardian Stones Cache And Whiterun Farm Loop | Markarth Nchuand-Zel And Old Hroldan | Solitude Coast Dragon Bridge Wild Horse And Wolfskull | Solitude Coast Wild Horse And Wolfskull | ... (8 total),Activity - Sell crops to Alfhild Battle-Born | Activity - Sell crops to Boti | Activity - Sell crops to Mathies | Activity - Sell potatoes to Vigdis Salvius | Rorikstead crop sales not repeated | [CHECKLIST: Activity - Gather crops for Azzada Lylvieve] | ... (8 total),Y,N,Y,Y,N,Y,Y,N,N,Y,N,N,N,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-002764,Mine Ore Representative Activity,OBJ-002764,radiant,no_journal_activity_radiant,main_route,,,,11,0,completed_now | local_variant_completed | not_completed_here | placed_in_guide | progressed_in_guide | progressed_now | ... (7 total),complete | complete_or_already_represented | complete_specific_variant | in_progress | staged_for_later_mine_and_paid_turnin | staged_for_later_paid_ore_turnin,"Bards College Lost Library And Instrument Roads | Dawnstar, Pale Blade, And Heljarchen | Fort Dawnguard Recruits Prophet And Lost Relics | Guardian Stones Cache And Whiterun Farm Loop | Halted Stream And Silent Moons Level Gate | High Hrothgar Ustengrav Morthal And The Embassy | ... (11 total)",Activity - Mine Ore for Grogmar | Activity - Mine iron ore for Skaggi Scar-Face | Activity - Mine ore vein | Mine ore representative activity deferred | Mor Khazgur ore sold | [CHECKLIST: Activity - Mine ore for Beitild] | ... (10 total),Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-002765,Fight! Fight! Representative Brawl,OBJ-002765,radiant,no_journal_brawl_radiant,main_route,,,,3,0,completed_now | local_variant_completed | placed_in_guide,complete | complete_or_already_represented | complete_specific_variant,First Day In Whiterun | Fort Dawnguard Recruits Prophet And Lost Relics | High Hrothgar Ustengrav Morthal And The Embassy,Favor - Uthgerd brawl | Larak brawl won | [CHECKLIST: Quest - Fight! Fight!: Benor],Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-002766,Quest all Beggars Have Representative Favor,OBJ-002766,radiant,no_journal_favor_radiant,main_route,,,,3,0,completed_now | narfi_variant_completed_after_representative | option_advanced,complete | complete_or_already_represented | representative_already_complete_option_unlocked_if_available,First Day In Whiterun | Southern Warm Corridor | Windhelm Murder Investigation And White Phial,Angrenor Once-Honored donation if dialogue available | Favor - Brenuin beggar gift | Favor - Narfi beggar gift,Y,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-002767,Quest all Drunks Have Representative Favor,OBJ-002767,radiant,no_journal_favor_radiant,main_route,,,,3,0,completed_now | placed_in_guide | retrospectively_placed_in_guide,complete,"Bards College, Lost Library, And Instrument Roads | Dawnstar, Pale Blade, And Heljarchen | Helgen Riverwood And First Survival Loop",Favor - Embry drink favor | [CHECKLIST: Favor - Quest all Drunks Have: Ranmir] | [CHECKLIST: Quest - Quest all Drunks Have: Karl],Y,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-002773,Thief Trophy Set,OBJ-002773,trophy,general_trophy,main_route,,,,1,0,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items,NEEDS ROUTE RESOLUTION: OBJ-002773 Thief Trophy Set,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-002774,Snake Tongue Trophy Set,OBJ-002774,trophy,general_trophy,main_route,,,,3,0,conditional_persuade_slot | counter_advanced_if_successful | needs_route_resolution_added,NEEDS ROUTE RESOLUTION | conditional_in_progress_else_later | in_progress,First Day In Whiterun | First Riften Visit And Guild Doorway | TB-038R order and delayed-task repair register,NEEDS ROUTE RESOLUTION: OBJ-002774 Snake Tongue Trophy Set | Snake Tongue Persuade 1 of 3 if Mikael persuade succeeds | Snake Tongue Persuade or Bribe success,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
radiant_counter_objective,OBJ-002775,Citizen Trophy Set,OBJ-002775,trophy,general_trophy,main_route,,,,4,0,complete_already_or_by_breezehome | conditional_completed_now | not_completed_here,complete | complete_if_first_home | staged_for_first_house_purchase,Guardian Stones Cache And Whiterun Farm Loop | Riften Thaneship Frost And Rift Roads | Saadia First Horse And Western Road Support | Whiterun Property Western Caves Gray-Mane Rescue And Onmund,Citizen trophy staged | First legal city house purchase is complete | Trophy - Citizen,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,radiant_counter_objective_covered,none,
radiant_counter_objective,OBJ-002776,Wanted Trophy Set,OBJ-002776,trophy,general_trophy,main_route,,,,1,0,trophy_branch_covered,branch_complete_then_reloaded,Master Criminal Trophy Branch,Wanted trophy condition covered during Master Criminal branch,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,radiant_counter_objective_route_resolution_recorded,none_existing_route_resolution,
