audit_area,check_id,source_file,source_section,row_label,check_type,branch_id,hard_save,guide_locations,audit_status,recommended_action,evidence,notes
existing_branch_audit,TB041-EXISTING-OBJ-000094,data/guide-coverage/main-guide-v1-branch-audit.csv,BR-001 Stormcloak Civil War,The Battle for Fort Sungard (Stormcloaks),branch_objective,BR-001,HS-CW-BEFORE-FACTION-OATH,Civil War Stormcloak Branch,pass_existing_branch_audit_row,none,Existing branch audit status branch_objective_covered; coverage branch_experienced; completion branch_complete.,
existing_branch_audit,TB041-EXISTING-OBJ-000095,data/guide-coverage/main-guide-v1-branch-audit.csv,BR-001 Stormcloak Civil War,A False Front (Stormcloaks),branch_objective,BR-001,HS-CW-BEFORE-FACTION-OATH,Civil War Stormcloak Branch,pass_existing_branch_audit_row,none,Existing branch audit status branch_objective_covered; coverage branch_experienced; completion branch_complete.,
existing_branch_audit,TB041-EXISTING-OBJ-000096,data/guide-coverage/main-guide-v1-branch-audit.csv,BR-001 Stormcloak Civil War,The Battle for Fort Snowhawk (Stormcloaks),branch_objective,BR-001,HS-CW-BEFORE-FACTION-OATH,Civil War Stormcloak Branch,pass_existing_branch_audit_row,none,Existing branch audit status branch_objective_covered; coverage branch_experienced; completion branch_complete.,
existing_branch_audit,TB041-EXISTING-OBJ-000097,data/guide-coverage/main-guide-v1-branch-audit.csv,BR-001 Stormcloak Civil War,The Battle for Fort Dunstad (Stormcloaks),branch_objective,BR-001,HS-CW-BEFORE-FACTION-OATH,Civil War Stormcloak Branch,pass_existing_branch_audit_row,none,Existing branch audit status branch_objective_conditionally_not_applicable; coverage conditional_not_routed; completion not_applicable_no_treaty_branch.,Conditional Stormcloak treaty-only branch row is represented as not applicable for the no-treaty route.
existing_branch_audit,TB041-EXISTING-OBJ-000098,data/guide-coverage/main-guide-v1-branch-audit.csv,BR-001 Stormcloak Civil War,The Battle for Fort Kastav,branch_objective,BR-001,HS-CW-BEFORE-FACTION-OATH,Civil War Stormcloak Branch,pass_existing_branch_audit_row,none,Existing branch audit status branch_objective_conditionally_not_applicable; coverage conditional_not_routed; completion not_applicable_no_treaty_branch.,Conditional Stormcloak treaty-only branch row is represented as not applicable for the no-treaty route.
existing_branch_audit,TB041-EXISTING-OBJ-000099,data/guide-coverage/main-guide-v1-branch-audit.csv,BR-001 Stormcloak Civil War,The Battle for Fort Greenwall (Stormcloaks),branch_objective,BR-001,HS-CW-BEFORE-FACTION-OATH,Civil War Stormcloak Branch,pass_existing_branch_audit_row,none,Existing branch audit status branch_objective_conditionally_not_applicable; coverage conditional_not_routed; completion not_applicable_no_treaty_branch.,Conditional Stormcloak treaty-only branch row is represented as not applicable for the no-treaty route.
existing_branch_audit,TB041-EXISTING-OBJ-000100,data/guide-coverage/main-guide-v1-branch-audit.csv,BR-001 Stormcloak Civil War,The Battle for Fort Hraggstad,branch_objective,BR-001,HS-CW-BEFORE-FACTION-OATH,Civil War Stormcloak Branch,pass_existing_branch_audit_row,none,Existing branch audit status branch_objective_covered; coverage branch_experienced; completion branch_complete.,
existing_branch_audit,TB041-EXISTING-OBJ-000101,data/guide-coverage/main-guide-v1-branch-audit.csv,BR-001 Stormcloak Civil War,Battle for Solitude,branch_objective,BR-001,HS-CW-BEFORE-FACTION-OATH,Civil War Stormcloak Branch,pass_existing_branch_audit_row,none,Existing branch audit status branch_objective_covered; coverage branch_experienced; completion branch_complete.,
existing_branch_audit,TB041-EXISTING-OBJ-000356,data/guide-coverage/main-guide-v1-branch-audit.csv,BR-002 Volkihar,The Bloodstone Chalice,branch_objective,BR-002,HS-DG-BLOODLINE,Dawnguard Fork And Volkihar Branch | Volkihar Finale Branch Continuation,pass_existing_branch_audit_row,none,Existing branch audit status branch_objective_covered; coverage placed_in_branch_guide | replayed_branch_prereq; completion branch_complete_reloaded | branch_replayed.,
existing_branch_audit,TB041-EXISTING-OBJ-000357,data/guide-coverage/main-guide-v1-branch-audit.csv,BR-002 Volkihar,Prophet (Vampire),branch_objective,BR-002,HS-DG-BLOODLINE,Dawnguard Fork And Volkihar Branch | Volkihar Finale Branch Continuation,pass_existing_branch_audit_row,none,Existing branch audit status branch_objective_covered; coverage placed_in_branch_guide | replayed_branch_prereq; completion branch_complete_reloaded | branch_replayed.,
existing_branch_audit,TB041-EXISTING-OBJ-000374,data/guide-coverage/main-guide-v1-branch-audit.csv,BR-002 Volkihar,Amulets of Night Power,branch_objective,BR-002,HS-DG-BLOODLINE,Dawnguard Fork And Volkihar Branch,pass_existing_branch_audit_row,none,Existing branch audit status branch_objective_covered; coverage placed_in_branch_guide; completion branch_complete_reloaded.,
existing_branch_audit,TB041-EXISTING-OBJ-000375,data/guide-coverage/main-guide-v1-branch-audit.csv,BR-002 Volkihar,Ancient Power,branch_objective,BR-002,HS-DG-BLOODLINE,Dawnguard Fork And Volkihar Branch,pass_existing_branch_audit_row,none,Existing branch audit status branch_objective_covered; coverage placed_in_branch_guide; completion branch_complete_reloaded.,
existing_branch_audit,TB041-EXISTING-OBJ-000376,data/guide-coverage/main-guide-v1-branch-audit.csv,BR-002 Volkihar,Culling the Beast,branch_objective,BR-002,HS-DG-BLOODLINE,Dawnguard Fork And Volkihar Branch,pass_existing_branch_audit_row,none,Existing branch audit status branch_objective_covered; coverage placed_in_branch_guide; completion branch_complete_reloaded.,
existing_branch_audit,TB041-EXISTING-OBJ-000377,data/guide-coverage/main-guide-v1-branch-audit.csv,BR-002 Volkihar,Deceiving the Herd,branch_objective,BR-002,HS-DG-BLOODLINE,Dawnguard Fork And Volkihar Branch,pass_existing_branch_audit_row,none,Existing branch audit status branch_objective_covered; coverage placed_in_branch_guide; completion branch_complete_reloaded.,
existing_branch_audit,TB041-EXISTING-OBJ-000378,data/guide-coverage/main-guide-v1-branch-audit.csv,BR-002 Volkihar,Destroying the Dawnguard,branch_objective,BR-002,HS-DG-BLOODLINE,Dawnguard Fork And Volkihar Branch | Volkihar Finale Branch Continuation,pass_existing_branch_audit_row,none,Existing branch audit status branch_objective_covered; coverage placed_in_guide | staged_branch_continuation; completion branch_complete | staged_for_volkihar_finale_branch_continuation.,
existing_branch_audit,TB041-EXISTING-OBJ-000379,data/guide-coverage/main-guide-v1-branch-audit.csv,BR-002 Volkihar,The Gift,branch_objective,BR-002,HS-DG-BLOODLINE,Dawnguard Fork And Volkihar Branch,pass_existing_branch_audit_row,none,Existing branch audit status branch_objective_covered; coverage placed_in_branch_guide; completion branch_complete_reloaded.,
existing_branch_audit,TB041-EXISTING-OBJ-000380,data/guide-coverage/main-guide-v1-branch-audit.csv,BR-002 Volkihar,The Hunt,branch_objective,BR-002,HS-DG-BLOODLINE,Dawnguard Fork And Volkihar Branch,pass_existing_branch_audit_row,none,Existing branch audit status branch_objective_covered; coverage placed_in_branch_guide; completion branch_complete_reloaded.,
existing_branch_audit,TB041-EXISTING-OBJ-000381,data/guide-coverage/main-guide-v1-branch-audit.csv,BR-002 Volkihar,New Allegiances,branch_objective,BR-002,HS-DG-BLOODLINE,Dawnguard Fork And Volkihar Branch,pass_existing_branch_audit_row,none,Existing branch audit status branch_objective_covered; coverage placed_in_branch_guide; completion branch_complete_reloaded.,
existing_branch_audit,TB041-EXISTING-OBJ-000382,data/guide-coverage/main-guide-v1-branch-audit.csv,BR-002 Volkihar,Protecting the Bloodline,branch_objective,BR-002,HS-DG-BLOODLINE,Dawnguard Fork And Volkihar Branch,pass_existing_branch_audit_row,none,Existing branch audit status branch_objective_covered; coverage placed_in_branch_guide; completion branch_complete_reloaded.,
existing_branch_audit,TB041-EXISTING-OBJ-000383,data/guide-coverage/main-guide-v1-branch-audit.csv,BR-002 Volkihar,Rings of Blood Magic,branch_objective,BR-002,HS-DG-BLOODLINE,Dawnguard Fork And Volkihar Branch,pass_existing_branch_audit_row,none,Existing branch audit status branch_objective_covered; coverage placed_in_branch_guide; completion branch_complete_reloaded.,
existing_branch_audit,TB041-EXISTING-OBJ-000454,data/guide-coverage/main-guide-v1-branch-audit.csv,BR-006 Thirsk Riekling,The Chief of Thirsk Hall,branch_objective,BR-006,HS-DRAGONBORN-THIRSK-CHOICE,"Vahlok's Tomb, Riekling Roads, And Thirsk",pass_existing_branch_audit_row,none,Existing branch audit status branch_objective_covered; coverage branch_route; completion branch_experienced_then_reloaded.,
existing_branch_audit,TB041-EXISTING-OBJ-000574,data/guide-coverage/main-guide-v1-branch-audit.csv,BR-008A Bittercup Power,The Pit,branch_objective,BR-008,HS-AE-BITTERCUP-ALTAR,"Bittercup, The Pit, And Fortunate Son",pass_existing_branch_audit_row,none,Existing branch audit status branch_objective_covered; coverage branch_handled; completion branch_experienced.,
existing_branch_audit,TB041-EXISTING-OBJ-001555,data/guide-coverage/main-guide-v1-branch-audit.csv,BR-010 Rueful Axe,Artifact: The Rueful Axe,branch_objective,BR-010,HS-DAEDRIC-CLAVICUS,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,pass_existing_branch_audit_row,none,Existing branch audit status branch_objective_covered; coverage branch_reward_represented; completion branch_experienced_reloaded.,
existing_branch_audit,TB041-EXISTING-OBJ-001565,data/guide-coverage/main-guide-v1-branch-audit.csv,BR-015 Aetherial Staff,Artifact: Aetherial Staff,branch_objective,BR-015,HS-AETHERIUM-FORGE,Arkngthamz And The First Aetherium Shards | College Errands Arniel Septimus And Aetherium | Mzulft And The Winterhold Crisis,pass_existing_branch_audit_row,none,Existing branch audit status branch_objective_covered; coverage branch_deferred | branch_placed_in_guide | branch_reward_held; completion branch_complete | staged_for_branch_reward | staged_for_hs_aetherium_forge_branch.,
existing_branch_audit,TB041-EXISTING-OBJ-001581,data/guide-coverage/main-guide-v1-branch-audit.csv,BR-011 Savior's Hide,Artifact: Savior's Hide,branch_objective,BR-011,HS-DAEDRIC-HIRCINE-GROTTO,Hircine And Bloated Man's Grotto,pass_existing_branch_audit_row,none,Existing branch audit status branch_objective_covered; coverage branch_completed_then_reloaded; completion branch_experienced_reloaded.,
existing_branch_audit,TB041-EXISTING-OBJ-001585,data/guide-coverage/main-guide-v1-branch-audit.csv,BR-015 Aetherial Shield,Artifact: Aetherial Shield,branch_objective,BR-015,HS-AETHERIUM-FORGE,Arkngthamz And The First Aetherium Shards | College Errands Arniel Septimus And Aetherium | Mzulft And The Winterhold Crisis,pass_existing_branch_audit_row,none,Existing branch audit status branch_objective_covered; coverage branch_deferred | branch_placed_in_guide | branch_reward_held; completion branch_complete | staged_for_branch_reward | staged_for_hs_aetherium_forge_branch.,
existing_branch_audit,TB041-EXISTING-OBJ-001612,data/guide-coverage/main-guide-v1-branch-audit.csv,BR-009 Azura's Star,Artifact: Azura's Star,branch_objective,BR-009,HS-DAEDRIC-BLACK-STAR,The Black Star and Ilinalta's Deep,pass_existing_branch_audit_row,none,Existing branch audit status branch_objective_covered; coverage branch_route_completed | tb044_closed; completion branch_complete | complete.,
existing_branch_audit,TB041-EXISTING-OBJ-001716,data/guide-coverage/main-guide-v1-branch-audit.csv,BR-002 Volkihar,Unique Item: Amulet of Bats,branch_objective,BR-002,HS-DG-BLOODLINE,Dawnguard Fork And Volkihar Branch,pass_existing_branch_audit_row,none,Existing branch audit status branch_objective_covered; coverage placed_in_branch_guide; completion branch_complete_reloaded.,
existing_branch_audit,TB041-EXISTING-OBJ-001717,data/guide-coverage/main-guide-v1-branch-audit.csv,BR-002 Volkihar,Unique Item: Amulet of The Gargoyle,branch_objective,BR-002,HS-DG-BLOODLINE,Dawnguard Fork And Volkihar Branch,pass_existing_branch_audit_row,none,Existing branch audit status branch_objective_covered; coverage placed_in_branch_guide; completion branch_complete_reloaded.,
existing_branch_audit,TB041-EXISTING-OBJ-001736,data/guide-coverage/main-guide-v1-branch-audit.csv,BR-002 Volkihar,Unique Item: Ring of The Beast,branch_objective,BR-002,HS-DG-BLOODLINE,Dawnguard Fork And Volkihar Branch,pass_existing_branch_audit_row,none,Existing branch audit status branch_objective_covered; coverage placed_in_branch_guide; completion branch_complete_reloaded.,
existing_branch_audit,TB041-EXISTING-OBJ-001737,data/guide-coverage/main-guide-v1-branch-audit.csv,BR-002 Volkihar,Unique Item: Ring of the Erudite,branch_objective,BR-002,HS-DG-BLOODLINE,Dawnguard Fork And Volkihar Branch,pass_existing_branch_audit_row,none,Existing branch audit status branch_objective_covered; coverage placed_in_branch_guide; completion branch_complete_reloaded.,
existing_branch_audit,TB041-EXISTING-OBJ-002777,data/guide-coverage/main-guide-v1-branch-audit.csv,BR-005 Master Criminal Trophy,Master Criminal Trophy Set,branch_objective,BR-005,HS-TROPHY-MASTER-CRIMINAL,Master Criminal Trophy Branch,pass_existing_branch_audit_row,none,Existing branch audit status branch_objective_covered; coverage trophy_branch_completed; completion branch_complete_then_reloaded.,
existing_branch_audit,TB041-EXISTING-OBJ-002785,data/guide-coverage/main-guide-v1-branch-audit.csv,BR-004 Paarthurnax / Blades,Rebuilding the Blades,branch_objective,BR-004,HS-MQ-PAARTHURNAX,Blades Research Blackreach And The Fallen | Karthspire Sky Haven And Dragonbane | Main Quest Staging Before Sky Haven | Paarthurnax And Blades Branch,pass_existing_branch_audit_row,none,Existing branch audit status branch_objective_resolved_by_main_continuity; coverage audited_not_started_here | not_duplicated_here | not_started_here | placed_in_guide; completion complete | complete_in_mr043 | staged_for_blades_branch_or_pre_elder_scroll_policy | staged_for_paarthurnax_blades_branch.,Blades checklist branch row is already completed on main continuity before the Paarthurnax lockout.
existing_branch_audit,TB041-EXISTING-OBJ-002786,data/guide-coverage/main-guide-v1-branch-audit.csv,BR-004 Paarthurnax / Blades,Dragon Hunting,branch_objective,BR-004,HS-MQ-PAARTHURNAX,Blades Research Blackreach And The Fallen | Karthspire Sky Haven And Dragonbane | Paarthurnax And Blades Branch,pass_existing_branch_audit_row,none,Existing branch audit status branch_objective_resolved_by_main_continuity; coverage audited_not_started_here | not_duplicated_here | placed_in_guide; completion complete | complete_in_mr043 | staged_for_blades_branch_or_pre_elder_scroll_policy.,Blades checklist branch row is already completed on main continuity before the Paarthurnax lockout.
guide_branch_cues,TB041-GUIDE-L0362,drafts/final-guide/main-guide-v1.md,Hircine and Bloated Man's Grotto,"11. Branch route: enter Bloated Man's Grotto from the hard save, speak to the dying hunter if he is still alive, then fi",guide_branch_route_cue,,HS-DAEDRIC-HIRCINE-GROTTO,Hircine and Bloated Man's Grotto,pass_branch_cue_has_save_and_reload,none,Branch cue appears in a section with explicit save and reload instructions.,TB-041 guide-local scan checks branch-route prose for continuity protection cues; it does not add gameplay facts.
guide_branch_cues,TB041-GUIDE-L0454,drafts/final-guide/main-guide-v1.md,"Goldenglow, Honningbrew, Solitude, and Snow Veil","38. Branch route: from the hard save, kill Gulum-Ei, take and read Gulum-Ei's Confession. Do not continue from this bran",guide_branch_route_cue,,HS-TG-GULUM-EI-CONFESSION,"Goldenglow, Honningbrew, Solitude, and Snow Veil",pass_branch_cue_has_save_and_reload,none,Branch cue appears in a section with explicit save and reload instructions.,TB-041 guide-local scan checks branch-route prose for continuity protection cues; it does not add gameplay facts.
guide_branch_cues,TB041-GUIDE-L0645,drafts/final-guide/main-guide-v1.md,"Markarth Prison, Daedric Rites, and Reach Redoubts","46. BRANCH ROUTE: from `HS-DAEDRIC-NAMIRA-FEAST`, kill Eola at the feast, save Verulus, fight the hostile guests, record",guide_branch_route_cue,,HS-DAEDRIC-NAMIRA-FEAST; HS-MARKARTH-CIDHNA-ARREST; HS-MOLAG-LOGROLF-FREED,"Markarth Prison, Daedric Rites, and Reach Redoubts",pass_branch_cue_has_save_and_reload,none,Branch cue appears in a section with explicit save and reload instructions.,TB-041 guide-local scan checks branch-route prose for continuity protection cues; it does not add gameplay facts.
guide_branch_cues,TB041-GUIDE-L1240,drafts/final-guide/main-guide-v1.md,The Black Star and Ilinalta's Deep,"6. Branch route first: return to Aranea at the Shrine of Azura, give her the Broken Star, enter the Star through Azura, ",guide_branch_route_cue,,HS-DAEDRIC-BLACK-STAR,The Black Star and Ilinalta's Deep,pass_branch_cue_has_save_and_reload,none,Branch cue appears in a section with explicit save and reload instructions.,TB-041 guide-local scan checks branch-route prose for continuity protection cues; it does not add gameplay facts.
guide_branch_cues,TB041-GUIDE-L1404,drafts/final-guide/main-guide-v1.md,"College Errands, Arniel, Septimus, and Aetherium","14. BRANCH ROUTE: craft the Aetherial Staff with the Aetherium Crest, two Dwarven Metal Ingots, one Gold Ingot, and two ",guide_branch_route_cue,,HS-AETHERIUM-FORGE,"College Errands, Arniel, Septimus, and Aetherium",pass_branch_cue_has_save_and_reload,none,Branch cue appears in a section with explicit save and reload instructions.,TB-041 guide-local scan checks branch-route prose for continuity protection cues; it does not add gameplay facts.
guide_branch_cues,TB041-GUIDE-L1405,drafts/final-guide/main-guide-v1.md,"College Errands, Arniel, Septimus, and Aetherium","15. BRANCH ROUTE: craft the Aetherial Shield with the Aetherium Crest, four Dwarven Metal Ingots, and two Refined Malach",guide_branch_route_cue,,HS-AETHERIUM-FORGE,"College Errands, Arniel, Septimus, and Aetherium",pass_branch_cue_has_save_and_reload,none,Branch cue appears in a section with explicit save and reload instructions.,TB-041 guide-local scan checks branch-route prose for continuity protection cues; it does not add gameplay facts.
guide_branch_cues,TB041-GUIDE-L1690,drafts/final-guide/main-guide-v1.md,Paarthurnax and Blades Branch,"2. BRANCH ROUTE: travel to the Throat of the World and kill Paarthurnax. Treat any dragon soul, bones, scales, or other ",guide_branch_route_cue,,HS-MQ-PAARTHURNAX,Paarthurnax and Blades Branch,pass_branch_cue_has_save_and_reload,none,Branch cue appears in a section with explicit save and reload instructions.,TB-041 guide-local scan checks branch-route prose for continuity protection cues; it does not add gameplay facts.
guide_branch_cues,TB041-GUIDE-L1711,drafts/final-guide/main-guide-v1.md,Dawnguard Fork and Volkihar Branch,"11. BRANCH ROUTE: accept Harkon's gift. Treat Vampire Lord, Volkihar membership, any lycanthropy cure, Volkihar services",guide_branch_route_cue,,HS-DG-BLOODLINE,Dawnguard Fork and Volkihar Branch,pass_branch_cue_has_save_and_reload,none,Branch cue appears in a section with explicit save and reload instructions.,TB-041 guide-local scan checks branch-route prose for continuity protection cues; it does not add gameplay facts.
guide_branch_cues,TB041-GUIDE-L1845,drafts/final-guide/main-guide-v1.md,Volkihar Finale Branch Continuation,"2. Load `HARD SAVE: HS-DG-BLOODLINE`. BRANCH ROUTE: accept Harkon's gift, complete the Vampire Lord tutorial enough to r",guide_branch_route_cue,,HS-DG-BLOODLINE; HS-DG-MAIN-RETURN,Volkihar Finale Branch Continuation,pass_branch_cue_has_save_and_reload,none,Branch cue appears in a section with explicit save and reload instructions.,TB-041 guide-local scan checks branch-route prose for continuity protection cues; it does not add gameplay facts.
guide_branch_cues,TB041-GUIDE-L2002,drafts/final-guide/main-guide-v1.md,"Vahlok's Tomb, Riekling Roads, and Thirsk",18. Branch route from `HS-DRAGONBORN-THIRSK-CHOICE`: go to Thirsk Mead Hall and speak to the Riekling Chief. Feed Bilgem,guide_branch_route_cue,,HS-DRAGONBORN-THIRSK-CHOICE,"Vahlok's Tomb, Riekling Roads, and Thirsk",pass_branch_cue_has_save_and_reload,none,Branch cue appears in a section with explicit save and reload instructions.,TB-041 guide-local scan checks branch-route prose for continuity protection cues; it does not add gameplay facts.
guide_branch_cues,TB041-GUIDE-L2075,drafts/final-guide/main-guide-v1.md,Kolbjorn Excavation and Raven Rock West,23. Make `HARD SAVE: HS-DRAGONBORN-UNEARTHED-RALIS` before choosing Ralis's fate. Branch route first: tell Ralis you can,guide_branch_route_cue,,HS-DRAGONBORN-KOLBJORN-FUND-1; HS-DRAGONBORN-KOLBJORN-FUND-2; HS-DRAGONBORN-KOLBJORN-FUND-3; HS-DRAGONBORN-KOLBJORN-FUND-4; HS-DRAGONBORN-KOLBJORN-RETURN-1; HS-DRAGONBORN-KOLBJORN-RETURN-2; HS-DRAGONBORN-KOLBJORN-RETURN-3; HS-DRAGONBORN-KOLBJORN-RETURN-4; HS-DRAGONBORN-UNEARTHED-RALIS,Kolbjorn Excavation and Raven Rock West,pass_branch_cue_has_save_and_reload,none,Branch cue appears in a section with explicit save and reload instructions.,TB-041 guide-local scan checks branch-route prose for continuity protection cues; it does not add gameplay facts.
guide_branch_cues,TB041-GUIDE-L2106,drafts/final-guide/main-guide-v1.md,Ghosts of the Tribunal and Trueflame,"3. Branch route: remove the disguise or openly attack the heretics, then clear the temple faithful in Ashfall's Tear. Th",guide_branch_route_cue,,HS-AE-GHOSTS-PROPAGANDA; HS-AE-GHOSTS-TEMPLE,Ghosts of the Tribunal and Trueflame,pass_branch_cue_has_save_and_reload,none,Branch cue appears in a section with explicit save and reload instructions.,TB-041 guide-local scan checks branch-route prose for continuity protection cues; it does not add gameplay facts.
guide_branch_cues,TB041-GUIDE-L2112,drafts/final-guide/main-guide-v1.md,Ghosts of the Tribunal and Trueflame,"9. Branch route: give the translated letters to the Reclamation Priest in Raven Rock Temple. Complete `Buyer Beware`, `C",guide_branch_route_cue,,HS-AE-GHOSTS-PROPAGANDA; HS-AE-GHOSTS-TEMPLE,Ghosts of the Tribunal and Trueflame,pass_branch_cue_has_save_and_reload,none,Branch cue appears in a section with explicit save and reload instructions.,TB-041 guide-local scan checks branch-route prose for continuity protection cues; it does not add gameplay facts.
guide_branch_cues,TB041-GUIDE-L2136,drafts/final-guide/main-guide-v1.md,"Bittercup, the Pit, and Fortunate Son","7. Branch route: choose the bowl of Power, sleep at the nearby bedroll, and complete `The Pit`. In the starting dungeon,",guide_branch_route_cue,,HS-AE-BITTERCUP-ALTAR,"Bittercup, the Pit, and Fortunate Son",pass_branch_cue_has_save_and_reload,none,Branch cue appears in a section with explicit save and reload instructions.,TB-041 guide-local scan checks branch-route prose for continuity protection cues; it does not add gameplay facts.
guide_branch_cues,TB041-GUIDE-L2138,drafts/final-guide/main-guide-v1.md,"Bittercup, the Pit, and Fortunate Son",9. Branch route: choose the bowl of Nothing and return to Falkreath until the courier gives you `Note from the Temple of,guide_branch_route_cue,,HS-AE-BITTERCUP-ALTAR,"Bittercup, the Pit, and Fortunate Son",pass_branch_cue_has_save_and_reload,none,Branch cue appears in a section with explicit save and reload instructions.,TB-041 guide-local scan checks branch-route prose for continuity protection cues; it does not add gameplay facts.
guide_branch_cues,TB041-GUIDE-L2261,drafts/final-guide/main-guide-v1.md,"Saints, Seducers, and Atronach Forge Tomes",18. Branch route: give Staada the Sword of Jyggalag and receive Staada's Helmet. Record the helmet outcome on the branch,guide_branch_route_cue,,HS-AE-STAADA-HELMET,"Saints, Seducers, and Atronach Forge Tomes",pass_branch_cue_has_save_and_reload,none,Branch cue appears in a section with explicit save and reload instructions.,TB-041 guide-local scan checks branch-route prose for continuity protection cues; it does not add gameplay facts.
guide_branch_cues,TB041-GUIDE-L2265,drafts/final-guide/main-guide-v1.md,"Saints, Seducers, and Atronach Forge Tomes",22. Make a rotating manual save before using the Sheogorath-Shaped Amber. Branch route: put the Sheogorath-Shaped Amber ,guide_branch_route_cue,,HS-AE-STAADA-HELMET,"Saints, Seducers, and Atronach Forge Tomes",pass_branch_cue_has_save_and_reload,none,Branch cue appears in a section with explicit save and reload instructions.,TB-041 guide-local scan checks branch-route prose for continuity protection cues; it does not add gameplay facts.
spoiler_discipline,TB041-SPOILER-001,drafts/final-guide/main-guide-v1.md,Full guide,Narrative-spoiler phrase scan,spoiler_phrase_scan,,,Full guide,pass_spoiler_phrase_scan,none,No curated spoiler phrases found.,"The scan avoids broad terms such as lore, secret, and plot because the guide uses those mechanically."
spoiler_discipline,TB041-SPOILER-002,drafts/final-guide/main-guide-v1.md,Full guide,Mechanical branch language,branch_language_scan,,,Full guide,pass_mechanical_branch_language_present,none,branch route: 18; reload: 148; branch-experienced: 6.,TB-041 checks that branch prose is framed as player-facing route mechanics rather than hidden coverage accounting.
