mr_section,record_type,objective_id,objective_name,coverage_status,player_facing_cue,player_facing_location,completion_status,notes
MR-019,checklist,CHK-LOCATIONS-1034,Deepwood Redoubt,conditional_cleared_if_actual_target,Location - Deepwood Redoubt cleared,Markarth Prison Daedric Rites And Reach Redoubts,conditional_complete,Checklist row completed only on target-present branch
MR-019,objective,OBJ-002022,Clear Dragon Bridge Overlook,conditional_cleared_if_actual_target,Location - Dragon Bridge Overlook cleared,Markarth Prison Daedric Rites And Reach Redoubts,conditional_complete,Guide clears only if Lisbet or Hjalti actual target points there
MR-019,checklist,CHK-LOCATIONS-1036,Dragon Bridge Overlook,conditional_cleared_if_actual_target,Location - Dragon Bridge Overlook cleared,Markarth Prison Daedric Rites And Reach Redoubts,conditional_complete,Checklist row completed only on target-present branch
MR-019,objective,OBJ-002026,Clear Druadach Redoubt,conditional_cleared_if_actual_target,Location - Druadach Redoubt cleared,Markarth Prison Daedric Rites And Reach Redoubts,conditional_complete,Guide clears only if Logrolf Lisbet or Hjalti actual target points there
MR-019,checklist,CHK-LOCATIONS-1041,Druadach Redoubt,conditional_cleared_if_actual_target,Location - Druadach Redoubt cleared,Markarth Prison Daedric Rites And Reach Redoubts,conditional_complete,Checklist row completed only on target-present branch
MR-019,objective,OBJ-002060,Clear Hag Rock Redoubt,conditional_cleared_if_actual_target,Location - Hag Rock Redoubt cleared,Markarth Prison Daedric Rites And Reach Redoubts,conditional_complete,Guide clears only if Logrolf Lisbet or Hjalti actual target points there
MR-019,checklist,CHK-LOCATIONS-1088,Hag Rock Redoubt,conditional_cleared_if_actual_target,Location - Hag Rock Redoubt cleared,Markarth Prison Daedric Rites And Reach Redoubts,conditional_complete,Checklist row completed only on target-present branch
MR-019,objective,OBJ-002124,Clear Red Eagle Redoubt,conditional_cleared_if_actual_target,Location - Red Eagle Redoubt cleared,Markarth Prison Daedric Rites And Reach Redoubts,conditional_complete,Guide clears only if Logrolf Lisbet or Hjalti actual target points there and then completes Red Eagle bundle
MR-019,checklist,CHK-LOCATIONS-1190,Red Eagle Redoubt,conditional_cleared_if_actual_target,Location - Red Eagle Redoubt cleared,Markarth Prison Daedric Rites And Reach Redoubts,conditional_complete,Checklist row completed only on target-present branch
MR-019,objective,OBJ-002139,Clear Serpent's Bluff Redoubt,conditional_cleared_if_actual_target,Location - Serpent's Bluff Redoubt cleared,Markarth Prison Daedric Rites And Reach Redoubts,conditional_complete,Guide clears only if Lisbet or Hjalti actual target points there
MR-019,checklist,CHK-LOCATIONS-1211,Serpent's Bluff Redoubt,conditional_cleared_if_actual_target,Location - Serpent's Bluff Redoubt cleared,Markarth Prison Daedric Rites And Reach Redoubts,conditional_complete,Checklist row completed only on target-present branch
MR-019,objective,OBJ-002085,Clear Liar's Retreat,cleared_now,Location - Liar's Retreat cleared,Markarth Prison Daedric Rites And Reach Redoubts,complete,Guide clears nearby cave in same Karthwasten/Broken Tower redoubt band
MR-019,checklist,CHK-LOCATIONS-1128,Liar's Retreat,cleared_now,Location - Liar's Retreat cleared,Markarth Prison Daedric Rites And Reach Redoubts,complete,Checklist clearable location row completed
MR-019,objective,OBJ-001978,Clear Blind Cliff Cave,cleared_now,Location - Blind Cliff Cave cleared,Markarth Prison Daedric Rites And Reach Redoubts,complete,Guide completes Melka/Petra route
MR-019,checklist,CHK-LOCATIONS-0990,Blind Cliff Cave,cleared_now,Location - Blind Cliff Cave cleared,Markarth Prison Daedric Rites And Reach Redoubts,complete,Checklist clearable location row completed
MR-019,objective,OBJ-002121,Clear Reachcliff Cave,cleared_now,Location - Reachcliff Cave cleared,Markarth Prison Daedric Rites And Reach Redoubts,complete,Guide clears cave for Namira feast setup
MR-019,checklist,CHK-LOCATIONS-1185,Reachcliff Cave,cleared_now,Location - Reachcliff Cave cleared,Markarth Prison Daedric Rites And Reach Redoubts,complete,Checklist clearable location row completed
MR-019,objective,OBJ-002330,Discover Reachcliff Secret Entrance,discovered_now,Location - Reachcliff Secret Entrance discovered,Markarth Prison Daedric Rites And Reach Redoubts,complete,Guide exits through secret entrance after Eola opens it
MR-019,checklist,CHK-LOCATIONS-1186,Reachcliff Secret Entrance,discovered_now,Location - Reachcliff Secret Entrance discovered,Markarth Prison Daedric Rites And Reach Redoubts,complete,Checklist duplicate marker row completed
MR-019,objective,OBJ-000344,Rebel's Cairn,conditional_completed_if_red_eagle_target,Quest - Rebel's Cairn,Markarth Prison Daedric Rites And Reach Redoubts,conditional_complete,Guide completes Red Eagle chain only if Red Eagle Redoubt is an active target
MR-019,checklist,CHK-QUESTS-0196,Rebel's Cairn,conditional_completed_if_red_eagle_target,Quest - Rebel's Cairn,Markarth Prison Daedric Rites And Reach Redoubts,conditional_complete,Checklist row completed only on Red Eagle branch
MR-019,objective,OBJ-002123,Clear Rebel's Cairn,conditional_cleared_if_red_eagle_target,Location - Rebel's Cairn cleared,Markarth Prison Daedric Rites And Reach Redoubts,conditional_complete,Guide clears Rebel's Cairn as part of Red Eagle chain
MR-019,checklist,CHK-LOCATIONS-1189,Rebel's Cairn,conditional_cleared_if_red_eagle_target,Location - Rebel's Cairn cleared,Markarth Prison Daedric Rites And Reach Redoubts,conditional_complete,Checklist clearable location row completed only on Red Eagle branch
MR-019,objective,OBJ-001188,The Legend of Red Eagle,conditional_acquired_if_red_eagle_target,Book - The Legend of Red Eagle acquired,Markarth Prison Daedric Rites And Reach Redoubts,conditional_complete,Guide reads target copy at Red Eagle Redoubt only if Red Eagle branch occurs
MR-019,checklist,CHK-BOOKS-2173,The Legend of Red Eagle,conditional_acquired_if_red_eagle_target,Book - The Legend of Red Eagle acquired,Markarth Prison Daedric Rites And Reach Redoubts,conditional_complete,Checklist book row completed only on Red Eagle branch
MR-019,objective,OBJ-001249,Red Eagle's Rite,conditional_acquired_if_red_eagle_target,Book - Red Eagle's Rite acquired,Markarth Prison Daedric Rites And Reach Redoubts,conditional_complete,Guide takes Red Eagle's Rite at Sundered Towers on Red Eagle branch
MR-019,checklist,CHK-BOOKS-2065,Red Eagle's Rite,conditional_acquired_if_red_eagle_target,Book - Red Eagle's Rite acquired,Markarth Prison Daedric Rites And Reach Redoubts,conditional_complete,Checklist book row completed only on Red Eagle branch
MR-019,objective,OBJ-001645,Unique Item Red Eagle's Bane,conditional_acquired_if_red_eagle_target,Unique Item - Red Eagle's Bane acquired,Markarth Prison Daedric Rites And Reach Redoubts,conditional_complete,Guide converts Red Eagle's Fury to Red Eagle's Bane on Red Eagle branch
MR-019,checklist,CHK-UNIQUE-GEAR-1661,Red Eagle's Bane,conditional_acquired_if_red_eagle_target,Unique Item - Red Eagle's Bane acquired,Markarth Prison Daedric Rites And Reach Redoubts,conditional_complete,Checklist unique gear row completed only on Red Eagle branch
MR-019,objective,OBJ-000989,Spell Tome Frostbite,conditional_learned_if_serpent_and_not_known,Spell - Frostbite learned,Markarth Prison Daedric Rites And Reach Redoubts,conditional_complete,Guide uses Serpent's Bluff source only if actual target sends player there and spell is not already known
MR-019,checklist,CHK-SPELLS-0769,Frostbite spell,conditional_learned_if_serpent_and_not_known,Spell - Frostbite learned,Markarth Prison Daedric Rites And Reach Redoubts,conditional_complete,Checklist learned spell row completed only if newly learned here
MR-019,checklist,CHK-BOOKS-2327,Spell Tome Frostbite,conditional_read_if_serpent_and_not_known,Spell - Frostbite learned,Markarth Prison Daedric Rites And Reach Redoubts,conditional_complete,Checklist spell tome row completed only if the Serpent's Bluff copy is used
MR-019,objective,OBJ-000833,Skill Book Vernaccus and Bourlor,not_read_here,Vernaccus and Bourlor later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_scholar_insight,Guide leaves Treasury House copy closed
MR-019,checklist,CHK-BOOKS-2266,Vernaccus and Bourlor,not_read_here,Vernaccus and Bourlor later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_scholar_insight,Checklist skill book remains staged
MR-019,objective,OBJ-000862,Skill Book Mystery of Talara Part 4,not_read_here,Mystery of Talara Part 4 later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_scholar_insight,Guide leaves Nepos and Blind Cliff copies closed
MR-019,checklist,CHK-BOOKS-2019,Mystery of Talara Part 4,not_read_here,Mystery of Talara Part 4 later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_scholar_insight,Checklist skill book remains staged
MR-019,objective,OBJ-000870,Skill Book Proper Lock Design,not_read_here,Proper Lock Design later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_alternate_source,Guide leaves Cidhna copy closed and source plan must use another copy later
MR-019,checklist,CHK-BOOKS-2059,Proper Lock Design,not_read_here,Proper Lock Design later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_alternate_source,Checklist skill book remains staged
MR-019,objective,OBJ-000837,Skill Book The Mirror,not_read_here,The Mirror later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_scholar_insight_or_captain_aldis,Guide leaves Broken Tower copy closed
MR-019,checklist,CHK-BOOKS-2182,The Mirror,not_read_here,The Mirror later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_scholar_insight_or_captain_aldis,Checklist skill book remains staged
MR-019,objective,OBJ-000841,Skill Book Liminal Bridges,not_read_here,Liminal Bridges later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_scholar_insight,Guide leaves Broken Tower copy closed
MR-019,checklist,CHK-BOOKS-1999,Liminal Bridges,not_read_here,Liminal Bridges later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_scholar_insight,Checklist skill book remains staged
MR-019,objective,OBJ-000849,Skill Book A Tragedy in Black,conditional_not_read_if_bruca,A Tragedy in Black later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_scholar_insight,Guide leaves Bruca copy closed if branch visits it
MR-019,checklist,CHK-BOOKS-1816,A Tragedy in Black,conditional_not_read_if_bruca,A Tragedy in Black later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_scholar_insight,Checklist skill book remains staged
MR-019,objective,OBJ-000896,Skill Book Sacred Witness,conditional_not_read_if_deepwood,Sacred Witness later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_scholar_insight,Guide leaves Deepwood copy closed if branch visits it
MR-019,checklist,CHK-BOOKS-2080,Sacred Witness,conditional_not_read_if_deepwood,Sacred Witness later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_scholar_insight,Checklist skill book remains staged
MR-019,objective,OBJ-000867,Skill Book The Rear Guard,conditional_not_read_if_druadach,The Rear Guard later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_scholar_insight,Guide leaves Druadach copy closed if branch visits it
MR-019,checklist,CHK-BOOKS-2205,The Rear Guard,conditional_not_read_if_druadach,The Rear Guard later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_scholar_insight,Checklist skill book remains staged
MR-019,objective,OBJ-000894,Skill Book 2920 Last Seed v8,conditional_not_read_if_hag_rock,2920 Last Seed v8 later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_scholar_insight,Guide leaves Hag Rock copy closed if branch visits it
MR-019,checklist,CHK-BOOKS-1794,2920 Last Seed v8,conditional_not_read_if_hag_rock,2920 Last Seed v8 later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_scholar_insight,Checklist skill book remains staged
MR-019,objective,OBJ-000826,Skill Book Reality and Other Falsehoods,conditional_not_read_if_red_eagle,Reality and Other Falsehoods later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_scholar_insight,Guide leaves Red Eagle Redoubt copy closed if branch visits it
MR-019,checklist,CHK-BOOKS-2064,Reality and Other Falsehoods,conditional_not_read_if_red_eagle,Reality and Other Falsehoods later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_scholar_insight,Checklist skill book remains staged
MR-019,objective,OBJ-000853,Skill Book Twin Secrets,conditional_not_read_if_serpent,Twin Secrets later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_scholar_insight,Guide leaves Serpent copy closed if branch visits it
MR-019,checklist,CHK-BOOKS-2255,Twin Secrets,conditional_not_read_if_serpent,Twin Secrets later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_scholar_insight,Checklist skill book remains staged
MR-019,objective,OBJ-000902,Skill Book Biography of the Wolf Queen,not_read_here,Biography of the Wolf Queen later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_scholar_insight,Guide leaves Liar's Retreat copy closed
MR-019,checklist,CHK-BOOKS-1856,Biography of the Wolf Queen,not_read_here,Biography of the Wolf Queen later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_scholar_insight,Checklist skill book remains staged
MR-019,objective,OBJ-000868,Skill Book The Refugees,not_read_here,The Refugees later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_scholar_insight,Guide leaves Blind Cliff copy closed
MR-019,checklist,CHK-BOOKS-2211,The Refugees,not_read_here,The Refugees later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_scholar_insight,Checklist skill book remains staged
MR-019,objective,OBJ-000884,Skill Book 2920 Rain's Hand v4,not_read_here,2920 Rain's Hand v4 later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_scholar_insight,Guide leaves Hall of the Dead and Blind Cliff copies closed
MR-019,checklist,CHK-BOOKS-1797,2920 Rain's Hand v4,not_read_here,2920 Rain's Hand v4 later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_scholar_insight,Checklist skill book remains staged
MR-019,objective,OBJ-000842,Skill Book The Doors of Oblivion,not_read_here,The Doors of Oblivion later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_scholar_insight,Guide leaves Reachcliff copy closed
MR-019,checklist,CHK-BOOKS-2146,The Doors of Oblivion,not_read_here,The Doors of Oblivion later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_scholar_insight,Checklist skill book remains staged
MR-019,objective,OBJ-001375,Caravan Captain's Note,not_read_here,Caravan Captain's Note later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_sunder_wraithguard,Guide leaves AE note in Markarth Hall of the Dead closed
MR-019,objective,OBJ-000273,Sanuarach Mine,audited_not_completed_here,Sanuarach Mine later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_orc_forgemaster_bundle,Guide visits Karthwasten only for Enmon/Fjotra and avoids blocking Forgemaster's Fingers
MR-019,checklist,CHK-QUESTS-0308,Sanuarach Mine,not_completed_here,Sanuarach Mine later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_orc_forgemaster_bundle,Checklist row remains staged
MR-019,objective,OBJ-000222,The Forgemaster's Fingers,held_hard_gate,The Forgemaster's Fingers later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_orc_forgemaster_bundle,Guide preserves availability by holding Sanuarach Kolskeggr Coated in Blood and other blocker quests
MR-019,checklist,CHK-QUESTS-0440,The Forgemaster's Fingers,held_hard_gate,The Forgemaster's Fingers later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_orc_forgemaster_bundle,Checklist row remains staged
MR-019,objective,OBJ-000270,Kolskeggr Mine,audited_not_completed_here,Kolskeggr Mine later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_orc_forgemaster_bundle,Guide holds Kolskeggr to preserve Forgemaster's Fingers path
MR-019,objective,OBJ-000285,Coated in Blood,audited_not_completed_here,Coated in Blood later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_orc_forgemaster_bundle,Guide holds Moth gro-Bagol favor for Orc and Daedra Heart bundle
MR-019,checklist,CHK-QUESTS-0320,Coated in Blood,not_completed_here,Coated in Blood later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_orc_forgemaster_bundle,Checklist row remains staged
MR-019,objective,OBJ-002232,Discover Dushnikh Yal,audited_not_discovered_here,Dushnikh Yal later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_orc_stronghold_bundle,Guide does not route Orc stronghold in this redoubt pass
MR-019,objective,OBJ-000633,Interception,audited_not_started_here,Interception later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_redguard_elite_route,Creation starts near Shor's Stone and only later uses Karthwasten/Purewater
MR-019,objective,OBJ-000549,Redguard Elite Armaments package,audited_not_started_here,Redguard Elite Armaments later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_redguard_elite_route,Parent AE package remains staged
MR-019,objective,OBJ-002325,Discover Purewater Run,audited_not_discovered_here,Purewater Run later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_redguard_elite_route,Guide holds Purewater for Interception route
MR-019,objective,OBJ-002730,Invest in Merchant Bothela,not_available_here,Bothela investment later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_investor_perk,Merchant investment waits for Speech 70 Investor
MR-019,objective,OBJ-002731,Invest in Merchant Calcelmo,not_available_here,Calcelmo investment later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_investor_perk,Merchant investment waits for Speech 70 Investor
MR-019,objective,OBJ-002732,Invest in Merchant Lisbet,not_available_here,Lisbet investment later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_investor_perk,Merchant investment waits for Speech 70 Investor
MR-019,objective,OBJ-002733,Invest in Merchant Moth gro-Bagol,not_available_here,Moth gro-Bagol investment later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_investor_perk,Merchant investment waits for Speech 70 Investor
MR-019,objective,OBJ-001922,Vlindrel Hall Ownership and Furnishings,audited_not_purchased_here,Vlindrel Hall later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_reach_property_and_thaneship_bundle,Guide does not assume early Markarth house money or validated thane state
MR-019,objective,OBJ-001932,Thane of the Reach,audited_not_started_here,Thane of the Reach later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_reach_property_and_thaneship_bundle,Thane route waits for property and hold-state validation
MR-019,objective,OBJ-001940,Argis the Bulwark Housecarl Unlock,not_available_here,Argis later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_reach_thaneship,Guide cannot unlock Argis before Reach thaneship
MR-019,objective,OBJ-002354,Discover Sky Haven Temple,held_hard_gate,Sky Haven Temple later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_level_46_sky_haven_dragonbane,Guide avoids Sky Haven before Dragonbane level 46 gate
MR-019,objective,OBJ-001573,Artifact Dragonbane,held_hard_gate,Dragonbane later,Markarth Prison Daedric Rites And Reach Redoubts,staged_for_level_46_sky_haven_dragonbane,Dragonbane remains protected by level 46 gate
MR-019,counter,OBJ-000181,Oblivion Walker Trophy Set,counter_advanced,Oblivion Walker progress 4 of 15,Markarth Prison Daedric Rites And Reach Redoubts,in_progress,Mace of Molag Bal and Ring of Namira advance qualifying artifact count after Ring of Hircine and Wabbajack
MR-019,counter,OBJ-000219,Sideways Trophy Set,counter_advanced,Sideways tracking adds Cidhna Dibella Affairs and conditional Rebel's Cairn,Markarth Prison Daedric Rites And Reach Redoubts,in_progress,Guide adds source-qualified side quest completions and notes Red Eagle branch condition
MR-019,counter,OBJ-000220,Hero of the People Trophy Set,counter_advanced,Hero of the People tracking adds Lisbet and Ghost of Old Hroldan,Markarth Prison Daedric Rites And Reach Redoubts,in_progress,Guide records two finite miscellaneous objectives
MR-019,summary,TB-035-MR-019,MR-019 coverage summary,processed_now,Markarth Prison Daedric Rites And Reach Redoubts,Markarth Prison Daedric Rites And Reach Redoubts,complete,Processed 149 objective checklist option counter branch and audit rows for the Markarth prison Daedric Temple of Dibella Reach redoubt bundle with zero unresolved route notes
MR-020,objective,OBJ-001087,The Aetherium Wars,placed_in_guide,[CHECKLIST: Book - The Aetherium Wars read],Arkngthamz And The First Aetherium Shards,completed_now,Guide reads the Dwemer Museum copy in place before traveling to Arkngthamz
MR-020,checklist,CHK-BOOKS-2122,The Aetherium Wars,placed_in_guide,[CHECKLIST: Book - The Aetherium Wars read],Arkngthamz And The First Aetherium Shards,completed_now,Checklist book row handled by reading the Dwemer Museum copy
MR-020,objective,OBJ-000385,Lost to the Ages,started_staged,Lost to the Ages active 2 of 4 shards,Arkngthamz And The First Aetherium Shards,in_progress,Quest starts in Arkngthamz and remains deliberately incomplete before Raldbthar Dwarven Storeroom and Forge
MR-020,checklist,CHK-QUESTS-0499,Lost to the Ages,not_completed_here,Lost to the Ages active 2 of 4 shards,Arkngthamz And The First Aetherium Shards,staged_for_aetherium_forge_branch,Quest completion and trophy cue wait for HS-AETHERIUM-FORGE reward pass
MR-020,objective,OBJ-001626,Unique Item Zephyr,placed_in_guide,[CHECKLIST: Unique Item - Zephyr acquired],Arkngthamz And The First Aetherium Shards,completed_now,Guide takes Zephyr from the log in Arkngthamz
MR-020,checklist,CHK-UNIQUE-GEAR-1747,Zephyr,placed_in_guide,[CHECKLIST: Unique Item - Zephyr acquired],Arkngthamz And The First Aetherium Shards,completed_now,Unique gear checklist row handled in Arkngthamz
MR-020,objective,OBJ-001965,Clear Arkngthamz,placed_in_guide,[CHECKLIST: Location - Arkngthamz discovered],Arkngthamz And The First Aetherium Shards,explored_now_clear_tag_not_claimed,Guide discovers Arkngthamz and completes route-relevant treasury content without forcing the bugged clear-state trap behavior
MR-020,checklist,CHK-LOCATIONS-1327,Arkngthamz,placed_in_guide,[CHECKLIST: Location - Arkngthamz discovered],Arkngthamz And The First Aetherium Shards,explored_now_clear_tag_not_claimed,Checklist states N/N/- so guide records discovery and exploration through the shard treasury
MR-020,objective,OBJ-001837,Collectible Set Aetherium Shards,advanced_in_guide,Aetherium Shards 2 of 4 recorded,Arkngthamz And The First Aetherium Shards,in_progress,Parent set advanced by Arkngthamz and Deep Folk Crossing shards
MR-020,objective,OBJ-001838,Aetherium Shard Arkngthamz,placed_in_guide,[CHECKLIST: Collectible - Aetherium Shard: Arkngthamz acquired],Arkngthamz And The First Aetherium Shards,completed_now,Guide takes the Arkngthamz shard from the treasury podium
MR-020,objective,OBJ-002229,Discover Deep Folk Crossing,placed_in_guide,[CHECKLIST: Location - Deep Folk Crossing discovered],Arkngthamz And The First Aetherium Shards,completed_now,Guide discovers Deep Folk Crossing before taking the shard
MR-020,checklist,CHK-LOCATIONS-1033,Deep Folk Crossing,placed_in_guide,[CHECKLIST: Location - Deep Folk Crossing discovered],Arkngthamz And The First Aetherium Shards,completed_now,Non-clearable landmark checklist row handled
MR-020,objective,OBJ-001839,Aetherium Shard Deep Folk Crossing,placed_in_guide,[CHECKLIST: Collectible - Aetherium Shard: Deep Folk Crossing acquired],Arkngthamz And The First Aetherium Shards,completed_now,Guide takes the exterior shard from the stone plinth
MR-020,objective,OBJ-000117,Arniel's Endeavor,audited_not_started_here,Dwemer convector left for College route,Arkngthamz And The First Aetherium Shards,staged_for_college_arniel_bundle,Deep Folk Crossing convector is named but left alone until Arniel's Endeavor
MR-020,checklist,CHK-QUESTS-0038,Arniel's Endeavor,not_completed_here,Dwemer convector left for College route,Arkngthamz And The First Aetherium Shards,staged_for_college_arniel_bundle,Quest and spell rewards remain with College route
MR-020,checklist,CHK-SPELLS-0746,Summon Arniel's Shade,not_completed_here,Arniel's Endeavor later,Arkngthamz And The First Aetherium Shards,staged_for_college_arniel_bundle,Reward spell waits for completion of Arniel's Endeavor
MR-020,checklist,CHK-SPELLS-0767,Arniel's Convection,not_completed_here,Arniel's Endeavor later,Arkngthamz And The First Aetherium Shards,staged_for_college_arniel_bundle,Quest spell waits for Arniel's Endeavor
MR-020,objective,OBJ-001840,Aetherium Shard Raldbthar,audited_not_completed_here,Raldbthar shard later,Arkngthamz And The First Aetherium Shards,staged_for_dark_brotherhood_raldbthar_bundle,Held for Mourning Never Comes Alain Dufont Aegisbane Raldbthar clear and Great Lift bundle
MR-020,objective,OBJ-002117,Clear Raldbthar,audited_not_cleared_here,Raldbthar later,Arkngthamz And The First Aetherium Shards,staged_for_dark_brotherhood_raldbthar_bundle,Location clear waits for the same bundle as the Raldbthar shard
MR-020,checklist,CHK-LOCATIONS-1182,Raldbthar,not_completed_here,Raldbthar later,Arkngthamz And The First Aetherium Shards,staged_for_dark_brotherhood_raldbthar_bundle,Clearable location row remains staged
MR-020,objective,OBJ-002261,Discover Great Lift at Raldbthar,audited_not_discovered_here,Great Lift at Raldbthar later,Arkngthamz And The First Aetherium Shards,staged_for_raldbthar_blackreach_bundle,Great Lift is held with Raldbthar and Blackreach access routing
MR-020,checklist,CHK-LOCATIONS-1083,Great Lift at Raldbthar,not_completed_here,Great Lift at Raldbthar later,Arkngthamz And The First Aetherium Shards,staged_for_raldbthar_blackreach_bundle,Discoverable location row remains staged
MR-020,objective,OBJ-001650,Unique Item Aegisbane,audited_not_completed_here,Aegisbane later,Arkngthamz And The First Aetherium Shards,staged_for_dark_brotherhood_raldbthar_bundle,Aegisbane stays with Raldbthar and Alain Dufont handling
MR-020,checklist,CHK-UNIQUE-GEAR-1548,Aegisbane,not_completed_here,Aegisbane later,Arkngthamz And The First Aetherium Shards,staged_for_dark_brotherhood_raldbthar_bundle,Unique gear row remains staged
MR-020,objective,OBJ-000057,Mourning Never Comes,audited_not_started_here,Mourning Never Comes later,Arkngthamz And The First Aetherium Shards,staged_for_dark_brotherhood_route,Raldbthar is held partly to preserve Alain Dufont optional objective flow
MR-020,checklist,CHK-QUESTS-0080,Mourning Never Comes,not_completed_here,Mourning Never Comes later,Arkngthamz And The First Aetherium Shards,staged_for_dark_brotherhood_route,Dark Brotherhood quest remains staged
MR-020,objective,OBJ-001841,Aetherium Shard Dwarven Storeroom,audited_not_completed_here,Dwarven Storeroom shard later,Arkngthamz And The First Aetherium Shards,staged_for_post_raldbthar_mzulft_bundle,Held because source bug recommends Dwarven Storeroom shard last if Raldbthar shard misbehaves
MR-020,objective,OBJ-002101,Clear Mzulft,audited_not_cleared_here,Mzulft later,Arkngthamz And The First Aetherium Shards,staged_for_college_revealing_the_unseen_bundle,Guide avoids Mzulft main ruin before College quest state is ready
MR-020,checklist,CHK-LOCATIONS-1154,Mzulft,not_completed_here,Mzulft later,Arkngthamz And The First Aetherium Shards,staged_for_college_revealing_the_unseen_bundle,Clearable location row remains staged
MR-020,objective,OBJ-000828,Skill Book The Lunar Lorkhan,audited_not_read_here,The Lunar Lorkhan later,Arkngthamz And The First Aetherium Shards,staged_for_skill_book_window_or_mzulft_bundle,Mzulft candidate remains closed until a selected Scholar's Insight skill-book source is routed
MR-020,objective,OBJ-000988,Spell Tome Flames,audited_not_learned_here,Flames already starting spell or later source,Arkngthamz And The First Aetherium Shards,source_selection_not_here,Mzulft Aedrome candidate not used in this pass
MR-020,objective,OBJ-000989,Spell Tome Frostbite,audited_not_learned_here,Frostbite later if not already learned,Arkngthamz And The First Aetherium Shards,source_selection_not_here,Mzulft Aedrome candidate not used in this pass
MR-020,objective,OBJ-002134,Clear Ruins of Bthalft,aetherium_pedestal_held_after_location_clear,Ruins of Bthalft / Aetherium pedestal later,Arkngthamz And The First Aetherium Shards,location_complete_pedestal_staged,Ruins location clear is handled by Fan Favorite; this row preserves the Aetherium pedestal hold until all shards are ready. SN-000220.
MR-020,checklist,CHK-LOCATIONS-1203,Ruins of Bthalft,aetherium_pedestal_held_after_location_clear,Ruins of Bthalft later unless already completed by Fan Favorite condition,Arkngthamz And The First Aetherium Shards,location_complete_pedestal_staged,Checklist location row is complete through Fan Favorite; this row preserves the Aetherium pedestal hold until all shards are ready. SN-000220.
MR-020,objective,OBJ-001565,Artifact Aetherial Staff,branch_deferred,Aetherial Staff branch at HS-AETHERIUM-FORGE,Arkngthamz And The First Aetherium Shards,staged_for_branch_reward,Forge reward branch waits for hard save
MR-020,checklist,CHK-UNIQUE-GEAR-1725,Aetherial Staff,branch_deferred,Aetherial Staff branch at HS-AETHERIUM-FORGE,Arkngthamz And The First Aetherium Shards,staged_for_branch_reward,Branch reward row remains staged
MR-020,objective,OBJ-001585,Artifact Aetherial Shield,branch_deferred,Aetherial Shield branch at HS-AETHERIUM-FORGE,Arkngthamz And The First Aetherium Shards,staged_for_branch_reward,Forge reward branch waits for hard save
