objective_id,objective_name,category,subcategory,route_placement,guide_literal_id_match,guide_name_match,internal_coverage_row_count,audit_status,coverage_statuses,completion_statuses,guide_locations,recommended_action,notes
OBJ-000382,Protecting the Bloodline,radiant,volkihar_branch_radiant,branch_route,N,Y,1,covered_by_internal_coverage,placed_in_branch_guide,branch_complete_reloaded,Dawnguard Fork And Volkihar Branch,none,
OBJ-000383,Rings of Blood Magic,radiant,volkihar_branch_radiant,branch_route,N,Y,1,covered_by_internal_coverage,placed_in_branch_guide,branch_complete_reloaded,Dawnguard Fork And Volkihar Branch,none,
OBJ-000384,Impatience of a Saint,quest,dawnguard_side_quest,main_route,N,Y,1,covered_by_internal_coverage,placed_in_guide,complete,Dawnguard Worldspaces,none,
OBJ-000385,Lost to the Ages,quest,dawnguard_side_quest,main_route,N,Y,4,covered_by_internal_coverage,advanced_not_completed | book_trigger_not_routed_here | placed_in_guide | started_staged,complete | in_progress | staged_for_aetherium_forge | staged_for_later_aetherium_route,Arkngthamz And The First Aetherium Shards | College Errands Arniel Septimus And Aetherium | First Day In Whiterun | Mzulft And The Winterhold Crisis,none,
OBJ-000386,Durnehviir,misc_objective,dawnguard_misc,main_route,N,Y,1,covered_by_internal_coverage,placed_in_guide,complete,Dawnguard Worldspaces,none,
OBJ-000387,Forgotten Vale Books Quest,misc_objective,dawnguard_misc,main_route,N,Y,1,covered_by_internal_coverage,placed_in_guide,complete,Dawnguard Worldspaces,none,
OBJ-000388,Soul Cairn Horse Quest,misc_objective,dawnguard_misc,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Dawnguard Worldspaces,none,
OBJ-000389,Surgery,misc_objective,dawnguard_misc,main_route,N,N,1,covered_by_internal_coverage,completed_now,complete,First Riften Visit And Guild Doorway,none,
OBJ-000390,Speak to the Jarl of Falkreath,misc_objective,hearthfire_land_objective,main_route,N,N,1,covered_by_internal_coverage,completed_or_parked_by_target,conditional_complete_or_staged,Falkreath Land Lakeview Foundation And Glenmoril Coven,none,
OBJ-000391,Speak to the Steward of Falkreath about the land for sale,misc_objective,hearthfire_land_objective,main_route,N,N,1,covered_by_internal_coverage,completed_or_parked_by_target,conditional_complete_or_staged,Falkreath Land Lakeview Foundation And Glenmoril Coven,none,
OBJ-000392,Speak to the Steward of Morthal about the land for sale,misc_objective,hearthfire_land_objective,main_route,N,N,1,covered_by_internal_coverage,duplicate_covered_by_existing_route,complete_or_conditional_complete,High Hrothgar Ustengrav Morthal And The Embassy,none,
OBJ-000393,Speak to the Jarl of Dawnstar about the land for sale,misc_objective,hearthfire_land_objective,main_route,N,N,2,covered_by_internal_coverage,dependency_not_met_here | placed_in_guide,complete | staged_for_giant_bounty_completion_and_property_funding,"Dawnstar, Pale Blade, And Heljarchen | Dawnstar, Vaermina, And Cold-Weather Setup",none,
OBJ-000394,Build Your Own Home,quest,hearthfire_misc_quest,main_route,N,Y,1,covered_by_internal_coverage,duplicate_covered_by_existing_route,complete_across_three_plots,Hearthfire land and foundation route sections,none,
OBJ-000395,Lakeview Manor,property,hearthfire_homestead,main_route,N,Y,2,covered_by_internal_coverage,completed_or_parked_by_target | hearthfire_homestead_completed,complete | conditional_complete_or_staged,Falkreath Land Lakeview Foundation And Glenmoril Coven | Homes Household Services Pets And Mounts,none,
OBJ-000396,Windstad Manor,property,hearthfire_homestead,main_route,N,Y,2,covered_by_internal_coverage,hearthfire_homestead_completed | retrospectively_moved_earlier,complete,High Hrothgar Ustengrav Morthal And The Embassy | Homes Household Services Pets And Mounts,none,
OBJ-000397,Heljarchen Hall,property,hearthfire_homestead,main_route,N,Y,3,covered_by_internal_coverage,dependency_not_met_here | hearthfire_homestead_completed | placed_in_guide,complete | staged_for_pale_property_economy_route,"Dawnstar, Pale Blade, And Heljarchen | Dawnstar, Vaermina, And Cold-Weather Setup | Homes Household Services Pets And Mounts",none,
OBJ-000398,Visit your new property in Falkreath hold,misc_objective,hearthfire_build_stage,main_route,N,N,1,covered_by_internal_coverage,conditional_if_land_purchased,conditional_complete_or_staged,Falkreath Land Lakeview Foundation And Glenmoril Coven,none,
OBJ-000399,Visit your new property in Hjaalmarch hold,misc_objective,hearthfire_build_stage,main_route,N,N,1,covered_by_internal_coverage,retrospectively_moved_earlier,complete,High Hrothgar Ustengrav Morthal And The Embassy,none,
OBJ-000400,Visit your new property in The Pale hold,misc_objective,hearthfire_build_stage,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Dawnstar, Pale Blade, And Heljarchen",none,
OBJ-000401,Use the Drafting Table to begin building your house,misc_objective,hearthfire_build_stage,main_route,N,N,1,covered_by_internal_coverage,duplicate_covered_by_existing_route,complete_across_three_plots,Hearthfire land and foundation route sections,none,
OBJ-000402,Use the Carpenter's Workbench to build the foundation of your house,misc_objective,hearthfire_build_stage,main_route,N,N,1,covered_by_internal_coverage,duplicate_covered_by_existing_route,complete_across_three_plots,Hearthfire land and foundation route sections,none,
OBJ-000403,Hearthfire Landowner Trophy Set,trophy,hearthfire_trophy,main_route,N,N,1,covered_by_internal_coverage,duplicate_covered_by_existing_route,complete_or_conditional_complete,Falkreath/Morthal Hearthfire land route,none,
OBJ-000404,Hearthfire Land Baron Trophy Set,trophy,hearthfire_trophy,main_route,N,N,3,covered_by_internal_coverage,placed_in_guide | progressed | progressed_or_parked,complete_or_expected | progressed_or_conditional | progressed_or_staged,"Dawnstar, Pale Blade, And Heljarchen | Falkreath Land Lakeview Foundation And Glenmoril Coven | High Hrothgar Ustengrav Morthal And The Embassy",none,
OBJ-000405,Hearthfire Architect Trophy Set,trophy,hearthfire_trophy,main_route,N,N,1,covered_by_internal_coverage,hearthfire_trophy_supported,complete,Homes Household Services Pets And Mounts,none,
OBJ-000406,Hearthfire Master Architect Trophy Set,trophy,hearthfire_trophy,main_route,N,N,2,covered_by_internal_coverage,hearthfire_trophy_supported | progressed_not_complete,complete | in_progress,"Dawnstar, Pale Blade, And Heljarchen | Homes Household Services Pets And Mounts",none,
OBJ-000407,Hearthfire Full Furnishing and Exterior Completion,property,hearthfire_furnishing,main_route,N,N,4,covered_by_internal_coverage,conditional_progress_if_lakeview_available | foundation_built_or_parked | foundation_progressed | hearthfire_furnishing_completed,complete | progressed | progressed_or_staged,Falkreath Land Lakeview Foundation And Glenmoril Coven | High Hrothgar Ustengrav Morthal And The Embassy | Homes Household Services Pets And Mounts | Southern Warm Corridor,none,
OBJ-000408,Hearthfire Role Assignment Options,npc_relationship,hearthfire_role_options,option_list,N,N,1,covered_by_internal_coverage,route_defaults_selected,route_default_complete,Homes Household Services Pets And Mounts,none,
OBJ-000409,Hearthfire Proud Parent Trophy Set,trophy,hearthfire_trophy,main_route,N,N,1,covered_by_internal_coverage,adoption_trophy_supported,complete,Homes Household Services Pets And Mounts,none,
OBJ-000410,Adopt First Child,npc_relationship,hearthfire_adoption,main_route,N,N,1,covered_by_internal_coverage,adoption_default_completed,complete,Homes Household Services Pets And Mounts,none,
OBJ-000411,Adopt Second Child,npc_relationship,hearthfire_adoption,main_route,N,N,1,covered_by_internal_coverage,adoption_default_completed,complete,Homes Household Services Pets And Mounts,none,
OBJ-000412,Bandit Attack,radiant,hearthfire_property_defense,excluded,N,N,1,covered_by_internal_coverage,excluded_unbounded_confirmed,excluded_unbounded,Homes Household Services Pets And Mounts,none,
OBJ-000413,Dragonborn,quest,dragonborn_main_quest,main_route,N,Y,4,covered_by_internal_coverage,not_started_here | placed_in_guide,complete | in_progress | staged_for_solstheim_entry_policy,"High Hrothgar, Ustengrav, Morthal, And The Embassy | Solstheim Entry, Raven Rock Core, And Frostmoon Rings | Temple Of Miraak, Skaal, And Stalhrim | Windhelm Murder Investigation And White Phial",none,
OBJ-000414,The Temple of Miraak,quest,dragonborn_main_quest,main_route,N,Y,2,covered_by_internal_coverage,held_for_later | placed_in_guide,complete | held_for_solstheim_main_spine,"Solstheim Entry, Raven Rock Core, And Frostmoon Rings | Temple Of Miraak, Skaal, And Stalhrim",none,
OBJ-000415,The Fate of the Skaal,quest,dragonborn_main_quest,main_route,N,Y,2,covered_by_internal_coverage,held_for_later | placed_in_guide,complete | held_for_solstheim_main_spine,"Solstheim Entry, Raven Rock Core, And Frostmoon Rings | Temple Of Miraak, Skaal, And Stalhrim",none,
OBJ-000416,Cleansing the Stones,quest,dragonborn_main_quest,main_route,N,Y,3,covered_by_internal_coverage,held_for_later | placed_in_guide,complete | held_for_solstheim_main_spine | in_progress_pending_sun_stone,"Solstheim Entry, Raven Rock Core, And Frostmoon Rings | Tel Mithryn, Nchardak, And Kagrumez | Temple Of Miraak, Skaal, And Stalhrim",none,
OBJ-000417,The Path of Knowledge,quest,dragonborn_main_quest,main_route,N,Y,1,covered_by_internal_coverage,placed_in_guide,complete,"Tel Mithryn, Nchardak, And Kagrumez",none,
OBJ-000418,The Gardener of Men,quest,dragonborn_main_quest,main_route,N,Y,3,covered_by_internal_coverage,held_for_later | placed_in_guide,complete | held_for_torkild | in_progress_pending_storn,"Fahlbtharz, Deathbrand, And Karstaag | Miraak Finale, Lost Knowledge, And Last Black Books | Tel Mithryn, Nchardak, And Kagrumez",none,
OBJ-000419,At the Summit of Apocrypha,quest,dragonborn_main_quest,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Miraak Finale, Lost Knowledge, And Last Black Books",none,
OBJ-000420,Black Book: The Winds of Change,quest,dragonborn_raven_rock_side_quest,main_route,N,Y,1,covered_by_internal_coverage,placed_in_guide,complete,"Solstheim Entry, Raven Rock Core, And Frostmoon Rings",none,
OBJ-000421,The Final Descent,quest,dragonborn_raven_rock_side_quest,main_route,N,Y,1,covered_by_internal_coverage,placed_in_guide,complete,"Solstheim Entry, Raven Rock Core, And Frostmoon Rings",none,
OBJ-000422,March of the Dead,quest,dragonborn_raven_rock_side_quest,main_route,N,Y,1,covered_by_internal_coverage,placed_in_guide,complete,"Solstheim Entry, Raven Rock Core, And Frostmoon Rings",none,
OBJ-000423,A New Debt,quest,dragonborn_raven_rock_side_quest,main_route,N,Y,4,covered_by_internal_coverage,held_for_later | placed_in_guide | tracking_continued,conditional_in_progress | held_for_reluctant_steward_context | in_progress_pending_mogruls_orders,"Fahlbtharz, Deathbrand, And Karstaag | Kolbjorn Excavation And Raven Rock West | Solstheim Entry, Raven Rock Core, And Frostmoon Rings | Tel Mithryn, Nchardak, And Kagrumez",none,
OBJ-000424,Served Cold,quest,dragonborn_raven_rock_side_quest,main_route,N,Y,1,covered_by_internal_coverage,placed_in_guide,complete,"Solstheim Entry, Raven Rock Core, And Frostmoon Rings",none,
OBJ-000425,An Axe to Find,misc_objective,dragonborn_raven_rock_misc,main_route,N,Y,1,covered_by_internal_coverage,placed_in_guide,complete,"Solstheim Entry, Raven Rock Core, And Frostmoon Rings",none,
OBJ-000426,Clean Sweep,misc_objective,dragonborn_raven_rock_misc,main_route,N,Y,1,covered_by_internal_coverage,placed_in_guide,complete,"Solstheim Entry, Raven Rock Core, And Frostmoon Rings",none,
OBJ-000427,Feeding the Addiction,misc_objective,dragonborn_raven_rock_misc,main_route,N,Y,2,covered_by_internal_coverage,held_for_later | retrospectively_inserted,complete | staged_for_mr052_after_earth_stone,"Solstheim Entry, Raven Rock Core, And Frostmoon Rings | Temple Of Miraak, Skaal, And Stalhrim",none,
OBJ-000428,Fetch the Netch,misc_objective,dragonborn_raven_rock_misc,main_route,N,Y,1,covered_by_internal_coverage,placed_in_guide,in_progress,"Solstheim Entry, Raven Rock Core, And Frostmoon Rings",none,
OBJ-000429,First Edition,misc_objective,dragonborn_raven_rock_misc,main_route,N,Y,2,covered_by_internal_coverage,held_for_later | placed_in_guide,complete | held_after_cleansing_stones,"Kolbjorn Excavation And Raven Rock West | Solstheim Entry, Raven Rock Core, And Frostmoon Rings",none,
OBJ-000430,It's All In The Taste,misc_objective,dragonborn_raven_rock_misc,main_route,N,Y,1,covered_by_internal_coverage,placed_in_guide,complete,"Solstheim Entry, Raven Rock Core, And Frostmoon Rings",none,
OBJ-000431,Paid in Full,misc_objective,dragonborn_raven_rock_misc,main_route,N,Y,2,covered_by_internal_coverage,placed_in_guide,complete | in_progress,"Fahlbtharz, Deathbrand, And Karstaag | Solstheim Entry, Raven Rock Core, And Frostmoon Rings",none,
OBJ-000432,Pain in the Necklace,misc_objective,dragonborn_raven_rock_misc,main_route,N,Y,5,covered_by_internal_coverage,held_for_later | placed_in_guide | progressed_now | tracking_continued,complete | held_for_lost_knowledge | in_progress | in_progress_all_but_benkongerike,"Fahlbtharz, Deathbrand, And Karstaag | Ghosts Of The Tribunal And Trueflame | Miraak Finale, Lost Knowledge, And Last Black Books | Solstheim Entry, Raven Rock Core, And Frostmoon Rings | Vahlok's Tomb, Riekling Roads, And Thirsk",none,
OBJ-000433,Recipe for Distraction,misc_objective,dragonborn_raven_rock_misc,main_route,N,Y,1,covered_by_internal_coverage,placed_in_guide,complete,"Solstheim Entry, Raven Rock Core, And Frostmoon Rings",none,
OBJ-000434,Filial Bonds,quest,dragonborn_skaal_side_quest,main_route,N,Y,10,covered_by_internal_coverage,completed_earlier | placed_in_guide | tracking_continued,complete | complete_mr059 | in_progress_until_mr059,"Bittercup, The Pit, And Fortunate Son | Black Book Defaults and Progression Switches | Fahlbtharz, Deathbrand, And Karstaag | Ghosts Of The Tribunal And Trueflame | High-Risk AE Routes and Separate Worldspaces | Miraak Finale, Lost Knowledge, And Last Black Books | ... (10 total)",none,
OBJ-000435,Lost Legacy,quest,dragonborn_skaal_side_quest,main_route,N,Y,2,covered_by_internal_coverage,placed_in_guide,complete | staged_for_next_section,"Temple Of Miraak, Skaal, And Stalhrim | Vahlok's Tomb, Riekling Roads, And Thirsk",none,
OBJ-000436,A New Source of Stalhrim,quest,dragonborn_skaal_side_quest,main_route,N,Y,1,covered_by_internal_coverage,placed_in_guide,complete,"Temple Of Miraak, Skaal, And Stalhrim",none,
OBJ-000437,Convince Nikulas to stay in Skaal Village,misc_objective,dragonborn_skaal_misc,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Temple Of Miraak, Skaal, And Stalhrim",none,
OBJ-000438,Kill the Bandit Leader,radiant,dragonborn_skaal_misc_radiant,main_route,N,Y,1,covered_by_internal_coverage,held_for_later,held_for_controlled_random_target_block,"Temple Of Miraak, Skaal, And Stalhrim",none,
OBJ-000439,Skaal Village Dialogue,misc_objective,dragonborn_skaal_misc,appendix,N,Y,3,covered_by_internal_coverage,held_for_later | retrospectively_inserted_completed | retrospectively_inserted_started,complete | in_progress_to_mr059 | staged_for_mr058_mr059_skaal_to_falkreath_handoff,"Bittercup, The Pit, And Fortunate Son | Miraak Finale, Lost Knowledge, And Last Black Books | Temple Of Miraak, Skaal, And Stalhrim",none,
OBJ-000440,Azra's Staffs,quest,dragonborn_tel_mithryn_side_quest,main_route,N,N,1,covered_by_internal_coverage,held_for_later,held_for_controlled_random_assignment,"Tel Mithryn, Nchardak, And Kagrumez",none,
OBJ-000441,Black Book: The Hidden Twilight,quest,dragonborn_tel_mithryn_side_quest,main_route,N,Y,1,covered_by_internal_coverage,placed_in_guide,complete,"Tel Mithryn, Nchardak, And Kagrumez",none,
OBJ-000442,Briarheart Necropsy,quest,dragonborn_tel_mithryn_side_quest,main_route,N,Y,3,covered_by_internal_coverage,held_for_later | redistributed_or_gated,complete | held_for_mainland_reach_briarheart | held_for_reach_briarheart,"Fahlbtharz, Deathbrand, And Karstaag | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Tel Mithryn, Nchardak, And Kagrumez",none,
OBJ-000443,Experimental Subject (A),quest,dragonborn_tel_mithryn_side_quest,main_route,N,Y,1,covered_by_internal_coverage,placed_in_guide,complete,"Tel Mithryn, Nchardak, And Kagrumez",none,
OBJ-000444,From the Ashes,quest,dragonborn_tel_mithryn_side_quest,main_route,N,Y,1,covered_by_internal_coverage,placed_in_guide,complete,"Tel Mithryn, Nchardak, And Kagrumez",none,
OBJ-000445,Healing a House,quest,dragonborn_tel_mithryn_side_quest,main_route,N,Y,1,covered_by_internal_coverage,placed_in_guide,complete,"Tel Mithryn, Nchardak, And Kagrumez",none,
OBJ-000446,Heart Stones,quest,dragonborn_tel_mithryn_side_quest,main_route,N,Y,2,covered_by_internal_coverage,material_staged | placed_in_guide,complete | staged_for_tel_mithryn,"Tel Mithryn, Nchardak, And Kagrumez | Vahlok's Tomb, Riekling Roads, And Thirsk",none,
OBJ-000447,Lost Knowledge,quest,dragonborn_tel_mithryn_side_quest,main_route,N,Y,4,covered_by_internal_coverage,held_for_later | placed_in_guide,complete_remaining_leads | held_for_gardener_after_torkild | held_for_tel_mithryn_after_gardener | held_for_torkild_and_gardener,"Fahlbtharz, Deathbrand, And Karstaag | Miraak Finale, Lost Knowledge, And Last Black Books | Tel Mithryn, Nchardak, And Kagrumez | Temple Of Miraak, Skaal, And Stalhrim",none,
OBJ-000448,Old Friends,quest,dragonborn_tel_mithryn_side_quest,main_route,N,Y,3,covered_by_internal_coverage,held_for_later | redistributed_or_gated,complete | held_for_briarheart_necropsy | held_for_briarheart_necropsy_and_highpoint,"Fahlbtharz, Deathbrand, And Karstaag | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Tel Mithryn, Nchardak, And Kagrumez",none,
OBJ-000449,Reluctant Steward,quest,dragonborn_tel_mithryn_side_quest,main_route,N,Y,1,covered_by_internal_coverage,placed_in_guide,complete,"Tel Mithryn, Nchardak, And Kagrumez",none,
OBJ-000450,Telvanni Research,quest,dragonborn_tel_mithryn_side_quest,main_route,N,Y,1,covered_by_internal_coverage,placed_in_guide,complete,"Tel Mithryn, Nchardak, And Kagrumez",none,
OBJ-000451,Wind and Sand,quest,dragonborn_tel_mithryn_side_quest,main_route,N,Y,1,covered_by_internal_coverage,held_for_later,held_for_old_friends_experimental_b_radiant,"Tel Mithryn, Nchardak, And Kagrumez",none,
OBJ-000452,Experimental Subject (B),misc_objective,dragonborn_tel_mithryn_misc,main_route,N,Y,1,covered_by_internal_coverage,held_for_later,held_for_azras_staffs,"Tel Mithryn, Nchardak, And Kagrumez",none,
OBJ-000453,Hunting and Gathering,misc_objective,dragonborn_tel_mithryn_misc,main_route,N,Y,1,covered_by_internal_coverage,placed_in_guide,complete_using_prepared_cache,"Tel Mithryn, Nchardak, And Kagrumez",none,
OBJ-000454,The Chief of Thirsk Hall,quest,dragonborn_thirsk_side_quest,branch_route,N,N,1,covered_by_internal_coverage,branch_route,branch_experienced_then_reloaded,"Vahlok's Tomb, Riekling Roads, And Thirsk",none,
OBJ-000455,Retaking Thirsk,quest,dragonborn_thirsk_side_quest,main_route,N,Y,1,covered_by_internal_coverage,placed_in_guide,complete,"Vahlok's Tomb, Riekling Roads, And Thirsk",none,
OBJ-000456,Elmus Favor Quest (berries),misc_objective,dragonborn_thirsk_misc,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Vahlok's Tomb, Riekling Roads, And Thirsk",none,
OBJ-000457,Elmus Favor Quest (mead),misc_objective,dragonborn_thirsk_misc,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Vahlok's Tomb, Riekling Roads, And Thirsk",none,
OBJ-000458,Halbarn Favor Quest,misc_objective,dragonborn_thirsk_misc,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Vahlok's Tomb, Riekling Roads, And Thirsk",none,
OBJ-000459,Hilund Favor Quest,misc_objective,dragonborn_thirsk_misc,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Vahlok's Tomb, Riekling Roads, And Thirsk",none,
OBJ-000460,Black Book: Filament and Filigree,quest,dragonborn_other_side_quest,main_route,N,Y,1,covered_by_internal_coverage,placed_in_guide,complete,Kolbjorn Excavation And Raven Rock West,none,
OBJ-000461,Black Book: The Sallow Regent,quest,dragonborn_other_side_quest,main_route,N,Y,3,covered_by_internal_coverage,held_for_later | placed_in_guide,complete | held_for_lost_knowledge | held_for_lost_knowledge_white_ridge,"Fahlbtharz, Deathbrand, And Karstaag | Miraak Finale, Lost Knowledge, And Last Black Books | Tel Mithryn, Nchardak, And Kagrumez",none,
OBJ-000462,Black Book: Untold Legends,quest,dragonborn_other_side_quest,main_route,N,Y,3,covered_by_internal_coverage,held_for_later | placed_in_guide,complete | held_for_lost_knowledge | held_for_lost_knowledge_tel_mithryn_route,"Fahlbtharz, Deathbrand, And Karstaag | Miraak Finale, Lost Knowledge, And Last Black Books | Temple Of Miraak, Skaal, And Stalhrim",none,
OBJ-000463,Deathbrand,quest,dragonborn_other_side_quest,main_route,N,Y,3,covered_by_internal_coverage,held_for_later | placed_in_guide,complete | held_for_deathbrand_circuit | in_progress,"Fahlbtharz, Deathbrand, And Karstaag | Solstheim Entry, Raven Rock Core, And Frostmoon Rings | Vahlok's Tomb, Riekling Roads, And Thirsk",none,
OBJ-000464,The Ebony Warrior,quest,dragonborn_other_side_quest,main_route,N,Y,1,covered_by_internal_coverage,level_80_quest_routed,complete_after_level80_duel,Level 78 and Level 80 Gates,none,
OBJ-000465,Unearthed,quest,dragonborn_other_side_quest,main_route,N,Y,1,covered_by_internal_coverage,placed_in_guide,complete,Kolbjorn Excavation And Raven Rock West,none,
OBJ-000466,Black Book,misc_objective,dragonborn_other_misc,appendix,N,N,1,covered_by_internal_coverage,aggregate_tracker_confirmed,complete,"Books, Spells, and Documents",none,
OBJ-000467,Hrodulf's Madness,misc_objective,dragonborn_other_misc,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Kolbjorn Excavation And Raven Rock West,none,
OBJ-000468,The Kagrumez Gauntlet,misc_objective,dragonborn_other_misc,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Tel Mithryn, Nchardak, And Kagrumez",none,
OBJ-000469,Sell Stalhrim Armor and Weapons to Ancarion,misc_objective,dragonborn_other_misc,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,staged_for_crafting_sale,"Temple Of Miraak, Skaal, And Stalhrim",none,
OBJ-000470,Speak to Ralis Sedarys at Kolbjorn Barrow,misc_objective,dragonborn_other_misc,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,Kolbjorn Excavation And Raven Rock West,none,
OBJ-000471,Summoning Karstaag,misc_objective,dragonborn_other_misc,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Fahlbtharz, Deathbrand, And Karstaag",none,
OBJ-000472,Visit the hunters at Frostmoon Crag,misc_objective,dragonborn_other_misc,main_route,N,N,2,covered_by_internal_coverage,dependency_preserved | placed_in_guide,complete | staged_for_solstheim,"Companions Finale, Totems, And Beast-Blood Preservation | Solstheim Entry, Raven Rock Core, And Frostmoon Rings",none,
OBJ-000473,Dragonborn Outlander Trophy Set,trophy,dragonborn_trophy,main_route,N,N,1,covered_by_internal_coverage,placed_in_guide,complete,"Solstheim Entry, Raven Rock Core, And Frostmoon Rings",none,
OBJ-000474,Dragon Aspect Trophy Set,trophy,dragonborn_trophy,main_route,N,N,2,covered_by_internal_coverage,placed_in_guide,complete | in_progress,"Miraak Finale, Lost Knowledge, And Last Black Books | Solstheim Entry, Raven Rock Core, And Frostmoon Rings",none,
OBJ-000475,Hidden Knowledge Trophy Set,trophy,dragonborn_trophy,main_route,N,N,3,covered_by_internal_coverage,placed_in_guide | tracking_continued,complete | in_progress,"Kolbjorn Excavation And Raven Rock West | Miraak Finale, Lost Knowledge, And Last Black Books | Solstheim Entry, Raven Rock Core, And Frostmoon Rings",none,
OBJ-000476,Stalhrim Crafter Trophy Set,trophy,dragonborn_trophy,main_route,N,N,1,covered_by_internal_coverage,dependency_unlocked,staged_for_smithing_80_ebony_smithing,"Temple Of Miraak, Skaal, And Stalhrim",none,
OBJ-000477,Dragonrider Trophy Set,trophy,dragonborn_trophy,main_route,Y,Y,3,covered_by_internal_coverage,needs_route_resolution | needs_route_resolution_reaffirmed | tracking_started,NEEDS ROUTE RESOLUTION | in_progress_1_of_5 | needs_route_resolution,"Collectible Reconciliation | Final Reconciliation | Miraak Finale, Lost Knowledge, And Last Black Books",none,
OBJ-000478,Solstheim Explorer Trophy Set,trophy,dragonborn_trophy,main_route,N,N,7,covered_by_internal_coverage,placed_in_guide | tracking_continued,in_progress | in_progress_or_complete_pending_final_counter_QA,"Fahlbtharz, Deathbrand, And Karstaag | Kolbjorn Excavation And Raven Rock West | Miraak Finale, Lost Knowledge, And Last Black Books | Solstheim Entry, Raven Rock Core, And Frostmoon Rings | Tel Mithryn, Nchardak, And Kagrumez | Temple Of Miraak, Skaal, And Stalhrim | ... (7 total)",none,
OBJ-000479,Survival Mode,ae_creation,ae_creation_package,main_route,N,Y,2,covered_by_internal_coverage,enabled_now | installed_parent_package_confirmed_and_activation_staged,complete | staged_for_mr002_activation,Helgen Riverwood And First Survival Loop | MR-001,none,
OBJ-000480,Arcane Accessories,ae_creation,ae_creation_package,main_route,N,Y,1,covered_by_internal_coverage,installed_parent_package_confirmed,complete_for_parent_package_installation,MR-001,none,
OBJ-000481,Arcane Archer Pack,ae_creation,ae_creation_package,main_route,N,N,1,covered_by_internal_coverage,installed_parent_package_confirmed,complete_for_parent_package_installation,MR-001,none,
OBJ-000482,Chrysamere,ae_creation,ae_creation_package,main_route,N,Y,1,covered_by_internal_coverage,installed_parent_package_confirmed,complete_for_parent_package_installation,MR-001,none,
OBJ-000483,Divine Crusader,ae_creation,ae_creation_package,main_route,N,Y,1,covered_by_internal_coverage,installed_parent_package_confirmed,complete_for_parent_package_installation,MR-001,none,
OBJ-000484,Plague of the Dead,ae_creation,ae_creation_package,main_route,N,Y,2,covered_by_internal_coverage,child_content_routed | installed_parent_package_confirmed,complete_child_bundle | complete_for_parent_package_installation,MR-001 | Rising Dead Early Activation,none,
OBJ-000485,Ruin's Edge,ae_creation,ae_creation_package,main_route,N,Y,2,covered_by_internal_coverage,installed_parent_package_confirmed | progressed_in_guide,child_quest_and_unique_complete | complete_for_parent_package_installation,Bards College Lost Library And Instrument Roads | MR-001,none,
OBJ-000486,Staff of Sheogorath,ae_creation,ae_creation_package,main_route,N,Y,1,covered_by_internal_coverage,installed_parent_package_confirmed,complete_for_parent_package_installation,MR-001,none,
OBJ-000487,Stendarr's Hammer,ae_creation,ae_creation_package,main_route,N,Y,2,covered_by_internal_coverage,audited_not_started_here | installed_parent_package_confirmed,complete_for_parent_package_installation | staged_for_ae_unique_weapon_route,MR-001 | Markarth Nchuand-Zel And Old Hroldan,none,
OBJ-000488,Dwarven Armored Mudcrab,ae_creation,ae_creation_package,main_route,N,Y,2,covered_by_internal_coverage,child_quest_completed | installed_parent_package_confirmed,complete | complete_for_parent_package_installation,MR-001 | Markarth Nchuand-Zel And Old Hroldan,none,
OBJ-000489,Lord's Mail,ae_creation,ae_creation_package,main_route,N,Y,4,covered_by_internal_coverage,audited_not_routed_here | audited_not_started_here | installed_parent_package_confirmed | placed_in_guide,complete | complete_for_parent_package_installation | staged_for_creation_route,Goldenglow Honningbrew Solitude And Snow Veil | Haafingar Caves Volskygge And Night Hunter | Imperial Civil War | MR-001,none,
OBJ-000490,Adventurer's Backpack,ae_creation,ae_creation_package,main_route,N,Y,1,covered_by_internal_coverage,installed_parent_package_confirmed,complete_for_parent_package_installation,MR-001,none,
OBJ-000491,Camping,ae_creation,ae_creation_package,main_route,N,Y,1,covered_by_internal_coverage,installed_parent_package_confirmed,complete_for_parent_package_installation,MR-001,none,
OBJ-000492,Nix-Hound,ae_creation,ae_creation_package,main_route,N,Y,1,covered_by_internal_coverage,installed_parent_package_confirmed,complete_for_parent_package_installation,MR-001,none,
OBJ-000493,Shadowrend,ae_creation,ae_creation_package,main_route,N,Y,1,covered_by_internal_coverage,installed_parent_package_confirmed,complete_for_parent_package_installation,MR-001,none,
