checklist_id,checklist_tab,checklist_entry,category,objective_id,matched_objective_name,coverage_matrix_guide_location,raw_group,raw_detail,source_note_refs,source_note_status,missing_source_refs,guide_name_match,internal_checklist_coverage_row_count,internal_objective_coverage_row_count,audit_status,coverage_statuses,completion_statuses,guide_locations,recommended_action,notes
CHK-MERCHANTS-1495,Merchants,Baldor Iron-Shaper,merchant_reference,,,TB-031B/TB-036 merchant appendix,Solstheim - Skaal Village,Region: Solstheim - Skaal Village | Store: Baldor Iron-Shaper's House | Merchandise: Blacksmith | Investable: No | Master Trader: *,,no_refs,,Y,1,0,appendix_row_covered,appendix_reference_promoted_to_guide,guide_reference_represented,Final Reconciliation route and merchant reference surfaces,none,
CHK-MERCHANTS-1496,Merchants,Edla,merchant_reference,,,TB-031B/TB-036 merchant appendix,Solstheim - Skaal Village,Region: Solstheim - Skaal Village | Store: Edla's House | Merchandise: Apothecary | Investable: No | Master Trader: No,,no_refs,,Y,1,0,appendix_row_covered,appendix_reference_promoted_to_guide,guide_reference_represented,Final Reconciliation route and merchant reference surfaces,none,
CHK-MERCHANTS-1497,Merchants,Neloth,merchant_reference,,,TB-031B/TB-036 merchant appendix,Solstheim - Tel Mithryn,Region: Solstheim - Tel Mithryn | Store: Tel Mithryn | Merchandise: Staves & Spells | Investable: No | Master Trader: Yes,,no_refs,,Y,1,0,appendix_row_covered,placed_in_guide,complete,"Tel Mithryn, Nchardak, And Kagrumez",none,
CHK-MERCHANTS-1498,Merchants,Revus Sarvani,merchant_reference,,,TB-031B/TB-036 merchant appendix,Solstheim - Tel Mithryn,Region: Solstheim - Tel Mithryn | Store: Tel Mithryn | Merchandise: General | Investable: No | Master Trader: No,,no_refs,,Y,1,0,appendix_row_covered,placed_in_guide,complete,"Tel Mithryn, Nchardak, And Kagrumez",none,
CHK-MERCHANTS-1499,Merchants,Talvas Fathryon,merchant_reference,,,TB-031B/TB-036 merchant appendix,Solstheim - Tel Mithryn,Region: Solstheim - Tel Mithryn | Store: Tel Mithryn | Merchandise: Spells | Investable: No | Master Trader: Yes,,no_refs,,Y,1,0,appendix_row_covered,placed_in_guide,complete,"Tel Mithryn, Nchardak, And Kagrumez",none,
CHK-MERCHANTS-1500,Merchants,Elynea Mothren,merchant_reference,,,TB-031B/TB-036 merchant appendix,Solstheim - Tel Mithryn,Region: Solstheim - Tel Mithryn | Store: Tel Mithryn Apothecary | Merchandise: Apothecary | Investable: No | Master Trader: Yes,,no_refs,,Y,1,0,appendix_row_covered,placed_in_guide,complete,"Tel Mithryn, Nchardak, And Kagrumez",none,
CHK-MERCHANTS-1502,Merchants,Zaynabi,merchant_reference,,,TB-031B/TB-036 merchant appendix,Traveling - Dawnstar or Riften,Region: Traveling - Dawnstar or Riften | Store: khajiit Traders | Merchandise: Fence | Investable: No | Master Trader: Yes,,no_refs,,Y,1,0,appendix_row_covered,service_unlocked,service_available,Guild Restoration And Amulet Of Articulation,none,
CHK-MERCHANTS-1503,Merchants,Atahbah,merchant_reference,,,TB-031B/TB-036 merchant appendix,Traveling - Markarth or Whiterun,Region: Traveling - Markarth or Whiterun | Store: khajiit Traders | Merchandise: Fence | Investable: No | Master Trader: Yes,,no_refs,,Y,1,0,appendix_row_covered,service_unlocked,service_available,Guild Restoration And Amulet Of Articulation,none,
CHK-MERCHANTS-1506,Merchants,Ma'jhad,merchant_reference,,,TB-031B/TB-036 merchant appendix,Traveling - Solitude or Windhelm,Region: Traveling - Solitude or Windhelm | Store: khajiit Traders | Merchandise: Fence | Investable: No | Master Trader: Yes,,no_refs,,Y,1,0,appendix_row_covered,service_unlocked,service_available,Guild Restoration And Amulet Of Articulation,none,
CHK-MERCHANTS-1510,Merchants,Mallus Maccius,merchant_reference,,,TB-031B/TB-036 merchant appendix,Whiterun,Region: Whiterun | Store: Honningbrew Meadery | Merchandise: Fence | Investable: No | Master Trader: Yes,,no_refs,,Y,1,0,appendix_row_covered,service_unlocked,service_available,Goldenglow Honningbrew Solitude And Snow Veil,none,
CHK-MERCHANTS-1511,Merchants,Sabjorn,merchant_reference,,,TB-031B/TB-036 merchant appendix,Whiterun,Region: Whiterun | Store: Honningbrew Meadery | Merchandise: Innkeeper | Investable: No | Master Trader: No,,no_refs,,Y,1,0,appendix_row_covered,appendix_reference_promoted_to_guide,guide_reference_represented,Final Reconciliation route and merchant reference surfaces,none,
CHK-MERCHANTS-1512,Merchants,Anoriath*,merchant_reference,,,TB-031B/TB-036 merchant appendix,Whiterun,Region: Whiterun | Store: Marketplace Stall | Merchandise: Innkeeper | Investable: No* | Master Trader: Yes,,no_refs,,Y,1,0,appendix_row_covered,appendix_reference_promoted_to_guide,guide_reference_represented,Final Reconciliation route and merchant reference surfaces,none,
CHK-MERCHANTS-1513,Merchants,Carlotta Valentia,merchant_reference,,,TB-031B/TB-036 merchant appendix,Whiterun,Region: Whiterun | Store: Marketplace Stall | Merchandise: Innkeeper | Investable: No | Master Trader: Yes,,no_refs,,Y,1,0,appendix_row_covered,appendix_reference_promoted_to_guide,guide_reference_represented,Final Reconciliation route and merchant reference surfaces,none,
CHK-MERCHANTS-1514,Merchants,Fralia Gray-Mane,merchant_reference,,,TB-031B/TB-036 merchant appendix,Whiterun,Region: Whiterun | Store: Marketplace Stall | Merchandise: Jeweler | Investable: No | Master Trader: No,,no_refs,,Y,1,0,appendix_row_covered,appendix_reference_promoted_to_guide,guide_reference_represented,Final Reconciliation route and merchant reference surfaces,none,
CHK-MERCHANTS-1515,Merchants,Eorlund Gray-Mane,merchant_reference,,,TB-031B/TB-036 merchant appendix,Whiterun,Region: Whiterun | Store: Skyforge | Merchandise: Blacksmith | Investable: No | Master Trader: Yes,,no_refs,,Y,1,0,appendix_row_covered,service_used_no_investment,support_reference_only,Companions Entry,none,
CHK-MERCHANTS-1516,Merchants,Hulda,merchant_reference,,,TB-031B/TB-036 merchant appendix,Whiterun,Partner: Saadia (Ysolda) | Region: Whiterun | Store: The Bannered Mare | Merchandise: Innkeeper | Investable: No | Master Trader: Yes,,no_refs,,Y,1,0,appendix_row_covered,appendix_reference_promoted_to_guide,guide_reference_represented,Final Reconciliation route and merchant reference surfaces,none,
CHK-MERCHANTS-1522,Merchants,Orgnar,merchant_reference,,,TB-031B/TB-036 merchant appendix,Whiterun - Riverrun,Region: Whiterun - Riverrun | Store: Sleeping Giant Inn | Merchandise: Innkeeper (also buys Ingredients) | Investable: No | Master Trader: No,,no_refs,,Y,1,0,appendix_row_covered,appendix_reference_promoted_to_guide,guide_reference_represented,Final Reconciliation route and merchant reference surfaces,none,
CHK-MERCHANTS-1523,Merchants,Mralki,merchant_reference,,,TB-031B/TB-036 merchant appendix,Whiterun - Rorikstead,Region: Whiterun - Rorikstead | Store: Frostfruit Inn | Merchandise: Innkeeper | Investable: No | Master Trader: No,,no_refs,,Y,1,0,appendix_row_covered,service_used_no_investment,support_reference_only,Goldenhills Farm And Rorikstead,none,
CHK-MERCHANTS-1525,Merchants,Elda Early-Dawn,merchant_reference,,,TB-031B/TB-036 merchant appendix,Windhelm,Partner: (Nils) | Region: Windhelm | Store: Candlehearth Hall | Merchandise: Innkeeper | Investable: No | Master Trader: Yes,,no_refs,,Y,1,0,appendix_row_covered,appendix_reference_promoted_to_guide,guide_reference_represented,Final Reconciliation route and merchant reference surfaces,none,
CHK-MERCHANTS-1526,Merchants,Aval Atheron,merchant_reference,,,TB-031B/TB-036 merchant appendix,Windhelm,Region: Windhelm | Store: Marketplace Stall | Merchandise: General | Investable: No | Master Trader: Yes,,no_refs,,Y,1,0,appendix_row_covered,appendix_reference_promoted_to_guide,guide_reference_represented,Final Reconciliation route and merchant reference surfaces,none,
CHK-MERCHANTS-1527,Merchants,Hillevi Cruel-Sea,merchant_reference,,,TB-031B/TB-036 merchant appendix,Windhelm,Region: Windhelm | Store: Marketplace Stall | Merchandise: Innkeeper | Investable: No | Master Trader: Yes,,no_refs,,Y,1,0,appendix_row_covered,appendix_reference_promoted_to_guide,guide_reference_represented,Final Reconciliation route and merchant reference surfaces,none,
CHK-MERCHANTS-1528,Merchants,Niranye,merchant_reference,,,TB-031B/TB-036 merchant appendix,Windhelm,Region: Windhelm | Store: Marketplace Stall | Merchandise: General | Investable: No | Master Trader: Yes,,no_refs,,Y,1,0,appendix_row_covered,service_preserved,service_available,Guild Restoration And Amulet Of Articulation,none,
CHK-MERCHANTS-1529,Merchants,Ambarys Rendar,merchant_reference,,,TB-031B/TB-036 merchant appendix,Windhelm,Region: Windhelm | Store: New Gnisis Cornerclub | Merchandise: Innkeeper | Investable: No | Master Trader: Yes,,no_refs,,Y,1,0,appendix_row_covered,appendix_reference_promoted_to_guide,guide_reference_represented,Final Reconciliation route and merchant reference surfaces,none,
CHK-MERCHANTS-1530,Merchants,Niranye,merchant_reference,,,TB-031B/TB-036 merchant appendix,Windhelm,Region: Windhelm | Store: Niranye's House | Merchandise: Fence | Investable: No | Master Trader: Yes,,no_refs,,Y,1,0,appendix_row_covered,service_unlocked,service_available,Guild Restoration And Amulet Of Articulation,none,
CHK-MERCHANTS-1534,Merchants,Iddra,merchant_reference,,,TB-031B/TB-036 merchant appendix,Windhelm - Kynesgrove,Region: Windhelm - Kynesgrove | Store: Braidwood Inn | Merchandise: Innkeeper | Investable: No | Master Trader: No,,no_refs,,Y,1,0,appendix_row_covered,appendix_reference_promoted_to_guide,guide_reference_represented,Final Reconciliation route and merchant reference surfaces,none,
CHK-MERCHANTS-1535,Merchants,Bolar,merchant_reference,,,TB-031B/TB-036 merchant appendix,Windhelm - Narzulbur,Region: Windhelm - Narzulbur | Store: at Mauhulakh's Longhouse | Merchandise: Apothecary | Investable: No | Master Trader: Yes,,no_refs,,Y,1,0,appendix_row_covered,appendix_reference_promoted_to_guide,guide_reference_represented,Final Reconciliation route and merchant reference surfaces,none,
CHK-MERCHANTS-1536,Merchants,Dushnamub,merchant_reference,,,TB-031B/TB-036 merchant appendix,Windhelm - Narzulbur,Region: Windhelm - Narzulbur | Store: at Mauhulakh's Longhouse | Merchandise: Blacksmith | Investable: No | Master Trader: Yes,,no_refs,,Y,1,0,appendix_row_covered,appendix_reference_promoted_to_guide,guide_reference_represented,Final Reconciliation route and merchant reference surfaces,none,
CHK-MERCHANTS-1538,Merchants,Dagur,merchant_reference,,,TB-031B/TB-036 merchant appendix,Winterhold,Partner: Haran | Region: Winterhold | Store: The Frozen Hearth | Merchandise: Innkeeper | Investable: No | Master Trader: Yes,,no_refs,,Y,1,0,appendix_row_covered,appendix_reference_promoted_to_guide,guide_reference_represented,Final Reconciliation route and merchant reference surfaces,none,
CHK-MERCHANTS-1539,Merchants,Nelacar,merchant_reference,,,TB-031B/TB-036 merchant appendix,Winterhold,Region: Winterhold | Store: The Frozen Hearth | Merchandise: Spells | Investable: No | Master Trader: Yes,,no_refs,,Y,1,0,appendix_row_covered,appendix_reference_promoted_to_guide,guide_reference_represented,Final Reconciliation route and merchant reference surfaces,none,
CHK-MERCHANTS-1540,Merchants,Enthir,merchant_reference,,,TB-031B/TB-036 merchant appendix,Winterhold - Mage's College,Region: Winterhold - Mage's College | Store: Hall of Attainment | Merchandise: General | Investable: No | Master Trader: Yes,,no_refs,,Y,1,0,appendix_row_covered,appendix_reference_promoted_to_guide,guide_reference_represented,Final Reconciliation route and merchant reference surfaces,none,
CHK-MERCHANTS-1541,Merchants,Enthir,merchant_reference,,,TB-031B/TB-036 merchant appendix,Winterhold - Mage's College,Region: Winterhold - Mage's College | Store: Hall of Attainment | Merchandise: Fence | Investable: No | Master Trader: Yes,,no_refs,,Y,1,0,appendix_row_covered,appendix_reference_promoted_to_guide,guide_reference_represented,Final Reconciliation route and merchant reference surfaces,none,
CHK-MERCHANTS-1542,Merchants,Tolfdir,merchant_reference,,,TB-031B/TB-036 merchant appendix,Winterhold - Mage's College,Region: Winterhold - Mage's College | Store: Hall of Attainment | Merchandise: Spells (Alteration) | Investable: No | Master Trader: Yes,,no_refs,,Y,1,0,appendix_row_covered,appendix_reference_promoted_to_guide,guide_reference_represented,Final Reconciliation route and merchant reference surfaces,none,
CHK-MERCHANTS-1543,Merchants,Colette Marence,merchant_reference,,,TB-031B/TB-036 merchant appendix,Winterhold - Mage's College,Region: Winterhold - Mage's College | Store: Hall of Countenance | Merchandise: Spells (Restoration) | Investable: No | Master Trader: Yes,,no_refs,,Y,1,0,appendix_row_covered,appendix_reference_promoted_to_guide,guide_reference_represented,Final Reconciliation route and merchant reference surfaces,none,
CHK-MERCHANTS-1544,Merchants,Drevis Neloren,merchant_reference,,,TB-031B/TB-036 merchant appendix,Winterhold - Mage's College,Region: Winterhold - Mage's College | Store: Hall of Countenance | Merchandise: Spells (Illusion) | Investable: No | Master Trader: Yes,,no_refs,,Y,1,0,appendix_row_covered,appendix_reference_promoted_to_guide,guide_reference_represented,Final Reconciliation route and merchant reference surfaces,none,
CHK-MERCHANTS-1545,Merchants,Faralda,merchant_reference,,,TB-031B/TB-036 merchant appendix,Winterhold - Mage's College,Region: Winterhold - Mage's College | Store: Hall of Countenance | Merchandise: Spells (Destruction) | Investable: No | Master Trader: Yes,,no_refs,,Y,1,0,appendix_row_covered,appendix_reference_promoted_to_guide,guide_reference_represented,Final Reconciliation route and merchant reference surfaces,none,
CHK-MERCHANTS-1546,Merchants,Phinis Gestor,merchant_reference,,,TB-031B/TB-036 merchant appendix,Winterhold - Mage's College,Region: Winterhold - Mage's College | Store: Hall of Countenance | Merchandise: Spells (Conjuration) | Investable: No | Master Trader: Yes,,no_refs,,Y,1,0,appendix_row_covered,appendix_reference_promoted_to_guide,guide_reference_represented,Final Reconciliation route and merchant reference surfaces,none,
CHK-MERCHANTS-1547,Merchants,Urag gro-Shub,merchant_reference,,,TB-031B/TB-036 merchant appendix,Winterhold - Mage's College,Region: Winterhold - Mage's College | Store: The Arcanaeum | Merchandise: Books | Investable: No | Master Trader: Yes,,no_refs,,Y,1,0,appendix_row_covered,appendix_reference_promoted_to_guide,guide_reference_represented,Final Reconciliation route and merchant reference surfaces,none,
