checklist_id,checklist_tab,checklist_entry,category,mapping_type,coverage_matrix_status,objective_id,matched_objective_name,guide_literal_checklist_id_match,guide_mapped_objective_id_match,guide_entry_match,internal_checklist_coverage_row_count,internal_objective_coverage_row_count,audit_status,coverage_statuses,completion_statuses,guide_locations,recommended_action,notes
CHK-LOCATIONS-0989,Locations,Bleakwind Bluff,location,Main-route prototype block,mapped_to_route_prototype,OBJ-001977,Clear Bleakwind Bluff,N,N,Y,1,1,covered_by_internal_checklist_coverage,redistributed_or_gated,redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-LOCATIONS-0990,Locations,Blind Cliff Cave,location,Main-route prototype block,mapped_to_route_prototype,OBJ-001978,Clear Blind Cliff Cave,N,N,Y,1,1,covered_by_internal_checklist_coverage,cleared_now,complete,Markarth Prison Daedric Rites And Reach Redoubts,none,
CHK-LOCATIONS-0991,Locations,Blizzard Rest,location,Main-route prototype block,mapped_to_route_prototype,OBJ-001979,Clear Blizzard Rest,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,"Dawnstar, Pale Blade, And Heljarchen",none,
CHK-LOCATIONS-0992,Locations,Bloated Man's Grotto,location,Main-route prototype block,mapped_to_route_prototype,OBJ-001980,Clear Bloated Man's Grotto,N,N,Y,2,2,covered_by_internal_checklist_coverage,completed_now | held_for_next_section,complete | staged_for_mr013_hircine_bundle,Hircine And Bloated Man's Grotto | Southern Warm Corridor,none,
CHK-LOCATIONS-0993,Locations,Bloodlet Throne,location,Main-route prototype block,mapped_to_route_prototype,OBJ-001981,Clear Bloodlet Throne,N,N,Y,1,1,covered_by_internal_checklist_coverage,completed_now,complete,Southern Warm Corridor,none,
CHK-LOCATIONS-0994,Locations,Blue Palace,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002212,Discover Blue Palace,N,N,Y,1,1,covered_by_internal_checklist_coverage,completed_now,complete,Goldenglow Honningbrew Solitude And Snow Veil,none,
CHK-LOCATIONS-0995,Locations,Bonechill Passage,location,Main-route prototype block,mapped_to_route_prototype,OBJ-001983,Clear Bonechill Passage,N,N,Y,1,1,covered_by_internal_checklist_coverage,redistributed_or_gated,redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-LOCATIONS-0996,Locations,Bonestrewn Crest,location,Main-route prototype block,mapped_to_route_prototype,OBJ-001984,Clear Bonestrewn Crest,N,N,Y,1,1,covered_by_internal_checklist_coverage,redistributed_or_gated,redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-LOCATIONS-0997,Locations,Boulderfall Cave,location,Main-route prototype block,mapped_to_route_prototype,OBJ-001985,Clear Boulderfall Cave,N,N,Y,1,1,covered_by_internal_checklist_coverage,completed_now,complete,Riften Thaneship Frost And Rift Roads,none,
CHK-LOCATIONS-0998,Locations,Brandy-Mug Farm,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002213,Discover Brandy-Mug Farm,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Windhelm Murder Investigation And White Phial,none,
CHK-LOCATIONS-0999,Locations,Brinewater Grotto,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002214,Discover Brinewater Grotto,N,N,Y,1,1,covered_by_internal_checklist_coverage,completed_now,complete,Goldenglow Honningbrew Solitude And Snow Veil,none,
CHK-LOCATIONS-1000,Locations,Broken Fang Cave,location,Main-route prototype block,mapped_to_route_prototype,OBJ-001989,Clear Broken Fang Cave,N,N,Y,2,2,covered_by_internal_checklist_coverage,placed_in_guide | redistributed_or_gated,complete | redistributed_or_staged_by_route_gate,High-Risk AE Routes and Separate Worldspaces | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-LOCATIONS-1001,Locations,Broken Helm Hollow,location,Main-route prototype block,mapped_to_route_prototype,OBJ-001990,Clear Broken Helm Hollow,N,N,Y,1,1,covered_by_internal_checklist_coverage,completed_now,complete,Riften Thaneship Frost And Rift Roads,none,
CHK-LOCATIONS-1002,Locations,Broken Limb Camp,location,Main-route prototype block,mapped_to_route_prototype,OBJ-001991,Clear Broken Limb Camp,N,N,Y,1,1,covered_by_internal_checklist_coverage,redistributed_or_gated,redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-LOCATIONS-1003,Locations,Broken Oar Grotto,location,Main-route prototype block,mapped_to_route_prototype,OBJ-001992,Clear Broken Oar Grotto,N,N,Y,2,3,covered_by_internal_checklist_coverage,not_entered_here | redistributed_or_gated,redistributed_or_staged_by_route_gate | staged_for_broken_oar_ahtar_kharjo_bundle,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Solitude Coast Wild Horse And Wolfskull,none,
CHK-LOCATIONS-1004,Locations,Broken Tower Redoubt,location,Main-route prototype block,mapped_to_route_prototype,OBJ-001993,Clear Broken Tower Redoubt,N,N,Y,1,1,covered_by_internal_checklist_coverage,cleared_now,complete,Markarth Prison Daedric Rites And Reach Redoubts,none,
CHK-LOCATIONS-1005,Locations,Bronze Water Cave,location,Main-route prototype block,mapped_to_route_prototype,OBJ-001995,Clear Bronze Water Cave,N,N,Y,2,2,covered_by_internal_checklist_coverage,audited_exit_only | redistributed_or_gated,redistributed_or_staged_by_route_gate | staged_for_fishing_clear_route,Nightingale Rewards And The Skeleton Key | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-LOCATIONS-1006,Locations,Brood Cavern,location,Main-route prototype block,mapped_to_route_prototype,OBJ-001996,Clear Brood Cavern,N,N,Y,1,1,covered_by_internal_checklist_coverage,redistributed_or_gated,redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-LOCATIONS-1007,Locations,Bruca's Leap Redoubt,location,Main-route prototype block,mapped_to_route_prototype,OBJ-001997,Clear Bruca's Leap Redoubt,N,N,Y,1,1,covered_by_internal_checklist_coverage,conditional_cleared_if_actual_target,conditional_complete,Markarth Prison Daedric Rites And Reach Redoubts,none,
CHK-LOCATIONS-1008,Locations,Bthardamz,location,Main-route prototype block,mapped_to_route_prototype,OBJ-001998,Clear Bthardamz,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,completed_now_orchendor_boundary,Peryite's Shrine And Bthardamz,none,
CHK-LOCATIONS-1009,Locations,Chillfurrow Farm,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002219,Discover Chillfurrow Farm,N,N,Y,0,1,covered_by_mapped_objective_internal_coverage,completed_now,complete,Guardian Stones Cache And Whiterun Farm Loop,none,
CHK-LOCATIONS-1010,Locations,Chillwind Depths,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002001,Clear Chillwind Depths,N,N,Y,1,1,covered_by_internal_checklist_coverage,redistributed_or_gated,redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-LOCATIONS-1011,Locations,Clearpine Pond,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002002,Clear Clearpine Pond,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Haafingar Caves Volskygge And Night Hunter,none,
CHK-LOCATIONS-1012,Locations,Clearspring Tarn,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002003,Clear Clearspring Tarn,N,N,Y,1,1,covered_by_internal_checklist_coverage,completed_now,complete,Riften Thaneship Frost And Rift Roads,none,
CHK-LOCATIONS-1013,Locations,Cliffside Retreat,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002220,Discover Cliffside Retreat,N,N,Y,2,2,covered_by_internal_checklist_coverage,completed_in_guide | redistributed_or_gated,complete | redistributed_or_staged_by_route_gate,Haafingar Caves Volskygge And Night Hunter | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-LOCATIONS-1014,Locations,College of Winterhold,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002221,Discover College of Winterhold,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,"Winterhold, College Entry, And Saarthal",none,
CHK-LOCATIONS-1015,Locations,Crabber's Shanty,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002222,Discover Crabber's Shanty,N,N,Y,1,1,covered_by_internal_checklist_coverage,redistributed_or_gated,redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-LOCATIONS-1016,Locations,Cracked Tusk Keep,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002006,Clear Cracked Tusk Keep,N,N,Y,2,2,covered_by_internal_checklist_coverage,parked_if_siddgeir_target | redistributed_or_gated,redistributed_or_staged_by_route_gate | staged_for_level_20_mehrunes_route,Falkreath Land Lakeview Foundation And Glenmoril Coven | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-LOCATIONS-1017,Locations,Cradle Stone Tower,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002007,Clear Cradle Stone Tower,N,N,Y,1,1,covered_by_internal_checklist_coverage,redistributed_or_gated,redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-LOCATIONS-1018,Locations,Cradlecrush Rock,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002008,Clear Cradlecrush Rock,N,N,Y,1,1,covered_by_internal_checklist_coverage,redistributed_or_gated,redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-LOCATIONS-1019,Locations,Cragslane Cavern,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002009,Clear Cragslane Cavern,N,N,Y,1,1,covered_by_internal_checklist_coverage,completed_now,complete,Riften Thaneship Frost And Rift Roads,none,
CHK-LOCATIONS-1020,Locations,Cragwallow Slope,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002010,Clear Cragwallow Slope,N,N,Y,1,1,covered_by_internal_checklist_coverage,redistributed_or_gated,redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-LOCATIONS-1021,Locations,Cronvangr Cave,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002011,Clear Cronvangr Cave,N,N,Y,2,2,covered_by_internal_checklist_coverage,not_routed_here | placed_in_guide,complete | staged_for_cronvangr_the_contest_bundle,Windhelm Follow-Up And Eastmarch Roads | Windhelm Murder Investigation And White Phial,none,
CHK-LOCATIONS-1022,Locations,Crystaldrift Cave,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002012,Clear Crystaldrift Cave,N,N,Y,2,2,covered_by_internal_checklist_coverage,not_started_here | redistributed_or_gated,redistributed_or_staged_by_route_gate | staged_for_gadnors_staff_bundle,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Riften Thaneship Frost And Rift Roads,none,
CHK-LOCATIONS-1023,Locations,Dainty Sload,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002013,Clear Dainty Sload,N,N,Y,2,3,covered_by_internal_checklist_coverage,not_entered_here | placed_in_guide,complete | staged_for_dainty_sload_bundle,"Solitude Coast Wild Horse And Wolfskull | Whispers, Solitude Jobs, And The Wedding Assassination",none,
CHK-LOCATIONS-1024,Locations,Dark Brotherhood Sanctuary,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002224,Discover Dark Brotherhood Sanctuary,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Cicero Aventus And The Sanctuary Door,none,
CHK-LOCATIONS-1025,Locations,Darklight Tower,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002015,Clear Darklight Tower,N,N,Y,1,1,covered_by_internal_checklist_coverage,completed_now,complete,Riften Thaneship Frost And Rift Roads,none,
CHK-LOCATIONS-1026,Locations,Darkshade,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002016,Clear Darkshade,N,N,Y,1,1,covered_by_internal_checklist_coverage,redistributed_or_gated,redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-LOCATIONS-1027,Locations,Darkwater Crossing,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002226,Discover Darkwater Crossing,N,N,Y,1,1,covered_by_internal_checklist_coverage,discovered_now,complete,Riften Thaneship Frost And Rift Roads,none,
CHK-LOCATIONS-1028,Locations,Darkwater Pass,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002017,Clear Darkwater Pass,N,N,Y,2,2,covered_by_internal_checklist_coverage,conditional_completed_now | conditional_in_guide,complete_if_level_18_plus | complete_if_not_done_prior,Riften Thaneship Frost And Rift Roads | Windhelm Follow-Up And Eastmarch Roads,none,
CHK-LOCATIONS-1029,Locations,Dawnstar,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002227,Discover Dawnstar,N,N,Y,2,2,covered_by_internal_checklist_coverage,redistributed_or_gated | retrospectively_placed,complete | redistributed_or_staged_by_route_gate,Bards College Lost Library And Instrument Roads | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-LOCATIONS-1030,Locations,Dawnstar Sanctuary,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002228,Discover Dawnstar Sanctuary,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,"Security, Shadowmere, And The Brotherhood Endgame",none,
CHK-LOCATIONS-1031,Locations,Dead Crone Rock,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002018,Clear Dead Crone Rock,N,N,Y,1,1,covered_by_internal_checklist_coverage,redistributed_or_gated,redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-LOCATIONS-1032,Locations,Dead Men's Respite,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002019,Clear Dead Men's Respite,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Bards College Lost Library And Instrument Roads,none,
CHK-LOCATIONS-1033,Locations,Deep Folk Crossing,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002229,Discover Deep Folk Crossing,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,completed_now,Arkngthamz And The First Aetherium Shards,none,
CHK-LOCATIONS-1034,Locations,Deepwood Redoubt,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002020,Clear Deepwood Redoubt,N,N,Y,2,2,covered_by_internal_checklist_coverage,conditional_cleared_if_actual_target | placed_or_already_cleared,conditional_complete,"Markarth Prison Daedric Rites And Reach Redoubts | Security, Shadowmere, And The Brotherhood Endgame",none,
CHK-LOCATIONS-1035,Locations,Dragon Bridge,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002230,Discover Dragon Bridge,N,N,Y,2,2,covered_by_internal_checklist_coverage,redistributed_or_gated | retrospectively_moved_earlier,complete | redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Solitude Coast Dragon Bridge Wild Horse And Wolfskull,none,
CHK-LOCATIONS-1036,Locations,Dragon Bridge Overlook,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002022,Clear Dragon Bridge Overlook,N,N,Y,1,1,covered_by_internal_checklist_coverage,conditional_cleared_if_actual_target,conditional_complete,Markarth Prison Daedric Rites And Reach Redoubts,none,
CHK-LOCATIONS-1037,Locations,Dragonsreach,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002231,Discover Dragonsreach,N,N,Y,0,1,covered_by_mapped_objective_internal_coverage,discovered,complete,First Day In Whiterun,none,
CHK-LOCATIONS-1038,Locations,Dragontooth Crater,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002023,Clear Dragontooth Crater,N,N,Y,1,1,covered_by_internal_checklist_coverage,redistributed_or_gated,redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-LOCATIONS-1039,Locations,Drelas' Cottage,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002024,Clear Drelas' Cottage,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Blades Research Blackreach And The Fallen,none,
CHK-LOCATIONS-1040,Locations,Driftshade Refuge,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002025,Clear Driftshade Refuge,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,"Companions Finale, Totems, And Beast-Blood Preservation",none,
CHK-LOCATIONS-1041,Locations,Druadach Redoubt,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002026,Clear Druadach Redoubt,N,N,Y,1,1,covered_by_internal_checklist_coverage,conditional_cleared_if_actual_target,conditional_complete,Markarth Prison Daedric Rites And Reach Redoubts,none,
CHK-LOCATIONS-1042,Locations,Dushnikh Yal,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002232,Discover Dushnikh Yal,N,N,Y,1,2,covered_by_internal_checklist_coverage,redistributed_or_gated,redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-LOCATIONS-1043,Locations,Duskglow Crevice,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002027,Clear Duskglow Crevice,N,N,Y,1,1,covered_by_internal_checklist_coverage,redistributed_or_gated,redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-LOCATIONS-1044,Locations,Dustman's Cairn,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002028,Clear Dustman's Cairn,N,N,Y,0,1,covered_by_mapped_objective_internal_coverage,completed_now,complete,Companions Entry,none,
CHK-LOCATIONS-1045,Locations,East Empire Company Warehouse,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002233,Discover East Empire Company Warehouse,N,N,Y,1,1,covered_by_internal_checklist_coverage,completed_now,complete,Goldenglow Honningbrew Solitude And Snow Veil,none,
CHK-LOCATIONS-1046,Locations,Eldergleam Sanctuary,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002235,Discover Eldergleam Sanctuary,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Gildergreen Renewal After The War,none,
CHK-LOCATIONS-1047,Locations,Eldersblood Peak,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002030,Clear Eldersblood Peak,N,N,Y,2,2,covered_by_internal_checklist_coverage,clearable_location_completed,complete,"Dawnstar, Pale Blade, And Heljarchen | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump",none,
CHK-LOCATIONS-1048,Locations,Embershard Mine,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002031,Clear Embershard Mine,N,N,Y,2,4,covered_by_internal_checklist_coverage,conditional_if_siddgeir_target | placed_in_guide,complete | conditional_complete_if_assigned,Falkreath Land Lakeview Foundation And Glenmoril Coven | Whiterun Property Western Caves Gray-Mane Rescue And Onmund,none,
CHK-LOCATIONS-1049,Locations,Evergreen Grove,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002032,Clear Evergreen Grove,N,N,Y,1,1,covered_by_internal_checklist_coverage,redistributed_or_gated,redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-LOCATIONS-1050,Locations,Faldar's Tooth,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002034,Clear Faldar's Tooth,N,N,Y,2,2,covered_by_internal_checklist_coverage,not_started_here | redistributed_or_gated,redistributed_or_staged_by_route_gate | staged_for_bloodthirst_or_rift_fort_bundle,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Riften Thaneship Frost And Rift Roads,none,
CHK-LOCATIONS-1051,Locations,Falkreath,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002236,Discover Falkreath,N,N,Y,1,2,covered_by_internal_checklist_coverage,redistributed_or_gated,redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-LOCATIONS-1052,Locations,Falkreath Watchtower,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002035,Clear Falkreath Watchtower,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,"Bittercup, The Pit, And Fortunate Son",none,
CHK-LOCATIONS-1053,Locations,Fallowstone Cave,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002036,Clear Fallowstone Cave,N,N,Y,1,1,covered_by_internal_checklist_coverage,redistributed_or_gated,redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-LOCATIONS-1054,Locations,Fellglow Keep,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002037,Clear Fellglow Keep,N,N,Y,2,2,covered_by_internal_checklist_coverage,entered_not_cleared | redistributed_or_gated,redistributed_or_staged_by_route_gate | staged_for_later_clear_decision,Fellglow Keep And Good Intentions | Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-LOCATIONS-1055,Locations,Folgunthur,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002038,Clear Folgunthur,N,N,Y,1,1,covered_by_internal_checklist_coverage,retrospectively_moved_earlier,complete,Potema Shield Of Solitude And Bone Wolf,none,
CHK-LOCATIONS-1056,Locations,Forelhost,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002039,Clear Forelhost,N,N,Y,2,2,covered_by_internal_checklist_coverage,not_started_here | redistributed_or_gated,redistributed_or_staged_by_route_gate | staged_for_storm_call_dragon_priest_bundle,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Riften Thaneship Frost And Rift Roads,none,
CHK-LOCATIONS-1057,Locations,Forsaken Cave,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002040,Clear Forsaken Cave,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Windhelm Murder Investigation And White Phial,none,
CHK-LOCATIONS-1058,Locations,Fort Amol,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002241,Discover Fort Amol,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Imperial Civil War,none,
CHK-LOCATIONS-1059,Locations,Fort Dunstad,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002243,Discover Fort Dunstad,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Imperial Civil War,none,
CHK-LOCATIONS-1060,Locations,Fort Fellhammer,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002041,Clear Fort Fellhammer,N,N,Y,1,1,covered_by_internal_checklist_coverage,redistributed_or_gated,redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-LOCATIONS-1061,Locations,Fort Greenwall,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002244,Discover Fort Greenwall,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Imperial Civil War,none,
CHK-LOCATIONS-1062,Locations,Fort Greymoor,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002245,Discover Fort Greymoor,N,N,Y,1,2,covered_by_internal_checklist_coverage,redistributed_or_gated,redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-LOCATIONS-1063,Locations,Fort Hraggstad,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002246,Discover Fort Hraggstad,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Imperial Civil War,none,
CHK-LOCATIONS-1064,Locations,Fort Kastav,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002247,Discover Fort Kastav,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Imperial Civil War,none,
CHK-LOCATIONS-1065,Locations,Fort Neugrad,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002248,Discover Fort Neugrad,N,N,Y,1,1,covered_by_internal_checklist_coverage,redistributed_or_gated,redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-LOCATIONS-1066,Locations,Fort Snowhawk,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002249,Discover Fort Snowhawk,N,N,Y,1,1,covered_by_internal_checklist_coverage,redistributed_or_gated,redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-LOCATIONS-1067,Locations,Fort Sungard,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002250,Discover Fort Sungard,N,N,Y,1,1,covered_by_internal_checklist_coverage,redistributed_or_gated,redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-LOCATIONS-1068,Locations,Four Skull Lookout,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002043,Clear Four Skull Lookout,N,N,Y,2,2,covered_by_internal_checklist_coverage,completed_in_guide | tb044_direct_route,complete,Peryite's Shrine And Bthardamz,none,
CHK-LOCATIONS-1069,Locations,Froki's Shack,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002251,Discover Froki's Shack,N,N,Y,2,2,covered_by_internal_checklist_coverage,audited_not_routed_here | redistributed_or_gated,redistributed_or_staged_by_route_gate | staged_for_multi_region_trial_bundle,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Southern Warm Corridor,none,
CHK-LOCATIONS-1070,Locations,Frostflow Lighthouse,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002045,Clear Frostflow Lighthouse,N,N,Y,1,1,covered_by_internal_checklist_coverage,redistributed_or_gated,redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-LOCATIONS-1071,Locations,Frostmere Crypt,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002046,Clear Frostmere Crypt,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,"Dawnstar, Pale Blade, And Heljarchen",none,
CHK-LOCATIONS-1072,Locations,Gallows Rock,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002048,Clear Gallows Rock,N,N,Y,0,1,covered_by_mapped_objective_internal_coverage,discovered_entered_cleared,complete,Beast Blood And The Silver Hand,none,
CHK-LOCATIONS-1073,Locations,Geirmund's Hall,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002049,Clear Geirmund's Hall,N,N,Y,1,1,covered_by_internal_checklist_coverage,placed_in_guide,complete,Gauldur Legend Finale,none,
CHK-LOCATIONS-1074,Locations,Giant's Grove,location,Appendix-only checklist,mapped_to_appendix,OBJ-002050,Reconcile Giant's Grove Cleared Marker,Y,N,Y,2,1,covered_by_internal_checklist_coverage,needs_route_resolution_added | redistributed_or_gated,NEEDS ROUTE RESOLUTION | redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | TB-038R order and delayed-task repair register,none,
CHK-LOCATIONS-1075,Locations,Gjukar's Monument,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002255,Discover Gjukar's Monument,N,N,Y,1,2,covered_by_internal_checklist_coverage,redistributed_or_gated,redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
CHK-LOCATIONS-1076,Locations,Glenmoril Coven,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002052,Clear Glenmoril Coven,Y,Y,Y,2,3,covered_by_internal_checklist_coverage,completed_at_level_14_or_staged | tb038r_delayed_task_closed,complete_or_accounted_for | conditional_complete_or_staged,Falkreath Land Lakeview Foundation And Glenmoril Coven | TB-038R order and delayed-task repair register,none,
CHK-LOCATIONS-1077,Locations,Gloombound Mine,location,Main-route prototype block,mapped_to_route_prototype,OBJ-002256,Discover Gloombound Mine,N,N,Y,1,1,covered_by_internal_checklist_coverage,redistributed_or_gated,redistributed_or_staged_by_route_gate,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump,none,
