audit_area,constraint_id,constraint_source_file,source_section,row_label,constraint_type,objective_id,objective_name,severity,final_coverage_status,guide_locations,route_protection,audit_status,recommended_action,evidence,notes
trophy_dependency,RPCON-000468,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000270,Kolskeggr Mine,hard_gate,unresolved,Markarth Nchuand-Zel And Old Hroldan | Markarth Prison Daedric Rites And Reach Redoubts | TB-038R order and delayed-task repair register,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_existing_route_resolution,none_existing_route_resolution,Constraint row remains visible through explicit NEEDS ROUTE RESOLUTION coverage.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000469,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000271,Soljund's Sinkhole,hard_gate,placed_in_main_guide,Markarth Nchuand-Zel And Old Hroldan,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000470,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000272,Rogatus's Letter,hard_gate,placed_in_main_guide,Markarth Nchuand-Zel And Old Hroldan,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000471,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000273,Sanuarach Mine,hard_gate,unresolved,Markarth Prison Daedric Rites And Reach Redoubts | Peryite's Shrine And Bthardamz | TB-038R order and delayed-task repair register,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_existing_route_resolution,none_existing_route_resolution,Constraint row remains visible through explicit NEEDS ROUTE RESOLUTION coverage.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000472,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000274,Delivery (Banning),hard_gate,placed_in_main_guide,Markarth Nchuand-Zel And Old Hroldan,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000473,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000275,Lisbet's Missing Shipment,hard_gate,placed_in_main_guide,Markarth Nchuand-Zel And Old Hroldan | Markarth Prison Daedric Rites And Reach Redoubts,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000474,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000276,Delivery to Calcelmo,hard_gate,placed_in_main_guide,Markarth Nchuand-Zel And Old Hroldan,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000475,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000277,Speak to Degaine,hard_gate,placed_in_main_guide,Markarth Nchuand-Zel And Old Hroldan | Markarth Prison Daedric Rites And Reach Redoubts,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000476,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000278,Bothela's Discreet Delivery,hard_gate,placed_in_main_guide,Markarth Nchuand-Zel And Old Hroldan,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000477,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000279,A Few Words with You (Omluag),hard_gate,placed_in_main_guide,Markarth Nchuand-Zel And Old Hroldan,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000478,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000280,Buy Dwarven artifact,hard_gate,unresolved,Final Reconciliation open route-resolution items,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_existing_route_resolution,none_existing_route_resolution,Constraint row remains visible through explicit NEEDS ROUTE RESOLUTION coverage.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000479,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000281,Nimhe the Poisoned One,hard_gate,placed_in_main_guide,Markarth Nchuand-Zel And Old Hroldan,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000480,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000282,Skilled Apprenticeship,hard_gate,unresolved,Final Reconciliation open route-resolution items,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_existing_route_resolution,none_existing_route_resolution,Constraint row remains visible through explicit NEEDS ROUTE RESOLUTION coverage.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000481,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000283,Kill the Forsworn Leader (Igmund),hard_gate,placed_in_main_guide,Reach redoubt pass and Homes Household Services Pets And Mounts,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000482,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000284,Dungeon Delving (Hrolfdir's Shield),hard_gate,unresolved,Markarth Nchuand-Zel And Old Hroldan | TB-038R order and delayed-task repair register,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_existing_route_resolution,none_existing_route_resolution,Constraint row remains visible through explicit NEEDS ROUTE RESOLUTION coverage.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000483,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000285,Coated in Blood,hard_gate,unresolved,Markarth Nchuand-Zel And Old Hroldan | Markarth Prison Daedric Rites And Reach Redoubts | TB-038R order and delayed-task repair register,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_existing_route_resolution,none_existing_route_resolution,Constraint row remains visible through explicit NEEDS ROUTE RESOLUTION coverage.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000484,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000286,Search and Seizure,hard_gate,placed_in_main_guide,Markarth Nchuand-Zel And Old Hroldan,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000485,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000287,Smooth Jazbay,hard_gate,unresolved,Riften Thaneship Frost And Rift Roads | TB-038R order and delayed-task repair register,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_existing_route_resolution,none_existing_route_resolution,Constraint row remains visible through explicit NEEDS ROUTE RESOLUTION coverage.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000486,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000288,Bow to the Master,hard_gate,placed_in_main_guide,Riften Thaneship Frost And Rift Roads,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000487,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000289,Flight or Fight,hard_gate,placed_in_main_guide,Riften Thaneship Frost And Rift Roads,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000488,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000290,The Straw that Broke,hard_gate,placed_in_main_guide,Southern Warm Corridor,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000489,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000291,Climb the Steps,hard_gate,placed_in_main_guide,Main Quest Staging Before Sky Haven | Southern Warm Corridor,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000490,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000292,Grin and Bear It,hard_gate,placed_in_main_guide,First Brotherhood Contracts And Muiri's Revenge | in_progress_to_mr030,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000491,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000293,Lifting the Shroud,hard_gate,placed_in_main_guide,Southern Warm Corridor,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000492,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000294,Grimsever's Return,hard_gate,placed_in_main_guide,"Riften Thaneship Frost And Rift Roads | Whispers, Solitude Jobs, Nazir Contracts, and the Wedding Assassination",Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000493,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000295,Ringmaker,hard_gate,unresolved,First Riften Visit And Guild Doorway | TB-038R order and delayed-task repair register,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_existing_route_resolution,none_existing_route_resolution,Constraint row remains visible through explicit NEEDS ROUTE RESOLUTION coverage.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000494,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000296,Few and Far Between,hard_gate,unresolved,First Riften Visit And Guild Doorway | Riften Thaneship Frost And Rift Roads | TB-038R order and delayed-task repair register,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_existing_route_resolution,none_existing_route_resolution,Constraint row remains visible through explicit NEEDS ROUTE RESOLUTION coverage.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000495,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000297,Under the Table,hard_gate,placed_in_main_guide,First Riften Visit And Guild Doorway | Riften Thaneship Frost And Rift Roads | Southern Warm Corridor,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000496,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000298,Special Delivery (Bolli),hard_gate,placed_in_main_guide,First Riften Visit And Guild Doorway | Markarth Nchuand-Zel And Old Hroldan | Riften Thaneship Frost And Rift Roads,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000497,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000299,Truth Ore Consequences,hard_gate,placed_in_main_guide,First Riften Visit And Guild Doorway | Riften Thaneship Frost And Rift Roads,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000498,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000300,Distant Memories,hard_gate,unresolved,First Riften Visit And Guild Doorway | Riften Thaneship Frost And Rift Roads | TB-038R order and delayed-task repair register,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_existing_route_resolution,none_existing_route_resolution,Constraint row remains visible through explicit NEEDS ROUTE RESOLUTION coverage.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000499,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000301,Caught Red Handed,hard_gate,placed_in_main_guide,First Riften Visit And Guild Doorway | Riften Thaneship Frost And Rift Roads,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000500,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000302,Helping Hand,hard_gate,placed_in_main_guide,First Riften Visit And Guild Doorway,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000501,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000303,The Raid,hard_gate,placed_in_main_guide,First Riften Visit And Guild Doorway,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000502,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000304,Pilgrimage,hard_gate,placed_in_main_guide,"First Riften Visit And Guild Doorway | High Hrothgar, Ustengrav, Morthal, and the Embassy | Riften Thaneship Frost And Rift Roads",Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000503,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000305,Ice Cold,hard_gate,unresolved,First Riften Visit And Guild Doorway | TB-038R order and delayed-task repair register,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_existing_route_resolution,none_existing_route_resolution,Constraint row remains visible through explicit NEEDS ROUTE RESOLUTION coverage.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000504,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000306,Bring It!,hard_gate,placed_in_main_guide,First Riften Visit And Guild Doorway,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000505,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000307,Supply and Demand,hard_gate,placed_in_main_guide,First Riften Visit And Guild Doorway | Riften Thaneship Frost And Rift Roads,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000506,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000308,Hunt and Gather,hard_gate,unresolved,First Riften Visit And Guild Doorway | Riften Thaneship Frost And Rift Roads | TB-038R order and delayed-task repair register | Windhelm Murder Investigation And White Phial,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_existing_route_resolution,none_existing_route_resolution,Constraint row remains visible through explicit NEEDS ROUTE RESOLUTION coverage.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000507,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000309,Stabilized,hard_gate,placed_in_main_guide,First Riften Visit And Guild Doorway,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000508,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000310,The Lover's Requital,hard_gate,placed_in_main_guide,First Riften Visit And Guild Doorway | Riften Thaneship Frost And Rift Roads,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000509,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000311,Bloody Nose,hard_gate,placed_in_main_guide,First Riften Visit And Guild Doorway,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000510,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000312,Spread the Love,hard_gate,unresolved,Markarth Nchuand-Zel And Old Hroldan | Riften Thaneship Frost And Rift Roads | TB-038R order and delayed-task repair register,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_existing_route_resolution,none_existing_route_resolution,Constraint row remains visible through explicit NEEDS ROUTE RESOLUTION coverage.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000511,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000313,Sealing the Deal,hard_gate,unresolved,First Riften Visit And Guild Doorway | TB-038R order and delayed-task repair register,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_existing_route_resolution,none_existing_route_resolution,Constraint row remains visible through explicit NEEDS ROUTE RESOLUTION coverage.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000512,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000314,Stoking the Flames,hard_gate,unresolved,"Dawnstar, Vaermina, And Cold-Weather Setup | First Riften Visit And Guild Doorway | TB-038R order and delayed-task repair register",Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_existing_route_resolution,none_existing_route_resolution,Constraint row remains visible through explicit NEEDS ROUTE RESOLUTION coverage.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000513,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000315,Mine or Yours,hard_gate,placed_in_main_guide,Riften Thaneship Frost And Rift Roads,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000514,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000316,Special Delivery (Sylgja),hard_gate,placed_in_main_guide,Riften Thaneship Frost And Rift Roads,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000515,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000317,The Words of Power,hard_gate,placed_in_main_guide,Main Quest Staging Before Sky Haven | Paarthurnax And Blades Branch,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000516,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000318,A Lovely Letter,hard_gate,placed_in_main_guide,Helgen Riverwood And First Survival Loop,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000517,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000319,Erik the Slayer,hard_gate,placed_in_main_guide,Goldenhills Farm And Rorikstead,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_constraint_accounted_in_main_guide,none,Objective is represented in the current main guide coverage ledger.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
trophy_dependency,RPCON-000518,data/constraints/trophy-dependencies.md,Base Game Counter and System Trophies,Hero of the People,trophy_dependency,OBJ-000320,Dungeon Delving (Amren's Family Sword),hard_gate,unresolved,First Day In Whiterun | Halted Stream And Silent Moons Level Gate | TB-038R order and delayed-task repair register,Route protection: Route at least 50 distinct finite misc objectives rather than relying on repeated-objective behavior.,pass_existing_route_resolution,none_existing_route_resolution,Constraint row remains visible through explicit NEEDS ROUTE RESOLUTION coverage.,Source notes: SN-000022 | SN-000103. TB-039 uses existing sourced constraint rows and current guide/coverage state; no broad gameplay research performed.
