objective_id,objective_name,category,subcategory,route_placement,final_coverage_status,internal_coverage_row_count,coverage_statuses,completion_statuses,guide_locations
OBJ-000683,Grey Spotted Wild Horse,pet_mount,ae_mount,main_route,placed_in_main_guide,1,wild_horse_tamed,complete,Homes Household Services Pets And Mounts
OBJ-000684,Pale Mare Wild Horse,pet_mount,ae_mount,main_route,placed_in_main_guide,1,wild_horse_tamed,complete,Homes Household Services Pets And Mounts
OBJ-000685,Red Wild Horse,pet_mount,ae_mount,main_route,placed_in_main_guide,1,wild_horse_tamed,complete,Homes Household Services Pets And Mounts
OBJ-000686,White Spotted Wild Horse,pet_mount,ae_mount,main_route,placed_in_main_guide,3,not_routed_here | placed_in_guide | wild_horse_confirmed,already_complete_confirmed | complete | staged_for_wild_horse_route,Bards College Lost Library And Instrument Roads | Homes Household Services Pets And Mounts | Windhelm Follow-Up And Eastmarch Roads
OBJ-000687,Unicorn Mount,pet_mount,ae_mount,main_route,placed_in_main_guide,1,unique_mount_tamed,complete,Homes Household Services Pets And Mounts
OBJ-000688,Dwarven Horse Mount,pet_mount,ae_mount,main_route,placed_in_main_guide,1,unique_mount_claimed,complete,Homes Household Services Pets And Mounts
OBJ-000689,Reindeer Mount,pet_mount,ae_mount,main_route,placed_in_main_guide,2,placed_in_guide | unique_mount_confirmed,already_complete_confirmed | complete,"Dawnstar, Pale Blade, And Heljarchen | Homes Household Services Pets And Mounts"
OBJ-000690,Elven Horse Armor,pet_mount,ae_mount_equipment,main_route,placed_in_main_guide,2,completed_now | mount_equipment_confirmed,already_complete_confirmed | complete,Homes Household Services Pets And Mounts | Saadia First Horse And Western Road Support
OBJ-000691,Steel Horse Armor,pet_mount,ae_mount_equipment,main_route,placed_in_main_guide,3,held_for_storage_supported_stable_visit | mount_equipment_confirmed | retrospectively_inserted,already_complete_confirmed | complete | staged_for_mr040a_storage_supported_purchase,Homes Household Services Pets And Mounts | Saadia First Horse And Western Road Support | Whiterun Property Western Caves Gray-Mane Rescue And Onmund
OBJ-000692,Plague of the Dead Zombie System,ae_creation,ae_creature_system,appendix,placed_in_main_guide,1,placed_in_guide,system_active,Rising Dead Early Activation
OBJ-000693,Arcane Accessories Spell Tome and Robe Set,spell_power,ae_spell_item_set,main_route,unresolved,2,needs_route_resolution_added | progressed_in_guide,NEEDS ROUTE RESOLUTION | partial_spell_members_complete,Bards College Lost Library And Instrument Roads | TB-038R order and delayed-task repair register
OBJ-000694,Necromantic Grimoire Spell Tome and Apparel Set,spell_power,ae_spell_item_set,main_route,placed_in_main_guide,2,placed_in_guide | progressed_in_guide,partial_set_progress | partial_spell_member_complete,"Dawnstar, Pale Blade, And Heljarchen | Solitude Coast Wild Horse And Wolfskull"
OBJ-000695,Plague of the Dead Zombie Spell Tome Set,spell_power,ae_spell_item_set,main_route,placed_in_main_guide,1,placed_in_guide,complete,Rising Dead Early Activation
OBJ-000696,Staves Creation Staff Set,crafting_unlock,ae_staff_set,main_route,unresolved,1,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items
OBJ-000697,"Rare Curios Ammunition, Ingredient, and Curio Set",crafting_unlock,ae_ingredient_material_set,main_route,unresolved,1,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items
OBJ-000698,"Saints and Seducers Item, Material, and Curio Set",crafting_unlock,ae_ingredient_material_set,main_route,unresolved,1,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items
OBJ-000699,Plague of the Dead Mort Flesh Ingredient Set,crafting_unlock,ae_ingredient_material_set,main_route,unresolved,2,needs_route_resolution_added | progressed_in_guide,NEEDS ROUTE RESOLUTION | in_progress,Rising Dead Early Activation | TB-038R order and delayed-task repair register
OBJ-000700,"Fishing Food, Ingredient, Equipment, and Reward Item Set",ae_creation,ae_item_consumable_set,main_route,placed_in_main_guide,1,audited_not_started_here,staged_for_controlled_fishing_route,Gauldur Legend Finale
OBJ-000701,Forgotten Seasons Food Ingredient and Utility Item Set,ae_creation,ae_item_consumable_set,main_route,placed_in_main_guide,1,ae_item_set_completed,complete,Homes Household Services Pets And Mounts
OBJ-000702,Survival Mode Food and Warmth Consumable Set,ae_creation,ae_survival_consumable_set,main_route,placed_in_main_guide,3,placed_in_guide | planning_introduced | support_loop_established,complete | staged_for_later_completion | staged_for_later_hot_food_completion,"Dawnstar, Vaermina, And Cold-Weather Setup | Helgen Riverwood And First Survival Loop | MR-001"
OBJ-000703,Nix-Hound Food and Spell Tome Item Set,ae_creation,ae_item_consumable_set,main_route,unresolved,1,needs_route_resolution_refined,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items
OBJ-000704,Adventurer's Backpack Equipment Set,crafting_unlock,ae_equipment_crafting_set,main_route,unresolved,1,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items
OBJ-000705,Camping Supplies Crafting System,crafting_unlock,ae_survival_crafting_system,main_route,placed_in_main_guide,2,placed_in_guide | staged_for_later_craft,complete | staged_for_later_completion,"Dawnstar, Vaermina, And Cold-Weather Setup | MR-001"
OBJ-000706,"Arcane Archer Ammunition, Spell Tome, and Miscellaneous Item Set",crafting_unlock,ae_ammunition_set,main_route,unresolved,1,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items
OBJ-000707,Expanded Crossbow Pack Weapon and Crafting Set,crafting_unlock,ae_weapon_crafting_set,main_route,unresolved,2,audited_not_routed_here | needs_route_resolution_reaffirmed,NEEDS ROUTE RESOLUTION | staged_for_crossbow_crafting_equipment_pass,Final Reconciliation route-resolution list | Potema Shield Of Solitude And Bone Wolf
OBJ-000708,Elite Crossbows Weapon and Crafting Set,crafting_unlock,ae_weapon_crafting_set,main_route,unresolved,2,needs_route_resolution_reaffirmed | partially_placed_in_guide,NEEDS ROUTE RESOLUTION | progressed,Final Reconciliation route-resolution list | Haafingar Caves Volskygge And Night Hunter
OBJ-000709,Nordic Jewelry Equipment and Crafting Set,crafting_unlock,ae_equipment_crafting_set,main_route,unresolved,2,held_for_later_crafting_route | needs_route_resolution_added,NEEDS ROUTE RESOLUTION | staged_for_later_crafting_route,First Day In Whiterun | TB-038R order and delayed-task repair register
OBJ-000710,Fearsome Fists Brawler Gauntlet Set,crafting_unlock,ae_equipment_crafting_set,main_route,unresolved,1,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items
OBJ-000711,Gallows Hall Necromancy Crafting Systems,crafting_unlock,ae_home_crafting_system,main_route,placed_in_main_guide,1,placed_in_guide,partial,Windhelm Follow-Up And Eastmarch Roads
OBJ-000712,Myrwatch Crafting Station Access,crafting_unlock,ae_home_crafting_system,main_route,placed_in_main_guide,1,retrospectively_moved_earlier,complete,High Hrothgar Ustengrav Morthal And The Embassy
OBJ-000713,Alternative Armors - Daedric Mail Parent Set,unique_item,ae_armor_parent_set,main_route,placed_in_main_guide,3,completed_in_guide | placed_in_guide,complete,Windhelm Follow-Up And Eastmarch Roads
OBJ-000714,Alternative Armors - Daedric Plate Parent Set,unique_item,ae_armor_parent_set,main_route,placed_in_main_guide,2,completed_in_guide | placed_in_guide,complete,"Dawnstar, Pale Blade, And Heljarchen"
OBJ-000715,Alternative Armors - Dragon Plate Parent Set,unique_item,ae_armor_parent_set,main_route,placed_in_main_guide,1,placed_in_guide,mostly_complete,High-Risk AE Routes and Separate Worldspaces
OBJ-000716,Alternative Armors - Dragonscale Parent Set,unique_item,ae_armor_parent_set,main_route,placed_in_main_guide,2,not_completed_here | placed_in_guide,complete | staged_for_yorgrim_dragonscale_bundle,Windhelm Follow-Up And Eastmarch Roads | Windhelm Murder Investigation And White Phial
OBJ-000717,Alternative Armors - Dwarven Mail Parent Set,unique_item,ae_armor_parent_set,main_route,placed_in_main_guide,3,completed_in_guide | placed_with_delayed_closeout | tb044_closed,complete,"Southern Warm Corridor | Southern Warm Corridor and Dawnstar, Vaermina, and Cold-Weather Setup | Southern Warm Corridor or Dawnstar, Vaermina, and Cold-Weather Setup"
OBJ-000718,Alternative Armors - Dwarven Plate Parent Set,unique_item,ae_armor_parent_set,main_route,placed_in_main_guide,2,completed_in_guide | tb044_closed,complete,Peryite's Shrine And Bthardamz
OBJ-000719,Alternative Armors - Ebony Plate Parent Set,unique_item,ae_armor_parent_set,main_route,placed_in_main_guide,2,placed_in_guide | tb044_closed,complete | complete_with_all_perks_crafting_and_shield_policy,Windhelm Follow-Up And Eastmarch Roads
OBJ-000720,Alternative Armors - Elven Hunter Parent Set,unique_item,ae_armor_parent_set,main_route,unresolved,2,audited_same_building_not_started | needs_route_resolution_added,NEEDS ROUTE RESOLUTION | staged_for_later_sunderstone_bundle,Hircine And Bloated Man's Grotto | TB-038R order and delayed-task repair register
OBJ-000721,Alternative Armors - Iron Parent Set,unique_item,ae_armor_parent_set,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Security, Shadowmere, And The Brotherhood Endgame"
OBJ-000722,Alternative Armors - Leather Parent Set,unique_item,ae_armor_parent_set,main_route,unresolved,1,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items
OBJ-000723,Alternative Armors - Orcish Plate Parent Set,unique_item,ae_armor_parent_set,main_route,placed_in_main_guide,3,audited_not_routed_here | conditional_if_embershard_target | placed_in_guide,complete | conditional_complete_if_assigned | staged_for_smith_n_slash_orcish_plate_bundle,Falkreath Land Lakeview Foundation And Glenmoril Coven | Guardian Stones Cache And Whiterun Farm Loop | Whiterun Property Western Caves Gray-Mane Rescue And Onmund
OBJ-000724,Alternative Armors - Orcish Scaled Parent Set,unique_item,ae_armor_parent_set,main_route,unresolved,1,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items
OBJ-000725,Alternative Armors - Silver Parent Set,unique_item,ae_armor_parent_set,main_route,unresolved,1,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items
OBJ-000726,Alternative Armors - Stalhrim Fur Parent Set,unique_item,ae_armor_parent_set,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Temple Of Miraak, Skaal, And Stalhrim"
OBJ-000727,Alternative Armors - Steel Soldier Parent Set,unique_item,ae_armor_parent_set,main_route,placed_in_main_guide,1,placed_in_guide,complete,Solitude Coast Dragon Bridge Wild Horse And Wolfskull
OBJ-000728,Divine Crusader Relics Parent Set,unique_item,ae_unique_equipment_parent_set,main_route,unresolved,1,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items
OBJ-000729,Netch Leather Armor Parent Set,unique_item,ae_unique_equipment_parent_set,main_route,placed_in_main_guide,2,placed_in_guide | retrospectively_moved_earlier,complete,Ghosts of the Tribunal and Trueflame
OBJ-000730,Spell Knight Armor Parent Set,unique_item,ae_unique_equipment_parent_set,main_route,unresolved,2,audited_not_acquired_here | needs_route_resolution_added,NEEDS ROUTE RESOLUTION | staged_for_spell_knight_branch_and_ingredient_policy,Karthspire Sky Haven And Dragonbane | TB-038R order and delayed-task repair register
OBJ-000731,Vigil Enforcer Armor Set Parent Set,unique_item,ae_unique_equipment_parent_set,main_route,placed_in_main_guide,1,placed_in_guide,complete_parent_and_unlock,"Dawnstar, Pale Blade, And Heljarchen"
OBJ-000732,Civil War Champions Equipment Parent Set,unique_item,ae_unique_equipment_parent_set,main_route,placed_in_main_guide,1,placed_in_guide,complete,Imperial Civil War
OBJ-000733,Redguard Elite Armaments Parent Set,unique_item,ae_unique_equipment_parent_set,main_route,placed_in_main_guide,1,placed_in_guide,mostly_complete,High-Risk AE Routes and Separate Worldspaces
OBJ-000734,Saturalia Outfit Parent Set,unique_item,ae_unique_equipment_parent_set,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Dawnstar, Pale Blade, And Heljarchen"
OBJ-000735,Arms of Chaos Equipment Parent Set,unique_item,ae_unique_equipment_parent_set,main_route,unresolved,1,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items
OBJ-000736,Chrysamere Unique Weapon,unique_item,ae_unique_equipment_parent_set,main_route,unresolved,1,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items
OBJ-000737,Dawnfang and Duskfang Unique Weapon Set,unique_item,ae_unique_equipment_parent_set,main_route,unresolved,2,audited_same_path_not_started | needs_route_resolution_added,NEEDS ROUTE RESOLUTION | staged_for_later_guardian_vault_bundle,First Riften Visit And Guild Doorway | TB-038R order and delayed-task repair register
OBJ-000738,Dead Man's Dread Equipment Parent Set,unique_item,ae_unique_equipment_parent_set,main_route,unresolved,1,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items
OBJ-000739,Forgotten Seasons Equipment Reward Parent Set,unique_item,ae_unique_equipment_parent_set,main_route,placed_in_main_guide,2,placed_in_guide | unique_equipment_set_completed,complete,Homes Household Services Pets And Mounts | Nightingale Rewards And The Skeleton Key
OBJ-000740,Ghosts of the Tribunal Equipment Parent Set,unique_item,ae_unique_equipment_parent_set,main_route,placed_in_main_guide,1,placed_in_guide,complete_with_late_crafting_handoff,Ghosts Of The Tribunal And Trueflame
OBJ-000741,Lord's Mail Unique Armor,unique_item,ae_unique_equipment_parent_set,main_route,placed_in_main_guide,1,placed_in_guide,complete,Imperial Civil War
OBJ-000742,Ruin's Edge Unique Weapon,unique_item,ae_unique_equipment_parent_set,main_route,placed_in_main_guide,1,placed_in_guide,complete,Bards College Lost Library And Instrument Roads
OBJ-000743,Shadowrend Unique Weapon,unique_item,ae_unique_equipment_parent_set,main_route,unresolved,1,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items
OBJ-000744,Staff of Hasedoki Unique Staff,unique_item,ae_unique_equipment_parent_set,main_route,placed_in_main_guide,1,placed_in_guide,complete,Whiterun Property Western Caves Gray-Mane Rescue And Onmund
OBJ-000745,Staff of Sheogorath Unique Staff,unique_item,ae_unique_equipment_parent_set,main_route,unresolved,1,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items
OBJ-000746,Stendarr's Hammer Unique Weapon,unique_item,ae_unique_equipment_parent_set,main_route,unresolved,2,needs_route_resolution_added | not_acquired_here,NEEDS ROUTE RESOLUTION | staged_for_ae_unique_weapon_route,Markarth Nchuand-Zel And Old Hroldan | TB-038R order and delayed-task repair register
OBJ-000747,Sunder and Wraithguard Artifact Parent Set,unique_item,ae_unique_equipment_parent_set,main_route,unresolved,1,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items
OBJ-000748,The Gray Cowl Returns Equipment Parent Set,unique_item,ae_unique_equipment_parent_set,main_route,unresolved,1,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items
OBJ-000749,Umbra Unique Weapon,unique_item,ae_unique_equipment_parent_set,main_route,placed_in_main_guide,1,placed_in_guide,complete,High-Risk AE Routes and Separate Worldspaces
OBJ-000750,The Cause Equipment Reward Parent Set,unique_item,ae_unique_equipment_parent_set,main_route,placed_in_main_guide,1,placed_in_guide,mostly_complete,High-Risk AE Routes and Separate Worldspaces
OBJ-000751,The Contest Weapon Parent Set,unique_item,ae_unique_equipment_parent_set,main_route,placed_in_main_guide,1,placed_in_guide,complete,Windhelm Follow-Up And Eastmarch Roads
OBJ-000752,Bow of Shadows Unique Weapon,unique_item,ae_unique_equipment_parent_set,main_route,unresolved,1,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items
OBJ-000753,Goldbrand Unique Weapon,unique_item,ae_unique_equipment_parent_set,main_route,unresolved,1,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items
OBJ-000754,Headman's Cleaver Unique Weapon,unique_item,ae_unique_equipment_parent_set,main_route,unresolved,1,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items
OBJ-000755,Bittercup Reward Parent Set,unique_item,ae_unique_equipment_parent_set,main_route,placed_in_main_guide,1,placed_in_guide,complete_with_branch_and_holds,"Bittercup, The Pit, And Fortunate Son"
OBJ-000756,Goblins Equipment Parent Set,unique_item,ae_unique_equipment_parent_set,main_route,placed_in_main_guide,1,aggregate_tracker_confirmed,complete_with_unobtainable_member_exclusion,"Homes Household Services Pets And Mounts; Crafting, Enchanting, Alchemy, and Investments"
OBJ-000757,Pets of Skyrim Pet Equipment Parent Set,unique_item,ae_unique_equipment_parent_set,main_route,unresolved,1,needs_route_resolution_added,NEEDS ROUTE RESOLUTION,Final Reconciliation open route-resolution items
OBJ-000758,Wild Horses Map and Saddle Parent Set,unique_item,ae_unique_equipment_parent_set,main_route,unresolved,2,needs_route_resolution_added | progressed_in_guide,NEEDS ROUTE RESOLUTION | partial_map_complete_saddles_later,Solitude Coast Wild Horse And Wolfskull | TB-038R order and delayed-task repair register
OBJ-000759,Dwarven Armored Mudcrab Pet Item Parent Set,unique_item,ae_unique_equipment_parent_set,main_route,placed_in_main_guide,1,completed_now,complete,Markarth Nchuand-Zel And Old Hroldan
OBJ-000760,Dragon Soul Unlock Pool for All Shouts,spell_power,dragon_soul_unlock_pool,main_route,placed_in_main_guide,1,first_soul_absorbed,parent_started,Bleak Falls Barrow And First Dragon
OBJ-000761,Animal Allegiance,spell_power,dragon_shout,main_route,unresolved,3,advanced_in_guide | needs_route_resolution_added | word_learned_now,NEEDS ROUTE RESOLUTION | in_progress,"Companions Finale, Totems, And Beast-Blood Preservation | Riften Thaneship Frost And Rift Roads | TB-038R order and delayed-task repair register"
OBJ-000762,Aura Whisper,spell_power,dragon_shout,main_route,unresolved,3,needs_route_resolution_added | word_learned_now,NEEDS ROUTE RESOLUTION | in_progress,"Riften Thaneship Frost And Rift Roads | TB-038R order and delayed-task repair register | Whispers, Solitude Jobs, And The Wedding Assassination"
OBJ-000763,Battle Fury,spell_power,dragon_shout,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Vahlok's Tomb, Riekling Roads, And Thirsk"
OBJ-000764,Become Ethereal,spell_power,dragon_shout,main_route,unresolved,2,needs_route_resolution_added | progressed_in_guide,NEEDS ROUTE RESOLUTION | partial,Main Quest Staging Before Sky Haven | TB-038R order and delayed-task repair register
OBJ-000765,Bend Will,spell_power,dragon_shout,main_route,placed_in_main_guide,3,placed_in_guide,complete | in_progress_1_of_3 | in_progress_2_of_3,"Miraak Finale, Lost Knowledge, And Last Black Books | Tel Mithryn, Nchardak, And Kagrumez | Temple Of Miraak, Skaal, And Stalhrim"
OBJ-000766,Call Dragon,spell_power,dragon_shout,main_route,placed_in_main_guide,1,placed_in_guide,complete,Blades Research Blackreach And The Fallen
OBJ-000767,Call of Valor,spell_power,dragon_shout,main_route,placed_in_main_guide,1,placed_in_guide,complete,World-Eater's Eyrie and Dragonslayer
OBJ-000768,Clear Skies,spell_power,dragon_shout,main_route,placed_in_main_guide,1,placed_in_guide,complete,Blades Research Blackreach And The Fallen
OBJ-000769,Cyclone,spell_power,dragon_shout,main_route,placed_in_main_guide,5,held_for_later | placed_in_guide,complete | held_for_benkongerike_route | held_for_white_ridge_route | in_progress_2_of_3 | in_progress_kolbjorn_word_learned,"Kolbjorn Excavation And Raven Rock West | Miraak Finale, Lost Knowledge, And Last Black Books | Tel Mithryn, Nchardak, And Kagrumez | Temple Of Miraak, Skaal, And Stalhrim"
OBJ-000770,Disarm,spell_power,dragon_shout,main_route,unresolved,2,needs_route_resolution_added | word_learned_now,NEEDS ROUTE RESOLUTION | in_progress,Goldenglow Honningbrew Solitude And Snow Veil | TB-038R order and delayed-task repair register
OBJ-000771,Dismay,spell_power,dragon_shout,main_route,unresolved,3,needs_route_resolution_added | word_learned_now,NEEDS ROUTE RESOLUTION | in_progress,Labyrinthian And The Eye Of Magnus | Riften Thaneship Frost And Rift Roads | TB-038R order and delayed-task repair register
OBJ-000772,Dragon Aspect,spell_power,dragon_shout,main_route,placed_in_main_guide,3,placed_in_guide,complete | in_progress | in_progress_2_of_3,"Miraak Finale, Lost Knowledge, And Last Black Books | Solstheim Entry, Raven Rock Core, And Frostmoon Rings | Temple Of Miraak, Skaal, And Stalhrim"
OBJ-000773,Dragonrend,spell_power,dragon_shout,main_route,placed_in_main_guide,1,placed_in_guide,complete,Blades Research Blackreach And The Fallen
OBJ-000774,Drain Vitality,spell_power,dragon_shout,main_route,placed_in_main_guide,3,advanced_in_guide | placed_in_guide | word_placed_in_guide,complete | in_progress | partial_1_of_3,Dawnguard Fork And Volkihar Branch | Dawnguard Worldspaces | High-Risk AE Routes and Separate Worldspaces
OBJ-000775,Elemental Fury,spell_power,dragon_shout,main_route,placed_in_main_guide,1,duplicate_covered_by_existing_route,complete_for_word,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-000776,Fire Breath,spell_power,dragon_shout,main_route,unresolved,3,first_word_learned | needs_route_resolution_added | progressed_in_guide,NEEDS ROUTE RESOLUTION | in_progress,Blades Research Blackreach And The Fallen | Companions Entry | TB-038R order and delayed-task repair register
OBJ-000777,Frost Breath,spell_power,dragon_shout,main_route,placed_in_main_guide,1,partial_word_complete,partial_word_complete,Potema Shield Of Solitude And Bone Wolf
OBJ-000778,Ice Form,spell_power,dragon_shout,main_route,placed_in_main_guide,2,placed_in_guide,partial_shout_complete | partial_word_2_of_3,"Dawnstar, Pale Blade, And Heljarchen | Winterhold, College Entry, And Saarthal"
OBJ-000779,Kyne's Peace,spell_power,dragon_shout,main_route,placed_in_main_guide,2,redistributed_or_gated | word_learned_now,complete_for_remaining_word | in_progress_shout_words,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump | Southern Warm Corridor
OBJ-000780,Marked for Death,spell_power,dragon_shout,main_route,placed_in_main_guide,2,advanced_in_guide | placed_in_guide,one_word_learned | partial_word_complete,Cicero Aventus And The Sanctuary Door | Windhelm Murder Investigation And White Phial
OBJ-000781,Slow Time,spell_power,dragon_shout,main_route,placed_in_main_guide,3,progressed_in_guide | word_learned_now,in_progress | partial,"Imperial Civil War | Labyrinthian And The Eye Of Magnus | Security, Shadowmere, And The Brotherhood Endgame"
OBJ-000782,Soul Tear,spell_power,dragon_shout,main_route,placed_in_main_guide,1,placed_in_guide,complete,Dawnguard Worldspaces
OBJ-000783,Storm Call,spell_power,dragon_shout,main_route,placed_in_main_guide,2,placed_in_guide,partial_word_2_of_3 | partial_word_Qo_acquired,"Dawnstar, Pale Blade, And Heljarchen | World-Eater's Eyrie and Dragonslayer"
OBJ-000784,Summon Durnehviir,spell_power,dragon_shout,main_route,placed_in_main_guide,1,placed_in_guide,complete,Dawnguard Worldspaces
OBJ-000785,Throw Voice,spell_power,dragon_shout,main_route,placed_in_main_guide,1,duplicate_covered_by_existing_route,complete,Retrospective redistributed regional sections; no player-facing Location Counter Sweep dump
OBJ-000786,Unrelenting Force,spell_power,dragon_shout,main_route,placed_in_main_guide,3,first_word_learned_and_unlocked | placed_in_guide | progressed_and_completed,complete | partial_shout_completion,Bleak Falls Barrow And First Dragon | Main Quest Staging Before Sky Haven
OBJ-000787,Whirlwind Sprint,spell_power,dragon_shout,main_route,placed_in_main_guide,3,progressed_in_guide | word_placed_in_guide,partial | progressed,Bards College Lost Library And Instrument Roads | Haafingar Caves Volskygge And Night Hunter | Main Quest Staging Before Sky Haven
OBJ-000788,Standing Stone Power and Ability Choice Set,spell_power,standing_stone_choice_set,main_route,unresolved,2,first_standing_stone_activated | needs_route_resolution_added,NEEDS ROUTE RESOLUTION | partial_standing_stone_set,Helgen Riverwood And First Survival Loop | TB-038R order and delayed-task repair register
OBJ-000789,Conjure Werebear All-Maker Stone Power,spell_power,all_maker_stone_power,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Temple Of Miraak, Skaal, And Stalhrim"
OBJ-000790,Bones of the Earth All-Maker Stone Power,spell_power,all_maker_stone_power,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Temple Of Miraak, Skaal, And Stalhrim"
OBJ-000791,Sun Flare All-Maker Stone Power,spell_power,all_maker_stone_power,main_route,placed_in_main_guide,2,held_for_later | placed_in_guide,complete | held_for_tel_mithryn_route,"Tel Mithryn, Nchardak, And Kagrumez | Temple Of Miraak, Skaal, And Stalhrim"
OBJ-000792,Root of Power All-Maker Stone Power,spell_power,all_maker_stone_power,main_route,placed_in_main_guide,2,held_for_later | placed_in_guide,complete | held_for_dragonborn_finale,"Miraak Finale, Lost Knowledge, And Last Black Books | Temple Of Miraak, Skaal, And Stalhrim"
OBJ-000793,Waters of Life All-Maker Stone Power,spell_power,all_maker_stone_power,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Temple Of Miraak, Skaal, And Stalhrim"
OBJ-000794,North Wind All-Maker Stone Power,spell_power,all_maker_stone_power,main_route,placed_in_main_guide,1,placed_in_guide,complete,"Temple Of Miraak, Skaal, And Stalhrim"
OBJ-000795,Waking Dreams Black Book Perk Reset System,spell_power,black_book_power_set,main_route,placed_in_main_guide,2,placed_in_guide,available_not_spent | available_unused,"Black Book Defaults and Progression Switches | Miraak Finale, Lost Knowledge, And Last Black Books"
OBJ-000796,Epistolary Acumen Black Book Shout Ability Choice Set,spell_power,black_book_power_set,main_route,placed_in_main_guide,2,placed_in_guide,complete | default_retained,"Black Book Defaults and Progression Switches | Tel Mithryn, Nchardak, And Kagrumez"
OBJ-000797,Filament and Filigree Black Book Power Choice Set,spell_power,black_book_power_set,main_route,placed_in_main_guide,2,placed_in_guide,complete_default_secret_of_arcana | default_reconfirmed,Black Book Defaults and Progression Switches | Kolbjorn Excavation And Raven Rock West
OBJ-000798,The Hidden Twilight Black Book Power Choice Set,spell_power,black_book_power_set,main_route,placed_in_main_guide,2,placed_in_guide,complete | default_reconfirmed,"Black Book Defaults and Progression Switches | Tel Mithryn, Nchardak, And Kagrumez"
OBJ-000799,The Sallow Regent Black Book Ability Choice Set,spell_power,black_book_power_set,main_route,placed_in_main_guide,2,placed_in_guide,default_selected | standing_default_reconfirmed,"Black Book Defaults and Progression Switches | Miraak Finale, Lost Knowledge, And Last Black Books"
OBJ-000800,Untold Legends Black Book Power Choice Set,spell_power,black_book_power_set,main_route,placed_in_main_guide,2,placed_in_guide,default_reconfirmed | default_selected,"Black Book Defaults and Progression Switches | Miraak Finale, Lost Knowledge, And Last Black Books"
OBJ-000801,The Winds of Change Black Book Ability Choice Set,spell_power,black_book_power_set,main_route,placed_in_main_guide,3,final_default_selected | placed_in_guide,complete | scholars_insight_retained,"Black Book Defaults and Progression Switches | Books, Spells, and Documents | Solstheim Entry, Raven Rock Core, And Frostmoon Rings"
OBJ-000802,Agent of Dibella Ability,spell_power,permanent_ability,main_route,placed_in_main_guide,1,acquired_now,complete,Markarth Prison Daedric Rites And Reach Redoubts
OBJ-000803,Agent of Mara Ability,spell_power,permanent_ability,main_route,placed_in_main_guide,4,ability_acquired_in_guide | audited_not_started_here | not_available_here | tb044_closed,complete | staged_for_book_of_love_completion | staged_for_final_book_of_love_stage,First Riften Visit And Guild Doorway | Guild Restoration And Amulet Of Articulation | Markarth Nchuand-Zel And Old Hroldan | TB-038R order and delayed-task repair register
OBJ-000804,Ancient Knowledge Ability,spell_power,permanent_ability,main_route,placed_in_main_guide,2,conditional_acquired_now | conditional_dependency_started,complete_if_lexicon_available | staged_for_avanchnzel_route,First Riften Visit And Guild Doorway | Riften Thaneship Frost And Rift Roads
