audit_area,check_id,source_file,source_section,row_label,check_type,objective_id,objective_name,source_status,guide_locations,route_protection,audit_status,recommended_action,evidence,notes
guide_section_logistics,TB040-SECT-024,drafts/final-guide/main-guide-v1.md,Windhelm Murder Investigation and White Phial,Windhelm Murder Investigation and White Phial,guide_section_preparation_scan,,,current_guide,Windhelm Murder Investigation and White Phial,"Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-025,drafts/final-guide/main-guide-v1.md,"High Hrothgar, Ustengrav, Morthal, and the Embassy","High Hrothgar, Ustengrav, Morthal, and the Embassy",guide_section_preparation_scan,,,current_guide,"High Hrothgar, Ustengrav, Morthal, and the Embassy","Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-026,drafts/final-guide/main-guide-v1.md,Windhelm Follow-Up and Eastmarch Roads,Windhelm Follow-Up and Eastmarch Roads,guide_section_preparation_scan,,,current_guide,Windhelm Follow-Up and Eastmarch Roads,"Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-027,drafts/final-guide/main-guide-v1.md,"Solitude Coast, Dragon Bridge, Wild Horse, and Wolfskull","Solitude Coast, Dragon Bridge, Wild Horse, and Wolfskull",guide_section_preparation_scan,,,current_guide,"Solitude Coast, Dragon Bridge, Wild Horse, and Wolfskull","Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-028,drafts/final-guide/main-guide-v1.md,"Bards College, Lost Library, and Instrument Roads","Bards College, Lost Library, and Instrument Roads",guide_section_preparation_scan,,,current_guide,"Bards College, Lost Library, and Instrument Roads","Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-029,drafts/final-guide/main-guide-v1.md,"Potema, Shield of Solitude, and Bone Wolf","Potema, Shield of Solitude, and Bone Wolf",guide_section_preparation_scan,,,current_guide,"Potema, Shield of Solitude, and Bone Wolf","Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-030,drafts/final-guide/main-guide-v1.md,"Haafingar Caves, Volskygge, and Night Hunter","Haafingar Caves, Volskygge, and Night Hunter",guide_section_preparation_scan,,,current_guide,"Haafingar Caves, Volskygge, and Night Hunter","Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-031,drafts/final-guide/main-guide-v1.md,"Cicero, Aventus, and the Sanctuary Door","Cicero, Aventus, and the Sanctuary Door",guide_section_preparation_scan,,,current_guide,"Cicero, Aventus, and the Sanctuary Door","Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-032,drafts/final-guide/main-guide-v1.md,First Brotherhood Contracts and Muiri's Revenge,First Brotherhood Contracts and Muiri's Revenge,guide_section_preparation_scan,,,current_guide,First Brotherhood Contracts and Muiri's Revenge,"Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-033,drafts/final-guide/main-guide-v1.md,"Whispers, Solitude Jobs, Nazir Contracts, and the Wedding Assassination","Whispers, Solitude Jobs, Nazir Contracts, and the Wedding Assassination",guide_section_preparation_scan,,,current_guide,"Whispers, Solitude Jobs, Nazir Contracts, and the Wedding Assassination","Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-034,drafts/final-guide/main-guide-v1.md,"Security, Shadowmere, and the Brotherhood Endgame","Security, Shadowmere, and the Brotherhood Endgame",guide_section_preparation_scan,,,current_guide,"Security, Shadowmere, and the Brotherhood Endgame","Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-035,drafts/final-guide/main-guide-v1.md,"Dawnstar, Vaermina, and Cold-Weather Setup","Dawnstar, Vaermina, and Cold-Weather Setup",guide_section_preparation_scan,,,current_guide,"Dawnstar, Vaermina, and Cold-Weather Setup","Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-036,drafts/final-guide/main-guide-v1.md,"Winterhold, College Entry, and Saarthal","Winterhold, College Entry, and Saarthal",guide_section_preparation_scan,,,current_guide,"Winterhold, College Entry, and Saarthal","Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-037,drafts/final-guide/main-guide-v1.md,The Black Star and Ilinalta's Deep,The Black Star and Ilinalta's Deep,guide_section_preparation_scan,,,current_guide,The Black Star and Ilinalta's Deep,"Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-038,drafts/final-guide/main-guide-v1.md,"Dawnstar, Pale Blade, and Heljarchen","Dawnstar, Pale Blade, and Heljarchen",guide_section_preparation_scan,,,current_guide,"Dawnstar, Pale Blade, and Heljarchen","Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-039,drafts/final-guide/main-guide-v1.md,Fellglow Keep and Good Intentions,Fellglow Keep and Good Intentions,guide_section_preparation_scan,,,current_guide,Fellglow Keep and Good Intentions,"Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-040,drafts/final-guide/main-guide-v1.md,Mzulft and the Winterhold Crisis,Mzulft and the Winterhold Crisis,guide_section_preparation_scan,,,current_guide,Mzulft and the Winterhold Crisis,"Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-041,drafts/final-guide/main-guide-v1.md,Labyrinthian and the Eye of Magnus,Labyrinthian and the Eye of Magnus,guide_section_preparation_scan,,,current_guide,Labyrinthian and the Eye of Magnus,"Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-042,drafts/final-guide/main-guide-v1.md,Gauldur Legend Finale,Gauldur Legend Finale,guide_section_preparation_scan,,,current_guide,Gauldur Legend Finale,"Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-043,drafts/final-guide/main-guide-v1.md,"College Errands, Arniel, Septimus, and Aetherium","College Errands, Arniel, Septimus, and Aetherium",guide_section_preparation_scan,,,current_guide,"College Errands, Arniel, Septimus, and Aetherium","Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-044,drafts/final-guide/main-guide-v1.md,"Karthspire, Sky Haven, and Dragonbane","Karthspire, Sky Haven, and Dragonbane",guide_section_preparation_scan,,,current_guide,"Karthspire, Sky Haven, and Dragonbane","Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-045,drafts/final-guide/main-guide-v1.md,Nightingale Rewards and the Skeleton Key,Nightingale Rewards and the Skeleton Key,guide_section_preparation_scan,,,current_guide,Nightingale Rewards and the Skeleton Key,"Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-046,drafts/final-guide/main-guide-v1.md,"Viriya Fishing, Bronze Water, and Wave Breaker","Viriya Fishing, Bronze Water, and Wave Breaker",guide_section_preparation_scan,,,current_guide,"Viriya Fishing, Bronze Water, and Wave Breaker","Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-047,drafts/final-guide/main-guide-v1.md,Guild Restoration and Amulet of Articulation,Guild Restoration and Amulet of Articulation,guide_section_preparation_scan,,,current_guide,Guild Restoration and Amulet of Articulation,"Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-048,drafts/final-guide/main-guide-v1.md,"Whiterun Property, Western Caves, Gray-Mane Rescue, and Onmund","Whiterun Property, Western Caves, Gray-Mane Rescue, and Onmund",guide_section_preparation_scan,,,current_guide,"Whiterun Property, Western Caves, Gray-Mane Rescue, and Onmund","Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-049,drafts/final-guide/main-guide-v1.md,Civil War Stormcloak Branch,Civil War Stormcloak Branch,guide_section_preparation_scan,,,current_guide,Civil War Stormcloak Branch,"Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-050,drafts/final-guide/main-guide-v1.md,Imperial Civil War,Imperial Civil War,guide_section_preparation_scan,,,current_guide,Imperial Civil War,"Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-051,drafts/final-guide/main-guide-v1.md,Gildergreen Renewal After the War,Gildergreen Renewal After the War,guide_section_preparation_scan,,,current_guide,Gildergreen Renewal After the War,"Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-052,drafts/final-guide/main-guide-v1.md,"Blades Research, Blackreach, and the Fallen","Blades Research, Blackreach, and the Fallen",guide_section_preparation_scan,,,current_guide,"Blades Research, Blackreach, and the Fallen","Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-053,drafts/final-guide/main-guide-v1.md,Paarthurnax and Blades Branch,Paarthurnax and Blades Branch,guide_section_preparation_scan,,,current_guide,Paarthurnax and Blades Branch,"Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-054,drafts/final-guide/main-guide-v1.md,Dawnguard Fork and Volkihar Branch,Dawnguard Fork and Volkihar Branch,guide_section_preparation_scan,,,current_guide,Dawnguard Fork and Volkihar Branch,"Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-055,drafts/final-guide/main-guide-v1.md,"Fort Dawnguard Recruits, Prophet, and Lost Relics","Fort Dawnguard Recruits, Prophet, and Lost Relics",guide_section_preparation_scan,,,current_guide,"Fort Dawnguard Recruits, Prophet, and Lost Relics","Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-056,drafts/final-guide/main-guide-v1.md,Dawnguard Worldspaces,Dawnguard Worldspaces,guide_section_preparation_scan,,,current_guide,Dawnguard Worldspaces,"Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-057,drafts/final-guide/main-guide-v1.md,Volkihar Finale Branch Continuation,Volkihar Finale Branch Continuation,guide_section_preparation_scan,,,current_guide,Volkihar Finale Branch Continuation,"Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-058,drafts/final-guide/main-guide-v1.md,"Companions Finale, Totems, and Beast-Blood Preservation","Companions Finale, Totems, and Beast-Blood Preservation",guide_section_preparation_scan,,,current_guide,"Companions Finale, Totems, and Beast-Blood Preservation","Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-059,drafts/final-guide/main-guide-v1.md,"Solstheim Entry, Raven Rock Core, and Frostmoon Rings","Solstheim Entry, Raven Rock Core, and Frostmoon Rings",guide_section_preparation_scan,,,current_guide,"Solstheim Entry, Raven Rock Core, and Frostmoon Rings","Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-060,drafts/final-guide/main-guide-v1.md,Post-Frostmoon Vampire Lord Window,Post-Frostmoon Vampire Lord Window,guide_section_preparation_scan,,,current_guide,Post-Frostmoon Vampire Lord Window,"Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-061,drafts/final-guide/main-guide-v1.md,"Temple of Miraak, Skaal, and Stalhrim","Temple of Miraak, Skaal, and Stalhrim",guide_section_preparation_scan,,,current_guide,"Temple of Miraak, Skaal, and Stalhrim","Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-062,drafts/final-guide/main-guide-v1.md,"Vahlok's Tomb, Riekling Roads, and Thirsk","Vahlok's Tomb, Riekling Roads, and Thirsk",guide_section_preparation_scan,,,current_guide,"Vahlok's Tomb, Riekling Roads, and Thirsk","Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-063,drafts/final-guide/main-guide-v1.md,"Tel Mithryn, Nchardak, and Kagrumez","Tel Mithryn, Nchardak, and Kagrumez",guide_section_preparation_scan,,,current_guide,"Tel Mithryn, Nchardak, and Kagrumez","Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-064,drafts/final-guide/main-guide-v1.md,Kolbjorn Excavation and Raven Rock West,Kolbjorn Excavation and Raven Rock West,guide_section_preparation_scan,,,current_guide,Kolbjorn Excavation and Raven Rock West,"Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-065,drafts/final-guide/main-guide-v1.md,"Fahlbtharz, Deathbrand, and Karstaag","Fahlbtharz, Deathbrand, and Karstaag",guide_section_preparation_scan,,,current_guide,"Fahlbtharz, Deathbrand, and Karstaag","Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-066,drafts/final-guide/main-guide-v1.md,Ghosts of the Tribunal and Trueflame,Ghosts of the Tribunal and Trueflame,guide_section_preparation_scan,,,current_guide,Ghosts of the Tribunal and Trueflame,"Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-067,drafts/final-guide/main-guide-v1.md,"Bittercup, the Pit, and Fortunate Son","Bittercup, the Pit, and Fortunate Son",guide_section_preparation_scan,,,current_guide,"Bittercup, the Pit, and Fortunate Son","Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-068,drafts/final-guide/main-guide-v1.md,"Miraak Finale, Lost Knowledge, and Last Black Books","Miraak Finale, Lost Knowledge, and Last Black Books",guide_section_preparation_scan,,,current_guide,"Miraak Finale, Lost Knowledge, and Last Black Books","Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-069,drafts/final-guide/main-guide-v1.md,Vampire Lord Mastery and Rising at Dawn Closeout,Vampire Lord Mastery and Rising at Dawn Closeout,guide_section_preparation_scan,,,current_guide,Vampire Lord Mastery and Rising at Dawn Closeout,"Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-070,drafts/final-guide/main-guide-v1.md,World-Eater's Eyrie and Dragonslayer,World-Eater's Eyrie and Dragonslayer,guide_section_preparation_scan,,,current_guide,World-Eater's Eyrie and Dragonslayer,"Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-071,drafts/final-guide/main-guide-v1.md,High-Risk AE Routes and Separate Worldspaces,High-Risk AE Routes and Separate Worldspaces,guide_section_preparation_scan,,,current_guide,High-Risk AE Routes and Separate Worldspaces,"Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-072,drafts/final-guide/main-guide-v1.md,"Saints, Seducers, and Atronach Forge Tomes","Saints, Seducers, and Atronach Forge Tomes",guide_section_preparation_scan,,,current_guide,"Saints, Seducers, and Atronach Forge Tomes","Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-073,drafts/final-guide/main-guide-v1.md,Black Book Defaults and Progression Switches,Black Book Defaults and Progression Switches,guide_section_preparation_scan,,,current_guide,Black Book Defaults and Progression Switches,"Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-074,drafts/final-guide/main-guide-v1.md,Late Location Reconciliation,Late Location Reconciliation,guide_section_preparation_scan,,,current_guide,Late Location Reconciliation,"Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_reference_or_reconciliation_section,none,Reference/reconciliation section; no standalone travel leg should be invented here.,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-075,drafts/final-guide/main-guide-v1.md,Collectible Reconciliation,Collectible Reconciliation,guide_section_preparation_scan,,,current_guide,Collectible Reconciliation,"Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-076,drafts/final-guide/main-guide-v1.md,"Books, Spells, and Documents","Books, Spells, and Documents",guide_section_preparation_scan,,,current_guide,"Books, Spells, and Documents","Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-077,drafts/final-guide/main-guide-v1.md,"Crafting, Enchanting, Alchemy, and Investments","Crafting, Enchanting, Alchemy, and Investments",guide_section_preparation_scan,,,current_guide,"Crafting, Enchanting, Alchemy, and Investments","Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
guide_section_logistics,TB040-SECT-078,drafts/final-guide/main-guide-v1.md,Level 78 and Level 80 Gates,Level 78 and Level 80 Gates,guide_section_preparation_scan,,,current_guide,Level 78 and Level 80 Gates,"Route sections with travel, combat, cold, dungeon, or branch pressure should include overt prep/support cues.",pass_section_has_survival_logistics_cues,none,Detected logistics cue categories: rest; food_healing; carry_storage; travel; save,"Automated scan for explicit rest, food/healing, carry/storage, travel, or save cues; this is a QA locator, not a combat simulation."
