selection_id,selection_type,source_record_id,objective_id,name,subcategory,route_block,selection_status,selected_source,source_location,source_detail,route_timing,prerequisites_or_inputs,avoid_until,validation_owner,source_note_refs,notes
PROGSEL-000087,skill_book_copy,BOOKLOC-000454,OBJ-000905,King,Two-handed,G14,selected_default_copy_pending_route_validation,Bleakwind Bluff,Bleakwind Bluff,"Bleakwind Bluff, next to the cairn",Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,,Do not read before Scholar's Insight unless final route explicitly documents the tradeoff.,TB-031G/TB-033 route-access and final skill-state validation,SN-000051-skill-books-and-reader.md,One title-level skill book objective needs one selected copy; duplicate copies remain non-required alternates.
PROGSEL-000088,skill_book_copy,BOOKLOC-000459,OBJ-000906,Song Of Hrormir,Two-handed,G06,selected_default_copy_pending_route_validation,Abandoned Prison,Abandoned Prison,"Abandoned Prison (Eastmarch), in a storage room filled with books and a Master-level chest",Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,,Do not read before Scholar's Insight unless final route explicitly documents the tradeoff.,TB-031G/TB-033 route-access and final skill-state validation,SN-000051-skill-books-and-reader.md,One title-level skill book objective needs one selected copy; duplicate copies remain non-required alternates.
PROGSEL-000089,skill_book_copy,BOOKLOC-000464,OBJ-000907,The Legendary Sancre Tor,Two-handed,G05,selected_default_copy_pending_route_validation,580 ft ENE of Broken Tower Redoubt,580 ft ENE of Broken Tower Redoubt,580 ft ENE of Broken Tower Redoubt (The Reach),Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,,Do not read before Scholar's Insight unless final route explicitly documents the tradeoff.,TB-031G/TB-033 route-access and final skill-state validation,SN-000051-skill-books-and-reader.md,One title-level skill book objective needs one selected copy; duplicate copies remain non-required alternates.
PROGSEL-000090,skill_book_copy,BOOKLOC-000469,OBJ-000908,Words and Philosophy,Two-handed,G04,selected_default_copy_pending_route_validation,Geirmund's Hall,Geirmund's Hall,"Geirmund's Hall (The Rift), in the boss treasure room, on a bookshelf",Collect selected copy when its route block is safe; read after Scholar's Insight and high-skill timing check.,,Do not read before Scholar's Insight unless final route explicitly documents the tradeoff.,TB-031G/TB-033 route-access and final skill-state validation,SN-000051-skill-books-and-reader.md,One title-level skill book objective needs one selected copy; duplicate copies remain non-required alternates.
PROGSEL-000091,spell_tome_source,BOOKLOC-000481,OBJ-000910,Spell Tome: Candlelight,Alteration,G08,selected_vendor_source,College of Winterhold,College of Winterhold,"Purchase from Tolfdir at the College of Winterhold. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Sybille Stentor, Tolfdir, Wuunferth the Unliving, Wylandriah.",Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Vendor availability/restock timing needs route validation.,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000092,spell_tome_source,BOOKLOC-000493,OBJ-000911,Spell Tome: Oakflesh,Alteration,G08,selected_vendor_source,College of Winterhold,College of Winterhold,"Purchase from Tolfdir at the College of Winterhold. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Riverwood Trader, Sybille Stentor, Tolfdir, Wuunferth the Unliving, Wylandriah.",Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Vendor availability/restock timing needs route validation.,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000093,spell_tome_source,BOOKLOC-000498,OBJ-000912,Spell Tome: Teleport Pet Mudcrab,Alteration,G14,selected_fixed_or_scripted_source,Dwarven Armored Mudcrab,Dwarven Armored Mudcrab,Learned when receiving Dwarven Armored Mudcrab as a pet.,Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000094,spell_tome_source,BOOKLOC-000499,OBJ-000913,Spell Tome: Teleport Pet Nix-Hound,Alteration,G14,selected_fixed_or_scripted_source,Nix-Hound,Nix-Hound,Learned when receiving Nix-Hound as a pet.,Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000095,spell_tome_source,BOOKLOC-000505,OBJ-000914,Spell Tome: Magelight,Alteration,G08,selected_vendor_source,College of Winterhold,College of Winterhold,"Purchase from Tolfdir at the College of Winterhold. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Sybille Stentor, Tolfdir, Wuunferth the Unliving, Wylandriah.",Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Vendor availability/restock timing needs route validation.,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000096,spell_tome_source,BOOKLOC-000514,OBJ-000915,Spell Tome: Stoneflesh,Alteration,G08,selected_vendor_source,College of Winterhold,College of Winterhold,"Purchase from Tolfdir at the College of Winterhold. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Sybille Stentor, Tolfdir, Wuunferth the Unliving, Wylandriah.",Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Vendor availability/restock timing needs route validation.,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000097,spell_tome_source,BOOKLOC-000518,OBJ-000916,Spell Tome: Ash Shell,Alteration,G12,selected_vendor_source,Tel Mithryn,Tel Mithryn,Purchase from Talvas Fathryon at Tel Mithryn. Source note: Can be purchased from Talvas Fathryon after completing the quest From the Ashes.,Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Can be purchased from Talvas Fathryon after completing the quest From the Ashes | Vendor availability/restock timing needs route validation.,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000098,spell_tome_source,BOOKLOC-000519,OBJ-000917,Spell Tome: Detect Life,Alteration,G08,selected_vendor_source,College of Winterhold,College of Winterhold,"Purchase from Tolfdir at the College of Winterhold. Source note: Can be purchased from: Tolfdir, Wylandriah.",Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Adept vendor stock generally requires school skill 40 and inventory reset; validate per merchant later.,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000099,spell_tome_source,BOOKLOC-000523,OBJ-000918,Spell Tome: Ironflesh,Alteration,G08,selected_vendor_source,College of Winterhold,College of Winterhold,"Purchase from Tolfdir at the College of Winterhold. Source note: Can be purchased from: Tolfdir, Wylandriah.",Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Adept vendor stock generally requires school skill 40 and inventory reset; validate per merchant later.,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000100,spell_tome_source,BOOKLOC-000526,OBJ-000919,Spell Tome: Master Transmute,Alteration,G14,selected_fixed_or_scripted_source,The Warrens,The Warrens,Can be found in the safe in Eslaf's room in The Warrens during or after the quest Fortunate Son.,Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Can be found in the safe in Eslaf's room in The Warrens during or after the quest Fortunate Son,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000101,spell_tome_source,BOOKLOC-000528,OBJ-000920,Spell Tome: Paralysis Rune,Alteration,G08,selected_vendor_source,College of Winterhold,College of Winterhold,"Purchase from Tolfdir at the College of Winterhold. Source note: Can be purchased from: Tolfdir, Wylandriah.",Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Vendor availability/restock timing needs route validation.,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000102,spell_tome_source,BOOKLOC-000530,OBJ-000921,Spell Tome: Telekinesis,Alteration,G08,selected_vendor_source,College of Winterhold,College of Winterhold,"Purchase from Tolfdir at the College of Winterhold. Source note: Can be purchased from: Tolfdir, Wylandriah.",Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Adept vendor stock generally requires school skill 40 and inventory reset; validate per merchant later.,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000103,spell_tome_source,BOOKLOC-000535,OBJ-000922,Spell Tome: Telekinesis Arrows,Alteration,G14,selected_fixed_or_scripted_source,the Arcanaeum,the Arcanaeum,Can be found in the Arcanaeum.,Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000104,spell_tome_source,BOOKLOC-000536,OBJ-000923,Spell Tome: Transmute Mineral Ore,Alteration,G14,selected_fixed_or_scripted_source,Ansilvund Burial Chambers,Ansilvund Burial Chambers,"Can be found in Ansilvund Burial Chambers, Halted Stream Camp.",Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000105,spell_tome_source,BOOKLOC-000538,OBJ-000924,Spell Tome: Waterbreathing,Alteration,G08,selected_vendor_source,College of Winterhold,College of Winterhold,"Purchase from Tolfdir at the College of Winterhold. Source note: Can be purchased from: Tolfdir, Wylandriah.",Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Adept vendor stock generally requires school skill 40 and inventory reset; validate per merchant later.,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000106,spell_tome_source,BOOKLOC-000541,OBJ-000925,Spell Tome: Ash Rune,Alteration,G12,selected_vendor_source,Tel Mithryn,Tel Mithryn,Purchase from Talvas Fathryon at Tel Mithryn. Source note: Can be purchased from Talvas Fathryon after completing the quest From the Ashes.,Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Can be purchased from Talvas Fathryon after completing the quest From the Ashes | Vendor availability/restock timing needs route validation.,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000107,spell_tome_source,BOOKLOC-000542,OBJ-000926,Spell Tome: Detect Undead,Alteration,G08,selected_vendor_source,College of Winterhold,College of Winterhold,Purchase from Tolfdir at the College of Winterhold. Source note: Can be purchased from: Tolfdir.,Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Expert vendor stock generally requires school skill 65 and inventory reset; validate per merchant later.,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000108,spell_tome_source,BOOKLOC-000545,OBJ-000927,Spell Tome: Ebonyflesh,Alteration,G08,selected_vendor_source,College of Winterhold,College of Winterhold,Purchase from Tolfdir at the College of Winterhold. Source note: Can be purchased from: Tolfdir.,Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Expert vendor stock generally requires school skill 65 and inventory reset; validate per merchant later.,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000109,spell_tome_source,BOOKLOC-000547,OBJ-000928,Spell Tome: Paralyze,Alteration,G08,selected_vendor_source,College of Winterhold,College of Winterhold,Purchase from Tolfdir at the College of Winterhold. Source note: Can be purchased from: Tolfdir.,Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Expert vendor stock generally requires school skill 65 and inventory reset; validate per merchant later.,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000110,spell_tome_source,BOOKLOC-000549,OBJ-000929,Spell Tome: Dragonhide,Alteration,G14,selected_fixed_or_scripted_source,Alteration Ritual Spell,Alteration Ritual Spell,Reward for quest Alteration Ritual Spell.,Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Reward for quest Alteration Ritual Spell,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000111,spell_tome_source,BOOKLOC-000550,OBJ-000930,Spell Tome: Mass Paralysis,Alteration,G08,selected_vendor_source,College of Winterhold,College of Winterhold,Purchase from Tolfdir at the College of Winterhold. Source note: Can be purchased from: Tolfdir (only after Alteration Ritual Spell has been completed).,Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Can be purchased from: Tolfdir (only after Alteration Ritual Spell has been completed) | Master tome purchase requires the relevant ritual spell quest; validate ritual completion timing later.,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000112,spell_tome_source,BOOKLOC-000551,OBJ-000931,Spell Tome: Equilibrium,Alteration,G14,selected_fixed_or_scripted_source,Labyrinthian Chasm,Labyrinthian Chasm,Can be found in Labyrinthian Chasm.,Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000113,spell_tome_source,BOOKLOC-000552,OBJ-000932,Spell Tome: Bound Dagger,Conjuration,G12,selected_vendor_source,Tel Mithryn,Tel Mithryn,Purchase from Talvas Fathryon at Tel Mithryn. Source note: Can be purchased from Talvas Fathryon after completing the quest From the Ashes.,Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Can be purchased from Talvas Fathryon after completing the quest From the Ashes | Vendor availability/restock timing needs route validation.,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000114,spell_tome_source,BOOKLOC-000558,OBJ-000933,Spell Tome: Bound Sword,Conjuration,G08,selected_vendor_source,College of Winterhold,College of Winterhold,"Purchase from Phinis Gestor at the College of Winterhold. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon.",Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Vendor availability/restock timing needs route validation.,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000115,spell_tome_source,BOOKLOC-000571,OBJ-000934,Spell Tome: Conjure Familiar,Conjuration,G08,selected_vendor_source,College of Winterhold,College of Winterhold,"Purchase from Phinis Gestor at the College of Winterhold. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon.",Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Vendor availability/restock timing needs route validation.,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000116,spell_tome_source,BOOKLOC-000577,OBJ-000935,Spell Tome: Conjure Skeleton Minion,Conjuration,G08,selected_vendor_source,College of Winterhold,College of Winterhold,Purchase from Phinis Gestor at the College of Winterhold. Source note: Can be purchased from: Phinis Gestor.,Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Vendor availability/restock timing needs route validation.,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000117,spell_tome_source,BOOKLOC-000579,OBJ-000936,Spell Tome: Conjure Undying Ghost,Conjuration,G08,selected_vendor_source,College of Winterhold,College of Winterhold,Purchase from Phinis Gestor at the College of Winterhold. Source note: Can be purchased from: Phinis Gestor.,Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Vendor availability/restock timing needs route validation.,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000118,spell_tome_source,BOOKLOC-000586,OBJ-000937,Spell Tome: Conjure Zombie,Conjuration,G08,selected_vendor_source,College of Winterhold,College of Winterhold,"Purchase from Phinis Gestor at the College of Winterhold. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon (only after The Rising Dead has been completed).",Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,"Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon (only after The Rising Dead has been completed) | Vendor availability/restock timing needs route validation.",Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000119,spell_tome_source,BOOKLOC-000597,OBJ-000938,Spell Tome: Raise Zombie,Conjuration,G08,selected_vendor_source,College of Winterhold,College of Winterhold,"Purchase from Phinis Gestor at the College of Winterhold. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Riverwood Trader, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon.",Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Vendor availability/restock timing needs route validation.,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000120,spell_tome_source,BOOKLOC-000612,OBJ-000939,Spell Tome: Bound Battleaxe,Conjuration,G08,selected_vendor_source,College of Winterhold,College of Winterhold,"Purchase from Phinis Gestor at the College of Winterhold. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon.",Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Vendor availability/restock timing needs route validation.,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000121,spell_tome_source,BOOKLOC-000618,OBJ-000940,Spell Tome: Conjure Boneman,Conjuration,G13,selected_fixed_or_scripted_source,Soul Cairn,Soul Cairn,"Found in the Soul Cairn in the center of the encircling pathways southwest of Jiub's Opus, Page 9.",Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000122,spell_tome_source,BOOKLOC-000624,OBJ-000941,Spell Tome: Conjure Flame Atronach,Conjuration,G08,selected_vendor_source,College of Winterhold,College of Winterhold,"Purchase from Phinis Gestor at the College of Winterhold. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon.",Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Vendor availability/restock timing needs route validation.,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000123,spell_tome_source,BOOKLOC-000637,OBJ-000942,Spell Tome: Conjure Foul Zombie,Conjuration,G08,selected_vendor_source,College of Winterhold,College of Winterhold,"Purchase from Phinis Gestor at the College of Winterhold. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon (only after The Rising Dead has been completed).",Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,"Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon (only after The Rising Dead has been completed) | Vendor availability/restock timing needs route validation.",Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000124,spell_tome_source,BOOKLOC-000643,OBJ-000943,Spell Tome: Conjure Haunting Spirit,Conjuration,G08,selected_vendor_source,College of Winterhold,College of Winterhold,Purchase from Phinis Gestor at the College of Winterhold. Source note: Can be purchased from: Phinis Gestor.,Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Vendor availability/restock timing needs route validation.,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000125,spell_tome_source,BOOKLOC-000645,OBJ-000944,Spell Tome: Conjure Skeleton Marksman,Conjuration,G08,selected_vendor_source,College of Winterhold,College of Winterhold,Purchase from Phinis Gestor at the College of Winterhold. Source note: Can be purchased from: Phinis Gestor.,Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Vendor availability/restock timing needs route validation.,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000126,spell_tome_source,BOOKLOC-000646,OBJ-000945,Spell Tome: Conjure Flaming Familiar,Conjuration,G14,selected_fixed_or_scripted_source,A Scroll For Anska,A Scroll For Anska,Reward for quest A Scroll For Anska.,Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Reward for quest A Scroll For Anska,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000127,spell_tome_source,BOOKLOC-000652,OBJ-000946,Spell Tome: Reanimate Corpse,Conjuration,G08,selected_vendor_source,College of Winterhold,College of Winterhold,"Purchase from Phinis Gestor at the College of Winterhold. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon.",Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Vendor availability/restock timing needs route validation.,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000128,spell_tome_source,BOOKLOC-000659,OBJ-000947,Spell Tome: Soul Split,Conjuration,G08,selected_vendor_source,College of Winterhold,College of Winterhold,Purchase from Phinis Gestor at the College of Winterhold. Source note: Can be purchased from: Phinis Gestor.,Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Vendor availability/restock timing needs route validation.,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
PROGSEL-000129,spell_tome_source,BOOKLOC-000666,OBJ-000948,Spell Tome: Soul Trap,Conjuration,G08,selected_vendor_source,College of Winterhold,College of Winterhold,"Purchase from Phinis Gestor at the College of Winterhold. Source note: Can be purchased from: Calcelmo, Falion, Farengar Secret-Fire, Madena, Nelacar, Phinis Gestor, Sybille Stentor, Wuunferth the Unliving, Wylandriah, Talvas Fathryon.",Buy during the relevant College/service block if vendor-sourced; otherwise pair with parent quest/location.,Vendor availability/restock timing needs route validation.,Random loot is not baseline; do not require a source not selected in this table.,TB-033 spell-source and final learned-spell validation,SN-000052-spell-tomes-and-learned-spells.md,College specialist vendors are preferred where source-listed; fixed/scripted sources are used where a vendor source is not the clean default.
