alchemy_record_id,objective_id,ingredient_name,ingredient_variant,ingredient_section,source_content,source_page,source_id,form_id,effect_1,effect_2,effect_3,effect_4,value,weight,merchant_availability,garden_planting,source_note,content_scope_note,discovery_policy,route_treatment,citations,notes
ALCHEMY-000058,OBJ-002584,Human Heart,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 0b18cd,Damage Health,Damage Magicka,Damage Magicka Regen,Frenzy,0,1,None,not_listed,Cannot be harvested or collected; limited number of samples available.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000059,OBJ-002585,Ice Wraith Teeth,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 03ad6a,Weakness to Frost,Fortify Heavy Armor,Invisibility,Weakness to Fire,30,0.25,Rare,not_listed,Collected from Ice Wraiths. Needed for the quest Ice Cold.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000060,OBJ-002586,Imp Stool,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 04da23,Damage Health,Lingering Damage Health,Paralysis,"Restore Health (0.6x, 0.57x)",0,0.3,Rare,4,"Harvested from Imp Stool mushrooms, found in various caves.",,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000061,OBJ-002587,Jazbay Grapes,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 06ac4a,Weakness to Magic,Fortify Magicka,Regenerate Magicka,Ravage Health,1,0.2,Rare,3,"Harvested from Jazbay vines, found in the volcanic tundra of Eastmarch. Needed for the quest Smooth Jazbay.",,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000062,OBJ-002588,Juniper Berries,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 05076e,Weakness to Fire,Fortify Marksman,Regenerate Health,Damage Stamina Regen,1,0.1,Common,4,"Harvested from Juniper shrubs, common in The Reach. Needed for the quest Elmus Favor Quest.",,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000063,OBJ-002589,Large Antlers,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 06bc0a,Restore Stamina,Fortify Stamina,"Slow (6x, 1.75x)",Damage Stamina Regen,2,0.1,None (Uncommon),not_listed,Collected from dead male Elk.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000064,OBJ-002590,Lavender,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 045c28,Resist Magic,Fortify Stamina,Ravage Magicka,Fortify Conjuration,1,0.1,Common,3,"Harvested from Lavender, most common in Whiterun Hold.",,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000065,OBJ-002591,Luna Moth Wing,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 0727df,Damage Magicka,Fortify Light Armor,Regenerate Health,Invisibility,5,0.1,Uncommon,not_listed,Collected by catching Luna Moths. Often found near flowers after dark.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000066,OBJ-002592,Moon Sugar,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 0d8e3f,Weakness to Fire,Resist Frost,Restore Magicka,Regenerate Magicka,50,0.25,Uncommon,not_listed,Cannot be collected or harvested. Can be purchased from the Khajiit Traders.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000067,OBJ-002593,Mora Tapinella,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 0ec870,Restore Magicka,Lingering Damage Health,Regenerate Stamina,Fortify Illusion,4,0.25,Uncommon,3,"Harvested from Mora Tapinella mushrooms, found growing on dead trees.",,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000068,OBJ-002594,Mudcrab Chitin,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 06bc00,Restore Stamina,Cure Disease,Resist Poison,Resist Fire,2,0.25,None (Common),not_listed,"Collected from dead Mudcrabs, found in or near bodies of water.",,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000069,OBJ-002595,Namira's Rot,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 04da24,Damage Magicka,Fortify Lockpicking,Fear,Regenerate Health,0,0.25,Uncommon,3,"Harvested from Namira's Rot mushrooms, found in various caves.",,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000070,OBJ-002596,Netch Jelly,,standard,dragonborn,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,xx 01cd72,Paralysis,Fortify Carry Weight,Restore Stamina (2x),Fear,20,0.5,not_listed,not_listed,Collected from dead netch.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000071,OBJ-002597,Nightshade,base_game_record,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 02f44c,Damage Health,Damage Magicka Regen,Lingering Damage Stamina,Fortify Destruction (0.8x),8,0.1,Rare,3,"Harvested from Nightshade, found growing throughout Skyrim. Needed for the quest Few and Far Between.",Duplicate display name in source table; distinguish by form ID and content source.,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred. Duplicate display-name record retained separately."
ALCHEMY-000072,OBJ-002598,Nirnroot,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 059b86,Damage Health (12.6x),Damage Stamina,Invisibility,Resist Magic,10,0.2,Rare,not_listed,"Harvested from Nirnroot, found near bodies of water throughout Skyrim. Needed for the quest Few and Far Between.",,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000073,OBJ-002599,Nordic Barnacle,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 07edf5,Damage Magicka,Waterbreathing,Regenerate Health,Fortify Pickpocket,5,0.2,Uncommon,not_listed,"Harvested from Nordic Barnacle Clusters, found in or near water.",,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000074,OBJ-002600,Orange Dartwing,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 0bb956,Restore Stamina,Ravage Magicka,Fortify Pickpocket,Lingering Damage Health,1,0.1,None (Uncommon),not_listed,Collected by catching Dragonflies found near rivers and streams below the snow line.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000075,OBJ-002601,Pearl,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 0854fe,Restore Stamina,Fortify Block,Restore Magicka,Resist Shock,2,0.1,None (Rare),not_listed,"Cannot be harvested or collected in the original version of the game; only readily available after the Merchant perk has been unlocked. With Dragonborn, they can be harvested from Pearl Oysters in Solstheim.",,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000076,OBJ-002602,Pine Thrush Egg,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 023d6f,Restore Stamina,Fortify Lockpicking,Weakness to Poison,Resist Shock,2,0.5,Common,not_listed,"Harvested from bird nests in forested regions, in particular The Rift.",,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000077,OBJ-002603,Poison Bloom,,standard,dawnguard,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,xx 0185fb,Damage Health (1.5x),Slow,Fortify Carry Weight,Fear,5,0.25,None,not_listed,Harvested from the plant of the same name.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000078,OBJ-002604,Powdered Mammoth Tusk,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 06bc10,Restore Stamina,Fortify Sneak,Weakness to Fire,Fear,2,0.1,None (Uncommon),not_listed,Cannot be harvested or collected; only readily available after the Merchant perk has been unlocked.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000079,OBJ-002605,Purple Mountain Flower,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 077e1e,Restore Stamina,Fortify Sneak,Lingering Damage Magicka,Resist Frost,2,0.1,Common,3,Harvested from the purple variety of Mountain Flower.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000080,OBJ-002606,Red Mountain Flower,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 077e1d,Restore Magicka,Ravage Magicka,Fortify Magicka,Damage Health,2,0.1,Common,3,Harvested from the red variety of Mountain Flower.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000081,OBJ-002607,River Betty,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 106e1a,Damage Health (2.5x),Fortify Alteration,Slow,Fortify Carry Weight,15,0.25,Common,not_listed,Collected by catching River Betty fish.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000082,OBJ-002608,Rock Warbler Egg,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 07e8c8,Restore Health,Fortify One-handed,Damage Stamina,Weakness to Magic,2,0.5,Uncommon,not_listed,"Harvested from bird nests in rocky regions, in particular The Reach.",,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000083,OBJ-002609,Sabre Cat Tooth,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 06bc04,Restore Stamina,Fortify Heavy Armor,Fortify Smithing,Weakness to Poison,2,0.1,None (Uncommon),not_listed,Collected from dead Sabre cats.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000084,OBJ-002610,Salmon Roe,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,xx 003545,"Restore Stamina (0.4x, 0.36x)","Waterbreathing (12x, 15.4x)","Fortify Magicka (12.5x, 0.08x, 1.05x)",Regenerate Magicka,5,0.2,None,not_listed,Harvested from jumping Salmon.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000085,OBJ-002611,Salt Pile,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 034cdf,Weakness to Magic,Fortify Restoration,Slow,Regenerate Magicka,2,0.2,Common,not_listed,"Food. Cannot be harvested or collected, but is commonly found in barrels and sacks.",,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000086,OBJ-002612,Scaly Pholiota,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 06f950,Weakness to Magic,Fortify Illusion,Regenerate Stamina,Fortify Carry Weight,4,0.25,Uncommon,5,"Harvested from Scaly Pholiota mushrooms, found growing on dead trees.",,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000087,OBJ-002613,Scathecraw,,standard,dragonborn,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,xx 017e97,Ravage Health,Ravage Stamina,Ravage Magicka,Lingering Damage Health,1,0.1,not_listed,not_listed,Harvested from scathecraw plants.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000088,OBJ-002614,Silverside Perch,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 106e1c,Restore Stamina,Damage Stamina Regen,Ravage Health,Resist Frost,15,0.25,Common,not_listed,Collected by catching Silverside Perch fish.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000089,OBJ-002615,Skeever Tail,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 03ad6f,Damage Stamina Regen,Ravage Health,Damage Health,Fortify Light Armor,3,0.2,Common,not_listed,Collected from dead Skeevers.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000090,OBJ-002616,Slaughterfish Egg,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 07e8c5,Resist Poison,Fortify Pickpocket,Lingering Damage Health,Fortify Stamina,3,0.2,Uncommon,not_listed,"Collected from Slaughterfish Egg Nests, found in or near water.",,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000091,OBJ-002617,Slaughterfish Scales,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 03ad70,Resist Frost,Lingering Damage Health,Fortify Heavy Armor,Fortify Block,3,0.1,Uncommon,not_listed,Collected from dead Slaughterfish.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000092,OBJ-002618,Small Antlers,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 06bc0b,Weakness to Poison,Fortify Restoration,Lingering Damage Stamina,Damage Health,2,0.1,None (Common),not_listed,Collected from dead female Elk.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000093,OBJ-002619,Small Pearl,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 085500,Restore Stamina,Fortify One-handed,Fortify Restoration,Resist Frost,2,0.1,None (Uncommon),not_listed,"Cannot be harvested or collected in the original version of the game; only readily available after the Merchant perk has been unlocked. With Dragonborn, they can be harvested from Pearl Oysters in Solstheim.",,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000094,OBJ-002620,Snowberries,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 01b3bd,Resist Fire,Fortify Enchanting,Resist Frost,Resist Shock,4,0.1,Common,4,"Harvested from Snowberry bushes, found in snowy regions of Skyrim.",,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000095,OBJ-002621,Spawn Ash,,standard,dragonborn,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,xx 01cd6d,Ravage Stamina,Resist Fire,Fortify Enchanting,Ravage Magicka,20,0.1,not_listed,not_listed,Collected from dead ash spawn.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000096,OBJ-002622,Spider Egg,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 09151b,Damage Stamina,Damage Magicka Regen,Fortify Lockpicking,Fortify Marksman,5,0.2,Uncommon,not_listed,Collected from spider Egg Sacs and Web Sacs.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000097,OBJ-002623,Spriggan Sap,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 063b5f,Damage Magicka Regen,Fortify Enchanting,Fortify Smithing,Fortify Alteration,15,0.2,Uncommon,not_listed,Cannot be harvested or collected; best source is merchants.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000098,OBJ-002624,Swamp Fungal Pod,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 07e8b7,Resist Shock,Lingering Damage Magicka,Paralysis,Restore Health,5,0.25,Uncommon,3,"Harvested from Swamp Fungal Pod, common in the tundra marsh of Hjaalmarch.",,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000099,OBJ-002625,Taproot,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 03ad71,Weakness to Magic,Fortify Illusion,Regenerate Magicka,Restore Magicka,15,0.5,Uncommon,not_listed,Collected from dead Spriggans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000100,OBJ-002626,Thistle Branch,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 0134aa,Resist Frost,Ravage Stamina,"Resist Poison (0.75x, 0x, 0.1x)",Fortify Heavy Armor,1,0.1,Common,3,Harvested from Thistle.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000101,OBJ-002627,Torchbug Thorax,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 04da73,Restore Stamina,Lingering Damage Magicka,Weakness to Magic,Fortify Stamina,1,0.1,None (Uncommon),not_listed,Collected by catching Torchbugs. Found below the snowline after dark.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000102,OBJ-002628,Trama Root,,standard,dragonborn,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,xx 017008,Weakness to Shock,Fortify Carry Weight,Damage Magicka,Slow,1,0.2,not_listed,not_listed,Harvested from trama root plants.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000103,OBJ-002629,Troll Fat,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 03ad72,Resist Poison,Fortify Two-handed,Frenzy,Damage Health,15,1,Uncommon,not_listed,Collected from dead Trolls. Needed for the quest The Cursed Tribe.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000104,OBJ-002630,Tundra Cotton,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 03f7f8,Resist Magic,Fortify Magicka,Fortify Block,Fortify Barter,1,0.1,Common,3,"Harvested from Tundra Cotton, found in Whiterun Hold.",,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000105,OBJ-002631,Vampire Dust,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 03ad76,Invisibility,Restore Magicka,Regenerate Health,Cure Disease,25,0.2,Rare,not_listed,Collected from dead Vampires.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000106,OBJ-002632,Void Salts,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 03ad60,Weakness to Shock,Resist Magic,Damage Health,Fortify Magicka,125,0.2,Rare,not_listed,Collected from dead Storm Atronachs.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000107,OBJ-002633,Wheat,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 04b0ba,Restore Health,Fortify Health,Damage Stamina Regen,Lingering Damage Magicka,5,0.1,Common,4,"Food. Harvested from wheat bushels, found in various farms.",,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000108,OBJ-002634,White Cap,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 04da22,Weakness to Frost,Fortify Heavy Armor,Restore Magicka,Ravage Magicka,0,0.3,Uncommon,2,"Harvested from White Cap mushrooms, found in various caves.",,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000109,OBJ-002635,Wisp Wrappings,,standard,base_game,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,00 06bc0e,Restore Stamina,Fortify Destruction,Fortify Carry Weight,Resist Magic,2,0.1,None (Uncommon),not_listed,Collected from dead Wispmothers.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000110,OBJ-002636,Yellow Mountain Flower,,standard,dawnguard,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,xx 002a78,Resist Poison,Fortify Restoration (1.25x),Fortify Health,Damage Stamina Regen,2,0.1,None,not_listed,Harvested from the yellow variety of Mountain Flower.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000111,OBJ-002637,Alocasia Fruit,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx D62,"Regenerate Stamina (1.2x, 1.22x)",Light,"Ravage Magicka (1.5x, 1.56x)","Regenerate Health (1.2x, 1.22x)",22,0.25,not_listed,not_listed,Originating from the Shivering Isles. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000112,OBJ-002638,Ambrosia,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,FE xxx 836,"Restore Health (1.2x, 1.22x)","Regenerate Health (1.2x, 1.22x)","Fortify Health (1.25x, 1.27x)",Cure Poison (1.56x),15,0.1,not_listed,not_listed,Originating from Mankar Camoran's destroyed realm of Oblivion. One of the Rare Curios sold by Khajiit trade caravans.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000113,OBJ-002639,Angelfish,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,xx 0008EB,Regenerate Health,Resist Fire,Fortify Marksman,Waterbreathing,30,0.25,not_listed,not_listed,"Caught by Fishing in temperate lakes with an Alik'ri rod, or in the Ancestor Glade.",,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
ALCHEMY-000114,OBJ-002640,Angler Larvae,,creation_club,ae_creation,https://en.uesp.net/wiki/Skyrim:Ingredients,SRC-000294,xx 0008F0,Lingering Damage Health,Regenerate Stamina,Waterbreathing,Fortify Two-handed,1,0.25,not_listed,not_listed,Caught by Fishing in freezing waters.,,discover_all_four_effects,source_listed_ingredient_effects,SN-000084-alchemy-ingredient-effect-discovery.md,"Source-listed ingredient effect record; exact acquisition copy, recipe sequence, and route timing deferred."
