objective_id,objective_name,category,route_placement,routing_rigidity,route_block,disposition,source_corridor,candidate_status,route_index_status,prototype_status,gate_status,constraint_count,constraint_types,hard_level_gate,leveled_reward_threshold,threshold_trigger,parent_objective_id,parent_objective_name,parent_route_block,deferred_to,reason,notes
OBJ-000148,Paid in Full,quest,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000149,Kill Narfi,quest,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000150,Kill Beitild,quest,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000151,Kill Ennodius Papius,quest,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000152,Kill Hern,quest,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000153,Kill Lurbuk,quest,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000154,Kill Deekus,quest,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000155,Kill Ma'randru-jo,quest,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000156,Kill Anoriath,quest,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000157,Kill Agnis,quest,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000158,Kill Maluril,quest,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000159,Kill Helvard,quest,main_route,windowed,,anchored_window,,no_route_candidate_data,constraint_backed_needs_review,anchored_window,branch_or_conflict,2,npc_dependency | quest_conflict_or_branch,,,,,,,TB-028/TB-032,"Windowed row; anchor, hard-save, faction, quest-state, or warning timing controls placement.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000160,Kill Safia,quest,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000161,Honor Thy Family,radiant,excluded,excluded_unbounded,,excluded,,no_route_candidate_data,constraint_backed_needs_review,excluded_nonroute,warning,1,radiant_boundary,,,,,,,none,Excluded audit or failure/random/unbounded row.,Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000162,The Dark Brotherhood Forever,radiant,main_route,dependency_flexible,,dependency_anchor,,no_route_candidate_data,constraint_backed_needs_review,dependency_anchor_pending,planning,1,radiant_boundary,,,,,,,TB-031F,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000163,Locate the Assassin of Old,misc_objective,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000164,Take the Hidden Treasure,misc_objective,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000165,The Black Star,quest,main_route,windowed,,anchored_window,,no_route_candidate_data,constraint_backed_needs_review,anchored_window,branch_or_conflict,3,quest_conflict_or_branch | trophy_dependency,,,,,,,TB-028/TB-032,"Windowed row; anchor, hard-save, faction, quest-state, or warning timing controls placement.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000166,Boethiah's Calling,quest,main_route,windowed,,anchored_window,,no_route_candidate_data,constraint_backed_needs_review,anchored_window,hard_level_gate,5,npc_dependency | quest_conflict_or_branch | trophy_dependency,Level 30,,,,,,TB-028/TB-032,"Windowed row; anchor, hard-save, faction, quest-state, or warning timing controls placement.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000167,A Daedra's Best Friend,quest,main_route,windowed,,anchored_window,,no_route_candidate_data,constraint_backed_needs_review,anchored_window,hard_level_gate,4,npc_dependency | quest_conflict_or_branch | trophy_dependency,Level 10,,,,,,TB-028/TB-032,"Windowed row; anchor, hard-save, faction, quest-state, or warning timing controls placement.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000168,Discerning the Transmundane,quest,main_route,windowed,,anchored_window,,no_route_candidate_data,constraint_backed_needs_review,anchored_window,hard_level_gate,5,bug_mitigation | npc_dependency | quest_conflict_or_branch | trophy_dependency,Level 15,,,,,,TB-028/TB-032,"Windowed row; anchor, hard-save, faction, quest-state, or warning timing controls placement.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000169,Ill Met By Moonlight,quest,main_route,windowed,,anchored_window,,no_route_candidate_data,constraint_backed_needs_review,anchored_window,hard_level_gate,5,cell_entry_lock | npc_dependency | quest_conflict_or_branch | trophy_dependency,Level 1,,,,,,TB-028/TB-032,"Windowed row; anchor, hard-save, faction, quest-state, or warning timing controls placement.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000170,The Cursed Tribe,quest,main_route,windowed,,anchored_window,,no_route_candidate_data,constraint_backed_needs_review,anchored_window,hard_level_gate,4,npc_dependency | quest_conflict_or_branch | trophy_dependency,Level 9,,,,,,TB-028/TB-032,"Windowed row; anchor, hard-save, faction, quest-state, or warning timing controls placement.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000171,Pieces of the Past,quest,main_route,windowed,,anchored_window,,no_route_candidate_data,constraint_backed_needs_review,anchored_window,hard_level_gate,4,npc_dependency | quest_conflict_or_branch | trophy_dependency,Level 20,,,,,,TB-028/TB-032,"Windowed row; anchor, hard-save, faction, quest-state, or warning timing controls placement.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000172,The Whispering Door,quest,main_route,windowed,,anchored_window,,no_route_candidate_data,constraint_backed_needs_review,anchored_window,hard_level_gate,4,npc_dependency | quest_conflict_or_branch | trophy_dependency,Level 20,,,,,,TB-028/TB-032,"Windowed row; anchor, hard-save, faction, quest-state, or warning timing controls placement.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000173,The Break of Dawn,quest,main_route,windowed,,anchored_window,,no_route_candidate_data,constraint_backed_needs_review,anchored_window,hard_level_gate,2,trophy_dependency,Level 12,,,,,,route_anchor_window,"Windowed row; anchor, hard-save, faction, quest-state, or warning timing controls placement.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000174,The House of Horrors,quest,main_route,windowed,,anchored_window,,no_route_candidate_data,constraint_backed_needs_review,anchored_window,hard_level_gate,5,bug_mitigation | npc_dependency | quest_conflict_or_branch | trophy_dependency,Level 1,,,,,,TB-028/TB-032,"Windowed row; anchor, hard-save, faction, quest-state, or warning timing controls placement.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000175,The Taste of Death,quest,main_route,windowed,,anchored_window,,no_route_candidate_data,constraint_backed_needs_review,anchored_window,hard_level_gate,4,npc_dependency | quest_conflict_or_branch | trophy_dependency,Level 1,,,,,,TB-028/TB-032,"Windowed row; anchor, hard-save, faction, quest-state, or warning timing controls placement.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000176,The Only Cure,quest,main_route,windowed,,anchored_window,,no_route_candidate_data,constraint_backed_needs_review,anchored_window,hard_level_gate,2,trophy_dependency,Level 12,,,,,,route_anchor_window,"Windowed row; anchor, hard-save, faction, quest-state, or warning timing controls placement.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000177,A Night To Remember,quest,main_route,windowed,,anchored_window,,no_route_candidate_data,constraint_backed_needs_review,anchored_window,hard_level_gate,2,trophy_dependency,Level 14,,,,,,route_anchor_window,"Windowed row; anchor, hard-save, faction, quest-state, or warning timing controls placement.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000178,The Mind of Madness,quest,main_route,windowed,,anchored_window,,no_route_candidate_data,constraint_backed_needs_review,anchored_window,hard_level_gate,2,trophy_dependency,Level 1,,,,,,route_anchor_window,"Windowed row; anchor, hard-save, faction, quest-state, or warning timing controls placement.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000179,Waking Nightmare,quest,main_route,windowed,,anchored_window,,no_route_candidate_data,constraint_backed_needs_review,anchored_window,hard_level_gate,4,npc_dependency | quest_conflict_or_branch | trophy_dependency,Level 1,,,,,,TB-028/TB-032,"Windowed row; anchor, hard-save, faction, quest-state, or warning timing controls placement.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000180,Nocturnal Artifact Handling,unique_item,appendix,fixed_late,,appendix,,no_route_candidate_data,constraint_backed_needs_review,held_appendix,cell_entry_lock,3,cell_entry_lock | trophy_dependency,,,,,,,TB-031A/TB-031B/TB-036,"Reference/checklist row, not a main-route insertion step.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000181,Daedric Artifact Trophy Set,trophy,main_route,windowed,,anchored_window,,no_route_candidate_data,constraint_backed_needs_review,anchored_window,hard_gate,2,trophy_dependency,,,,,,,TB-028/TB-032,"Windowed row; anchor, hard-save, faction, quest-state, or warning timing controls placement.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000182,Investigate the Bards College,misc_objective,main_route,windowed,,anchored_window,,no_route_candidate_data,constraint_backed_needs_review,anchored_window,branch_or_conflict,3,bug_mitigation | npc_dependency | quest_conflict_or_branch,,,,,,,TB-028/TB-032,"Windowed row; anchor, hard-save, faction, quest-state, or warning timing controls placement.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000183,Tending the Flames,quest,main_route,windowed,,anchored_window,,no_route_candidate_data,constraint_backed_needs_review,anchored_window,branch_or_conflict,4,bug_mitigation | npc_dependency | quest_conflict_or_branch,,,,,,,TB-028/TB-032,"Windowed row; anchor, hard-save, faction, quest-state, or warning timing controls placement.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000184,Finn's Lute,misc_objective,main_route,windowed,,anchored_window,,no_route_candidate_data,constraint_backed_needs_review,anchored_window,branch_or_conflict,3,bug_mitigation | npc_dependency | quest_conflict_or_branch,,,,,,,TB-028/TB-032,"Windowed row; anchor, hard-save, faction, quest-state, or warning timing controls placement.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000185,Pantea's Flute,misc_objective,main_route,windowed,,anchored_window,,no_route_candidate_data,constraint_backed_needs_review,anchored_window,branch_or_conflict,3,bug_mitigation | npc_dependency | quest_conflict_or_branch,,,,,,,TB-028/TB-032,"Windowed row; anchor, hard-save, faction, quest-state, or warning timing controls placement.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000186,Rjorn's Drum,misc_objective,main_route,windowed,,anchored_window,,no_route_candidate_data,constraint_backed_needs_review,anchored_window,branch_or_conflict,3,bug_mitigation | npc_dependency | quest_conflict_or_branch,,,,,,,TB-028/TB-032,"Windowed row; anchor, hard-save, faction, quest-state, or warning timing controls placement.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000187,No One Escapes Cidhna Mine,quest,main_route,windowed,,anchored_window,,no_route_candidate_data,constraint_backed_needs_review,anchored_window,branch_or_hard_save,2,bug_mitigation,,,,,,,TB-028/TB-032,"Windowed row; anchor, hard-save, faction, quest-state, or warning timing controls placement.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000188,The Forsworn Conspiracy,quest,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000189,The Heart of Dibella,quest,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000190,The Lost Expedition,quest,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000191,Laid to Rest,quest,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000192,Rising at Dawn,quest,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000193,Promises to Keep,quest,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000194,The Book of Love,quest,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,constraint_backed_needs_review,dependency_anchor_pending,branch_or_conflict,1,quest_conflict_or_branch,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000195,Unfathomable Depths,quest,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000196,Lights Out!,quest,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000197,The Man Who Cried Wolf,quest,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000198,The Wolf Queen Awakened,quest,main_route,region_flexible,G07,route_block,,no_route_candidate_data,constraint_backed_needs_review,held_hard_gate,leveled_reward,3,cell_entry_lock | leveled_reward,,Level 40+,accept_reward,OBJ-000198,The Wolf Queen Awakened,G07,level_40_shield_of_solitude,Level/reward-governed row; preserve the mapped threshold and trigger before final route prose.,Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000199,In My Time Of Need,quest,main_route,windowed,,anchored_window,,no_route_candidate_data,constraint_backed_needs_review,anchored_window,branch_or_conflict,1,quest_conflict_or_branch,,,,,,,TB-028/TB-032,"Windowed row; anchor, hard-save, faction, quest-state, or warning timing controls placement.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000200,Missing In Action,quest,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000201,The Blessings of Nature,quest,main_route,windowed,,anchored_window,,no_route_candidate_data,constraint_backed_needs_review,anchored_window,branch_or_conflict,1,quest_conflict_or_branch,,,,,,,TB-028/TB-032,"Windowed row; anchor, hard-save, faction, quest-state, or warning timing controls placement.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000202,Blood on the Ice,quest,main_route,windowed,,anchored_window,,no_route_candidate_data,constraint_backed_needs_review,anchored_window,branch_or_hard_save | review,2,bug_mitigation | npc_dependency,,,,,,,TB-028/TB-032,"Windowed row; anchor, hard-save, faction, quest-state, or warning timing controls placement.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000203,Repairing the Phial,quest,main_route,windowed,,anchored_window,,no_route_candidate_data,ready_for_route_pass,anchored_window,hard_level_gate,0,,The Throat of the World complete,,,,,,TB-028/TB-032,"Windowed row; anchor, hard-save, faction, quest-state, or warning timing controls placement.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000204,Rise in the East,quest,main_route,windowed,,anchored_window,,no_route_candidate_data,ready_for_route_pass,anchored_window,none,0,,,,,,,,TB-028/TB-032,"Windowed row; anchor, hard-save, faction, quest-state, or warning timing controls placement.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000205,The White Phial,quest,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000206,The Golden Claw,quest,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000207,Delayed Burial,quest,excluded,excluded_unbounded,,excluded,,no_route_candidate_data,constraint_backed_needs_review,excluded_nonroute,branch_or_conflict,1,quest_conflict_or_branch,,,,,,,none,Excluded audit or failure/random/unbounded row.,Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000208,Kyne's Sacred Trials,quest,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000209,A Scroll For Anska,quest,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000210,Ancestral Worship,quest,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000211,Evil in Waiting,quest,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000212,Infiltration,quest,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000213,Repentance,quest,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000214,Siege on the Dragon Cult,quest,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,constraint_backed_needs_review,dependency_anchor_pending,branch_or_conflict,1,quest_conflict_or_branch,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000215,Silenced Tongues,quest,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000216,The Pale Lady,quest,main_route,region_flexible,G08,route_block,,no_route_candidate_data,ready_for_route_pass,held_hard_gate,leveled_reward,0,,,Level 27+,claim_reward,OBJ-000216,The Pale Lady,G08,level_27_pale_blade,Level/reward-governed row; preserve the mapped threshold and trigger before final route prose.,Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000217,A Return To Your Roots,quest,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,ready_for_route_pass,dependency_anchor_pending,none,0,,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000218,Forbidden Legend,quest,main_route,region_flexible,G09,route_block,,no_route_candidate_data,ready_for_route_pass,held_hard_gate,leveled_reward,0,,,Level 36+,read_or_exterior_spawn,OBJ-000218,Forbidden Legend,G09,level_36_linked_dungeon_loop,Level/reward-governed row; preserve the mapped threshold and trigger before final route prose.,Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000219,Sideways Trophy Set,trophy,main_route,cleanup_safe,G14,checklist_mapping,,no_route_candidate_data,constraint_backed_needs_review,held_checklist_mapping,hard_gate,1,trophy_dependency,,,,,,,TB-034/TB-037,Cleanup-safe tracker waits for checklist synchronization.,Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000220,Hero of the People Trophy Set,trophy,main_route,cleanup_safe,G14,checklist_mapping,,no_route_candidate_data,constraint_backed_needs_review,held_checklist_mapping,hard_gate,1,trophy_dependency,,,,,,,TB-034/TB-037,Cleanup-safe tracker waits for checklist synchronization.,Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000221,Amulet of the Moon,misc_objective,main_route,windowed,,anchored_window,,no_route_candidate_data,constraint_backed_needs_review,anchored_window,cell_entry_lock,5,cell_entry_lock | npc_dependency | quest_conflict_or_branch | radiant_boundary | trophy_dependency,,,,,,,TB-028/TB-032,"Windowed row; anchor, hard-save, faction, quest-state, or warning timing controls placement.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000222,The Forgemaster's Fingers,misc_objective,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,constraint_backed_needs_review,dependency_anchor_pending,hard_gate | planning,2,radiant_boundary | trophy_dependency,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000223,Kill the Bandit Leader (Annekke Crag-Jumper),misc_objective,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,constraint_backed_needs_review,dependency_anchor_pending,hard_gate | planning,2,radiant_boundary | trophy_dependency,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000224,Dravynea's Frost Salts,misc_objective,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,constraint_backed_needs_review,dependency_anchor_pending,hard_gate,1,trophy_dependency,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000225,A Few Words with You (Iddra),misc_objective,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,constraint_backed_needs_review,dependency_anchor_pending,hard_gate | planning,2,radiant_boundary | trophy_dependency,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000226,Dungeon Delving (Roggi's Ancestral Shield),misc_objective,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,constraint_backed_needs_review,dependency_anchor_pending,hard_gate | planning,2,radiant_boundary | trophy_dependency,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000227,Delivery (Sondas's Note),misc_objective,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,constraint_backed_needs_review,dependency_anchor_pending,hard_gate | planning,2,radiant_boundary | trophy_dependency,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000228,Extracting an Argonian,misc_objective,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,constraint_backed_needs_review,dependency_anchor_pending,hard_gate,1,trophy_dependency,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
OBJ-000229,Delivery (Adonato's Book),misc_objective,main_route,region_flexible,,dependency_anchor,,no_route_candidate_data,constraint_backed_needs_review,dependency_anchor_pending,hard_gate | planning,2,radiant_boundary | trophy_dependency,,,,,,,TB-034,"No route candidate data; place with parent quest, dependency, support table, or later checklist/default pass.",Generated TB-026 prototype assignment; source objective and constraint tables remain canonical.
