constraint_id,objective_id,objective_name,constraint_type,constraint_source_file,source_section,row_label,constraint_summary,routing_rule,hard_save_name,source_notes,status,severity,route_phase_owner,notes
RPCON-000095,OBJ-001765,Leveled Reward: Miraak (Dragon Priest Mask),leveled_reward,data/constraints/leveled-unique-items.md,Constraint Table,OBJ-001765,"Objective IDs: OBJ-001765 | Item: Miraak (Dragon Priest Mask) | Maximum threshold / best useful version: Level 60+ | Acquisition or lock event: Level is determined after Miraak's corpse appears at the end of At the Summit of Apocrypha; armor type depends on higher armor skill, with light armor if tied. | Safe acquisition rule for later route: Do not finish the final Miraak battle before level 60 if the route wants maximum Miraak equipment; later route defaults must account for light/heavy/tie behavior.",Safe acquisition rule for later route: Do not finish the final Miraak battle before level 60 if the route wants maximum Miraak equipment; later route defaults must account for light/heavy/tie behavior.,,SN-000092-leveled-quest-reward-thresholds-and-locks.md,needs_review,hard_gate,TB-022/TB-024/TB-032,Generated from the reviewed Markdown constraint tables; inspect the source row before writing final route prose.
RPCON-000096,OBJ-001766,Leveled Reward: Nightingale Armor,leveled_reward,data/constraints/leveled-unique-items.md,Constraint Table,OBJ-001766,"Objective IDs: OBJ-001766 | Item: Nightingale Armor | Maximum threshold / best useful version: Level 32+ | Acquisition or lock event: Level registers at the start of Trinity Restored, not when the armor is received. | Safe acquisition rule for later route: Do not start Trinity Restored before level 32 if the route wants maximum Nightingale armor.",Safe acquisition rule for later route: Do not start Trinity Restored before level 32 if the route wants maximum Nightingale armor.,,SN-000092-leveled-quest-reward-thresholds-and-locks.md,needs_review,hard_gate,TB-022/TB-024/TB-032,Generated from the reviewed Markdown constraint tables; inspect the source row before writing final route prose.
RPCON-000097,OBJ-001767,Leveled Reward: Nightingale Boots,leveled_reward,data/constraints/leveled-unique-items.md,Constraint Table,OBJ-001767,"Objective IDs: OBJ-001767 | Item: Nightingale Boots | Maximum threshold / best useful version: Level 32+; highest Muffle magnitude has limited practical utility | Acquisition or lock event: Level registers at the start of Trinity Restored, not when the armor is received. | Safe acquisition rule for later route: Do not start Trinity Restored before level 32 if the route wants maximum Nightingale armor; keep the Muffle utility caveat for final review.",Safe acquisition rule for later route: Do not start Trinity Restored before level 32 if the route wants maximum Nightingale armor; keep the Muffle utility caveat for final review.,,SN-000092-leveled-quest-reward-thresholds-and-locks.md,needs_review,hard_gate,TB-022/TB-024/TB-032,Generated from the reviewed Markdown constraint tables; inspect the source row before writing final route prose.
RPCON-000098,OBJ-001768,Leveled Reward: Nightingale Gloves,leveled_reward,data/constraints/leveled-unique-items.md,Constraint Table,OBJ-001768,"Objective IDs: OBJ-001768 | Item: Nightingale Gloves | Maximum threshold / best useful version: Level 32+ | Acquisition or lock event: Level registers at the start of Trinity Restored, not when the armor is received. | Safe acquisition rule for later route: Do not start Trinity Restored before level 32 if the route wants maximum Nightingale armor.",Safe acquisition rule for later route: Do not start Trinity Restored before level 32 if the route wants maximum Nightingale armor.,,SN-000092-leveled-quest-reward-thresholds-and-locks.md,needs_review,hard_gate,TB-022/TB-024/TB-032,Generated from the reviewed Markdown constraint tables; inspect the source row before writing final route prose.
RPCON-000099,OBJ-001769,Leveled Reward: Nightingale Hood,leveled_reward,data/constraints/leveled-unique-items.md,Constraint Table,OBJ-001769,"Objective IDs: OBJ-001769 | Item: Nightingale Hood | Maximum threshold / best useful version: Level 32+ | Acquisition or lock event: Level registers at the start of Trinity Restored, not when the armor is received. | Safe acquisition rule for later route: Do not start Trinity Restored before level 32 if the route wants maximum Nightingale armor.",Safe acquisition rule for later route: Do not start Trinity Restored before level 32 if the route wants maximum Nightingale armor.,,SN-000092-leveled-quest-reward-thresholds-and-locks.md,needs_review,hard_gate,TB-022/TB-024/TB-032,Generated from the reviewed Markdown constraint tables; inspect the source row before writing final route prose.
RPCON-000100,OBJ-000198,The Wolf Queen Awakened,leveled_reward,data/constraints/leveled-unique-items.md,Constraint Table,OBJ-000198; OBJ-001770,"Objective IDs: OBJ-000198; OBJ-001770 | Item: Shield of Solitude | Maximum threshold / best useful version: Level 40+ | Acquisition or lock event: Reward from Falk Firebeard at the end of The Wolf Queen Awakened; associated quest access starts earlier than maximum reward tier. | Safe acquisition rule for later route: Do not take the final Falk reward before level 40. The quest can be available earlier, but the reward threshold is 40+.","Safe acquisition rule for later route: Do not take the final Falk reward before level 40. The quest can be available earlier, but the reward threshold is 40+.",,SN-000092-leveled-quest-reward-thresholds-and-locks.md,needs_review,hard_gate,TB-022/TB-024/TB-032,Generated from the reviewed Markdown constraint tables; inspect the source row before writing final route prose.
RPCON-000101,OBJ-001770,Leveled Reward: Shield of Solitude,leveled_reward,data/constraints/leveled-unique-items.md,Constraint Table,OBJ-000198; OBJ-001770,"Objective IDs: OBJ-000198; OBJ-001770 | Item: Shield of Solitude | Maximum threshold / best useful version: Level 40+ | Acquisition or lock event: Reward from Falk Firebeard at the end of The Wolf Queen Awakened; associated quest access starts earlier than maximum reward tier. | Safe acquisition rule for later route: Do not take the final Falk reward before level 40. The quest can be available earlier, but the reward threshold is 40+.","Safe acquisition rule for later route: Do not take the final Falk reward before level 40. The quest can be available earlier, but the reward threshold is 40+.",,SN-000092-leveled-quest-reward-thresholds-and-locks.md,needs_review,hard_gate,TB-022/TB-024/TB-032,Generated from the reviewed Markdown constraint tables; inspect the source row before writing final route prose.
RPCON-000102,OBJ-001771,Leveled Reward: Amulet of Articulation,leveled_reward,data/constraints/leveled-unique-items.md,Constraint Table,OBJ-001771,"Objective IDs: OBJ-001771 | Item: Amulet of Articulation | Maximum threshold / best useful version: No level threshold; strongest version is random at any level | Acquisition or lock event: Brynjolf gives the amulet after the Guild Master ceremony; all seven player versions are equally likely at all levels. | Safe acquisition rule for later route: Hard save before the reward conversation with Brynjolf and reload until the strongest version is awarded, if the route chooses to optimize this random reward.","Safe acquisition rule for later route: Hard save before the reward conversation with Brynjolf and reload until the strongest version is awarded, if the route chooses to optimize this random reward.",,SN-000092-leveled-quest-reward-thresholds-and-locks.md,needs_review,branch_or_hard_save,TB-022/TB-024/TB-032,Generated from the reviewed Markdown constraint tables; inspect the source row before writing final route prose.
RPCON-000103,OBJ-001772,Leveled Reward: Mage's Circlet,leveled_reward,data/constraints/leveled-unique-items.md,Constraint Table,OBJ-001772,Objective IDs: OBJ-001772 | Item: Mage's Circlet | Maximum threshold / best useful version: Level 25+ | Acquisition or lock event: Given by Savos Aren during Good Intentions. | Safe acquisition rule for later route: Do not report to Savos for the Good Intentions reward before level 25.,Safe acquisition rule for later route: Do not report to Savos for the Good Intentions reward before level 25.,,SN-000092-leveled-quest-reward-thresholds-and-locks.md,needs_review,hard_gate,TB-022/TB-024/TB-032,Generated from the reviewed Markdown constraint tables; inspect the source row before writing final route prose.
RPCON-000104,OBJ-001571,Artifact: Chillrend,cell_entry_lock,data/constraints/cell-entry-locks.md,Confirmed or Route-Relevant Entry Constraints,Riftweald Manor interior,"Location/cell: Riftweald Manor interior | Affected objective(s): OBJ-001571; OBJ-001750 | Lock trigger: Chillrend's version is set when Riftweald Manor is first entered. | Safe entry condition: Do not enter Riftweald Manor before level 46 if preserving maximum Chillrend. | Route warning needed: Before any Riftweald Manor entry or The Pursuit sequence, warn: wait until level 46+.","Safe entry condition: Do not enter Riftweald Manor before level 46 if preserving maximum Chillrend. | Route warning needed: Before any Riftweald Manor entry or The Pursuit sequence, warn: wait until level 46+.",,SN-000094-leveled-reward-cell-entry-locks.md,confirmed_cell_entry_lock,hard_gate,TB-022/TB-024/TB-032,Generated from the reviewed Markdown constraint tables; inspect the source row before writing final route prose.
RPCON-000105,OBJ-001750,Leveled Reward: Chillrend,cell_entry_lock,data/constraints/cell-entry-locks.md,Confirmed or Route-Relevant Entry Constraints,Riftweald Manor interior,"Location/cell: Riftweald Manor interior | Affected objective(s): OBJ-001571; OBJ-001750 | Lock trigger: Chillrend's version is set when Riftweald Manor is first entered. | Safe entry condition: Do not enter Riftweald Manor before level 46 if preserving maximum Chillrend. | Route warning needed: Before any Riftweald Manor entry or The Pursuit sequence, warn: wait until level 46+.","Safe entry condition: Do not enter Riftweald Manor before level 46 if preserving maximum Chillrend. | Route warning needed: Before any Riftweald Manor entry or The Pursuit sequence, warn: wait until level 46+.",,SN-000094-leveled-reward-cell-entry-locks.md,confirmed_cell_entry_lock,hard_gate,TB-022/TB-024/TB-032,Generated from the reviewed Markdown constraint tables; inspect the source row before writing final route prose.
RPCON-000106,OBJ-001573,Artifact: Dragonbane,cell_entry_lock,data/constraints/cell-entry-locks.md,Confirmed or Route-Relevant Entry Constraints,Sky Haven Temple,"Location/cell: Sky Haven Temple | Affected objective(s): OBJ-001573; OBJ-001751; OBJ-002354 | Lock trigger: UESP warns not to enter Sky Haven Temple before level 46 if the route wants the best Dragonbane. | Safe entry condition: Reach level 46 before first Sky Haven Temple entry during Alduin's Wall. | Route warning needed: Gate Sky Haven Temple entry, not merely Dragonbane pickup, at level 46+.","Safe entry condition: Reach level 46 before first Sky Haven Temple entry during Alduin's Wall. | Route warning needed: Gate Sky Haven Temple entry, not merely Dragonbane pickup, at level 46+.",,SN-000094-leveled-reward-cell-entry-locks.md,confirmed_cell_entry_lock,hard_gate,TB-022/TB-024/TB-032,Generated from the reviewed Markdown constraint tables; inspect the source row before writing final route prose.
RPCON-000107,OBJ-001751,Leveled Reward: Dragonbane,cell_entry_lock,data/constraints/cell-entry-locks.md,Confirmed or Route-Relevant Entry Constraints,Sky Haven Temple,"Location/cell: Sky Haven Temple | Affected objective(s): OBJ-001573; OBJ-001751; OBJ-002354 | Lock trigger: UESP warns not to enter Sky Haven Temple before level 46 if the route wants the best Dragonbane. | Safe entry condition: Reach level 46 before first Sky Haven Temple entry during Alduin's Wall. | Route warning needed: Gate Sky Haven Temple entry, not merely Dragonbane pickup, at level 46+.","Safe entry condition: Reach level 46 before first Sky Haven Temple entry during Alduin's Wall. | Route warning needed: Gate Sky Haven Temple entry, not merely Dragonbane pickup, at level 46+.",,SN-000094-leveled-reward-cell-entry-locks.md,confirmed_cell_entry_lock,hard_gate,TB-022/TB-024/TB-032,Generated from the reviewed Markdown constraint tables; inspect the source row before writing final route prose.
RPCON-000108,OBJ-002354,Discover Sky Haven Temple,cell_entry_lock,data/constraints/cell-entry-locks.md,Confirmed or Route-Relevant Entry Constraints,Sky Haven Temple,"Location/cell: Sky Haven Temple | Affected objective(s): OBJ-001573; OBJ-001751; OBJ-002354 | Lock trigger: UESP warns not to enter Sky Haven Temple before level 46 if the route wants the best Dragonbane. | Safe entry condition: Reach level 46 before first Sky Haven Temple entry during Alduin's Wall. | Route warning needed: Gate Sky Haven Temple entry, not merely Dragonbane pickup, at level 46+.","Safe entry condition: Reach level 46 before first Sky Haven Temple entry during Alduin's Wall. | Route warning needed: Gate Sky Haven Temple entry, not merely Dragonbane pickup, at level 46+.",,SN-000094-leveled-reward-cell-entry-locks.md,confirmed_cell_entry_lock,hard_gate,TB-022/TB-024/TB-032,Generated from the reviewed Markdown constraint tables; inspect the source row before writing final route prose.
RPCON-000109,OBJ-001752,Leveled Reward: Gauldur Blackblade,cell_entry_lock,data/constraints/cell-entry-locks.md,Confirmed or Route-Relevant Entry Constraints,"Folgunthur, Saarthal, Geirmund's Hall, and Reachwater Rock","Location/cell: Folgunthur, Saarthal, Geirmund's Hall, and Reachwater Rock | Affected objective(s): OBJ-001752; OBJ-001753; OBJ-002038; OBJ-002049; OBJ-002122; OBJ-002136 | Lock trigger: Reading Lost Legends or approaching any related dungeon can spawn all four linked dungeons; boss levels set the Gauldur Blackblade/Blackbow versions and those dungeons do not respawn. | Safe entry condition: Reach level 36 before reading Lost Legends or approaching any related dungeon. | Route warning needed: Warn before Lost Legends copies and before travel near Folgunthur, Saarthal, Geirmund's Hall, or Reachwater Rock.","Safe entry condition: Reach level 36 before reading Lost Legends or approaching any related dungeon. | Route warning needed: Warn before Lost Legends copies and before travel near Folgunthur, Saarthal, Geirmund's Hall, or Reachwater Rock.",,SN-000094-leveled-reward-cell-entry-locks.md,confirmed_location_spawn_lock,hard_gate,TB-022/TB-024/TB-032,Generated from the reviewed Markdown constraint tables; inspect the source row before writing final route prose.
RPCON-000110,OBJ-001753,Leveled Reward: Gauldur Blackbow,cell_entry_lock,data/constraints/cell-entry-locks.md,Confirmed or Route-Relevant Entry Constraints,"Folgunthur, Saarthal, Geirmund's Hall, and Reachwater Rock","Location/cell: Folgunthur, Saarthal, Geirmund's Hall, and Reachwater Rock | Affected objective(s): OBJ-001752; OBJ-001753; OBJ-002038; OBJ-002049; OBJ-002122; OBJ-002136 | Lock trigger: Reading Lost Legends or approaching any related dungeon can spawn all four linked dungeons; boss levels set the Gauldur Blackblade/Blackbow versions and those dungeons do not respawn. | Safe entry condition: Reach level 36 before reading Lost Legends or approaching any related dungeon. | Route warning needed: Warn before Lost Legends copies and before travel near Folgunthur, Saarthal, Geirmund's Hall, or Reachwater Rock.","Safe entry condition: Reach level 36 before reading Lost Legends or approaching any related dungeon. | Route warning needed: Warn before Lost Legends copies and before travel near Folgunthur, Saarthal, Geirmund's Hall, or Reachwater Rock.",,SN-000094-leveled-reward-cell-entry-locks.md,confirmed_location_spawn_lock,hard_gate,TB-022/TB-024/TB-032,Generated from the reviewed Markdown constraint tables; inspect the source row before writing final route prose.
RPCON-000111,OBJ-002038,Clear Folgunthur,cell_entry_lock,data/constraints/cell-entry-locks.md,Confirmed or Route-Relevant Entry Constraints,"Folgunthur, Saarthal, Geirmund's Hall, and Reachwater Rock","Location/cell: Folgunthur, Saarthal, Geirmund's Hall, and Reachwater Rock | Affected objective(s): OBJ-001752; OBJ-001753; OBJ-002038; OBJ-002049; OBJ-002122; OBJ-002136 | Lock trigger: Reading Lost Legends or approaching any related dungeon can spawn all four linked dungeons; boss levels set the Gauldur Blackblade/Blackbow versions and those dungeons do not respawn. | Safe entry condition: Reach level 36 before reading Lost Legends or approaching any related dungeon. | Route warning needed: Warn before Lost Legends copies and before travel near Folgunthur, Saarthal, Geirmund's Hall, or Reachwater Rock.","Safe entry condition: Reach level 36 before reading Lost Legends or approaching any related dungeon. | Route warning needed: Warn before Lost Legends copies and before travel near Folgunthur, Saarthal, Geirmund's Hall, or Reachwater Rock.",,SN-000094-leveled-reward-cell-entry-locks.md,confirmed_location_spawn_lock,hard_gate,TB-022/TB-024/TB-032,Generated from the reviewed Markdown constraint tables; inspect the source row before writing final route prose.
RPCON-000112,OBJ-002049,Clear Geirmund's Hall,cell_entry_lock,data/constraints/cell-entry-locks.md,Confirmed or Route-Relevant Entry Constraints,"Folgunthur, Saarthal, Geirmund's Hall, and Reachwater Rock","Location/cell: Folgunthur, Saarthal, Geirmund's Hall, and Reachwater Rock | Affected objective(s): OBJ-001752; OBJ-001753; OBJ-002038; OBJ-002049; OBJ-002122; OBJ-002136 | Lock trigger: Reading Lost Legends or approaching any related dungeon can spawn all four linked dungeons; boss levels set the Gauldur Blackblade/Blackbow versions and those dungeons do not respawn. | Safe entry condition: Reach level 36 before reading Lost Legends or approaching any related dungeon. | Route warning needed: Warn before Lost Legends copies and before travel near Folgunthur, Saarthal, Geirmund's Hall, or Reachwater Rock.","Safe entry condition: Reach level 36 before reading Lost Legends or approaching any related dungeon. | Route warning needed: Warn before Lost Legends copies and before travel near Folgunthur, Saarthal, Geirmund's Hall, or Reachwater Rock.",,SN-000094-leveled-reward-cell-entry-locks.md,confirmed_location_spawn_lock,hard_gate,TB-022/TB-024/TB-032,Generated from the reviewed Markdown constraint tables; inspect the source row before writing final route prose.
RPCON-000113,OBJ-002122,Clear Reachwater Rock,cell_entry_lock,data/constraints/cell-entry-locks.md,Confirmed or Route-Relevant Entry Constraints,"Folgunthur, Saarthal, Geirmund's Hall, and Reachwater Rock","Location/cell: Folgunthur, Saarthal, Geirmund's Hall, and Reachwater Rock | Affected objective(s): OBJ-001752; OBJ-001753; OBJ-002038; OBJ-002049; OBJ-002122; OBJ-002136 | Lock trigger: Reading Lost Legends or approaching any related dungeon can spawn all four linked dungeons; boss levels set the Gauldur Blackblade/Blackbow versions and those dungeons do not respawn. | Safe entry condition: Reach level 36 before reading Lost Legends or approaching any related dungeon. | Route warning needed: Warn before Lost Legends copies and before travel near Folgunthur, Saarthal, Geirmund's Hall, or Reachwater Rock.","Safe entry condition: Reach level 36 before reading Lost Legends or approaching any related dungeon. | Route warning needed: Warn before Lost Legends copies and before travel near Folgunthur, Saarthal, Geirmund's Hall, or Reachwater Rock.",,SN-000094-leveled-reward-cell-entry-locks.md,confirmed_location_spawn_lock,hard_gate,TB-022/TB-024/TB-032,Generated from the reviewed Markdown constraint tables; inspect the source row before writing final route prose.
RPCON-000114,OBJ-002136,Clear Saarthal,cell_entry_lock,data/constraints/cell-entry-locks.md,Confirmed or Route-Relevant Entry Constraints,"Folgunthur, Saarthal, Geirmund's Hall, and Reachwater Rock","Location/cell: Folgunthur, Saarthal, Geirmund's Hall, and Reachwater Rock | Affected objective(s): OBJ-001752; OBJ-001753; OBJ-002038; OBJ-002049; OBJ-002122; OBJ-002136 | Lock trigger: Reading Lost Legends or approaching any related dungeon can spawn all four linked dungeons; boss levels set the Gauldur Blackblade/Blackbow versions and those dungeons do not respawn. | Safe entry condition: Reach level 36 before reading Lost Legends or approaching any related dungeon. | Route warning needed: Warn before Lost Legends copies and before travel near Folgunthur, Saarthal, Geirmund's Hall, or Reachwater Rock.","Safe entry condition: Reach level 36 before reading Lost Legends or approaching any related dungeon. | Route warning needed: Warn before Lost Legends copies and before travel near Folgunthur, Saarthal, Geirmund's Hall, or Reachwater Rock.",,SN-000094-leveled-reward-cell-entry-locks.md,confirmed_location_spawn_lock,hard_gate,TB-022/TB-024/TB-032,Generated from the reviewed Markdown constraint tables; inspect the source row before writing final route prose.
RPCON-000115,OBJ-000221,Amulet of the Moon,cell_entry_lock,data/constraints/cell-entry-locks.md,Confirmed or Route-Relevant Entry Constraints,"Broken Oar Grotto, Cracked Tusk Keep, and Frostmere Crypt as Amulet of the Moon targets","Location/cell: Broken Oar Grotto, Cracked Tusk Keep, and Frostmere Crypt as Amulet of the Moon targets | Affected objective(s): OBJ-000221; OBJ-001992; OBJ-002006; OBJ-002046 | Lock trigger: If Kharjo assigns one of these nonrespawning locations after it was already visited, the Moon Amulet may be unable to spawn there. | Safe entry condition: Accept and resolve or reroll Kharjo's target before visiting these locations, or keep a save before accepting Amulet of the Moon. | Route warning needed: Before clearing or entering any of the three locations, warn that Kharjo's Amulet of the Moon can be invalidated if assigned there later.","Safe entry condition: Accept and resolve or reroll Kharjo's target before visiting these locations, or keep a save before accepting Amulet of the Moon. | Route warning needed: Before clearing or entering any of the three locations, warn that Kharjo's Amulet of the Moon can be invalidated if assigned there later.",,SN-000096-radiant-favor-first-visit-and-nonrespawn-target-risk.md,confirmed_prior_visit_lock,hard_gate,TB-022/TB-024/TB-032,Generated from the reviewed Markdown constraint tables; inspect the source row before writing final route prose.
RPCON-000116,OBJ-001992,Clear Broken Oar Grotto,cell_entry_lock,data/constraints/cell-entry-locks.md,Confirmed or Route-Relevant Entry Constraints,"Broken Oar Grotto, Cracked Tusk Keep, and Frostmere Crypt as Amulet of the Moon targets","Location/cell: Broken Oar Grotto, Cracked Tusk Keep, and Frostmere Crypt as Amulet of the Moon targets | Affected objective(s): OBJ-000221; OBJ-001992; OBJ-002006; OBJ-002046 | Lock trigger: If Kharjo assigns one of these nonrespawning locations after it was already visited, the Moon Amulet may be unable to spawn there. | Safe entry condition: Accept and resolve or reroll Kharjo's target before visiting these locations, or keep a save before accepting Amulet of the Moon. | Route warning needed: Before clearing or entering any of the three locations, warn that Kharjo's Amulet of the Moon can be invalidated if assigned there later.","Safe entry condition: Accept and resolve or reroll Kharjo's target before visiting these locations, or keep a save before accepting Amulet of the Moon. | Route warning needed: Before clearing or entering any of the three locations, warn that Kharjo's Amulet of the Moon can be invalidated if assigned there later.",,SN-000096-radiant-favor-first-visit-and-nonrespawn-target-risk.md,confirmed_prior_visit_lock,hard_gate,TB-022/TB-024/TB-032,Generated from the reviewed Markdown constraint tables; inspect the source row before writing final route prose.
RPCON-000117,OBJ-002006,Clear Cracked Tusk Keep,cell_entry_lock,data/constraints/cell-entry-locks.md,Confirmed or Route-Relevant Entry Constraints,"Broken Oar Grotto, Cracked Tusk Keep, and Frostmere Crypt as Amulet of the Moon targets","Location/cell: Broken Oar Grotto, Cracked Tusk Keep, and Frostmere Crypt as Amulet of the Moon targets | Affected objective(s): OBJ-000221; OBJ-001992; OBJ-002006; OBJ-002046 | Lock trigger: If Kharjo assigns one of these nonrespawning locations after it was already visited, the Moon Amulet may be unable to spawn there. | Safe entry condition: Accept and resolve or reroll Kharjo's target before visiting these locations, or keep a save before accepting Amulet of the Moon. | Route warning needed: Before clearing or entering any of the three locations, warn that Kharjo's Amulet of the Moon can be invalidated if assigned there later.","Safe entry condition: Accept and resolve or reroll Kharjo's target before visiting these locations, or keep a save before accepting Amulet of the Moon. | Route warning needed: Before clearing or entering any of the three locations, warn that Kharjo's Amulet of the Moon can be invalidated if assigned there later.",,SN-000096-radiant-favor-first-visit-and-nonrespawn-target-risk.md,confirmed_prior_visit_lock,hard_gate,TB-022/TB-024/TB-032,Generated from the reviewed Markdown constraint tables; inspect the source row before writing final route prose.
RPCON-000118,OBJ-002046,Clear Frostmere Crypt,cell_entry_lock,data/constraints/cell-entry-locks.md,Confirmed or Route-Relevant Entry Constraints,"Broken Oar Grotto, Cracked Tusk Keep, and Frostmere Crypt as Amulet of the Moon targets","Location/cell: Broken Oar Grotto, Cracked Tusk Keep, and Frostmere Crypt as Amulet of the Moon targets | Affected objective(s): OBJ-000221; OBJ-001992; OBJ-002006; OBJ-002046 | Lock trigger: If Kharjo assigns one of these nonrespawning locations after it was already visited, the Moon Amulet may be unable to spawn there. | Safe entry condition: Accept and resolve or reroll Kharjo's target before visiting these locations, or keep a save before accepting Amulet of the Moon. | Route warning needed: Before clearing or entering any of the three locations, warn that Kharjo's Amulet of the Moon can be invalidated if assigned there later.","Safe entry condition: Accept and resolve or reroll Kharjo's target before visiting these locations, or keep a save before accepting Amulet of the Moon. | Route warning needed: Before clearing or entering any of the three locations, warn that Kharjo's Amulet of the Moon can be invalidated if assigned there later.",,SN-000096-radiant-favor-first-visit-and-nonrespawn-target-risk.md,confirmed_prior_visit_lock,hard_gate,TB-022/TB-024/TB-032,Generated from the reviewed Markdown constraint tables; inspect the source row before writing final route prose.
RPCON-000119,OBJ-000169,Ill Met By Moonlight,cell_entry_lock,data/constraints/cell-entry-locks.md,Confirmed or Route-Relevant Entry Constraints,Bloated Man's Grotto,"Location/cell: Bloated Man's Grotto | Affected objective(s): OBJ-000169; OBJ-001641; OBJ-001980 | Lock trigger: Ill Met By Moonlight changes the grotto into the Great Hunt version, removing Bolar's Oathblade/Writ and changing the available clear condition. | Safe entry condition: If the route wants Bolar's Oathblade and the normal clear marker while preserving Sinding, clear/acquire before starting Ill Met By Moonlight. If recovering after the quest, kill Sinding and avoid the grotto for one in-game month. | Route warning needed: Place a pre-Ill-Met warning and likely hard save before the Falkreath/Sinding sequence; exact branch handling belongs to TB-014.","Safe entry condition: If the route wants Bolar's Oathblade and the normal clear marker while preserving Sinding, clear/acquire before starting Ill Met By Moonlight. If recovering after the quest, kill Sinding and avoid the grotto for one in-game month. | Route warning needed: Place a pre-Ill-Met warning and likely hard save before the Falkreath/Sinding sequence; exact branch handling belongs to TB-014.",,SN-000095-bloated-mans-grotto-bolar-oathblade-cell-state.md,confirmed_state_dependent_cell,branch_or_hard_save,TB-022/TB-024/TB-032,Generated from the reviewed Markdown constraint tables; inspect the source row before writing final route prose.
RPCON-000120,OBJ-001641,Unique Item: Bolar's Oathblade,cell_entry_lock,data/constraints/cell-entry-locks.md,Confirmed or Route-Relevant Entry Constraints,Bloated Man's Grotto,"Location/cell: Bloated Man's Grotto | Affected objective(s): OBJ-000169; OBJ-001641; OBJ-001980 | Lock trigger: Ill Met By Moonlight changes the grotto into the Great Hunt version, removing Bolar's Oathblade/Writ and changing the available clear condition. | Safe entry condition: If the route wants Bolar's Oathblade and the normal clear marker while preserving Sinding, clear/acquire before starting Ill Met By Moonlight. If recovering after the quest, kill Sinding and avoid the grotto for one in-game month. | Route warning needed: Place a pre-Ill-Met warning and likely hard save before the Falkreath/Sinding sequence; exact branch handling belongs to TB-014.","Safe entry condition: If the route wants Bolar's Oathblade and the normal clear marker while preserving Sinding, clear/acquire before starting Ill Met By Moonlight. If recovering after the quest, kill Sinding and avoid the grotto for one in-game month. | Route warning needed: Place a pre-Ill-Met warning and likely hard save before the Falkreath/Sinding sequence; exact branch handling belongs to TB-014.",,SN-000095-bloated-mans-grotto-bolar-oathblade-cell-state.md,confirmed_state_dependent_cell,branch_or_hard_save,TB-022/TB-024/TB-032,Generated from the reviewed Markdown constraint tables; inspect the source row before writing final route prose.
RPCON-000121,OBJ-001980,Clear Bloated Man's Grotto,cell_entry_lock,data/constraints/cell-entry-locks.md,Confirmed or Route-Relevant Entry Constraints,Bloated Man's Grotto,"Location/cell: Bloated Man's Grotto | Affected objective(s): OBJ-000169; OBJ-001641; OBJ-001980 | Lock trigger: Ill Met By Moonlight changes the grotto into the Great Hunt version, removing Bolar's Oathblade/Writ and changing the available clear condition. | Safe entry condition: If the route wants Bolar's Oathblade and the normal clear marker while preserving Sinding, clear/acquire before starting Ill Met By Moonlight. If recovering after the quest, kill Sinding and avoid the grotto for one in-game month. | Route warning needed: Place a pre-Ill-Met warning and likely hard save before the Falkreath/Sinding sequence; exact branch handling belongs to TB-014.","Safe entry condition: If the route wants Bolar's Oathblade and the normal clear marker while preserving Sinding, clear/acquire before starting Ill Met By Moonlight. If recovering after the quest, kill Sinding and avoid the grotto for one in-game month. | Route warning needed: Place a pre-Ill-Met warning and likely hard save before the Falkreath/Sinding sequence; exact branch handling belongs to TB-014.",,SN-000095-bloated-mans-grotto-bolar-oathblade-cell-state.md,confirmed_state_dependent_cell,branch_or_hard_save,TB-022/TB-024/TB-032,Generated from the reviewed Markdown constraint tables; inspect the source row before writing final route prose.
RPCON-000122,OBJ-000320,Dungeon Delving (Amren's Family Sword),cell_entry_lock,data/constraints/cell-entry-locks.md,Confirmed or Route-Relevant Entry Constraints,"Whiterun first visit, specifically Amren and Ysolda examples","Location/cell: Whiterun first visit, specifically Amren and Ysolda examples | Affected objective(s): OBJ-000320; OBJ-000327; OBJ-002393 | Lock trigger: UESP documents that some radiant quests can become unavailable if not received on first visit, naming Amren and Ysolda in Whiterun as examples. | Safe entry condition: On the first Whiterun visit, handle or deliberately preserve Amren's Family Sword and Ysolda's Mammoth Tusk dialogue before leaving the city. | Route warning needed: Place a first-Whiterun-entry warning for Amren and Ysolda. Treat broader radiant-favor rows as caution, not proven per-giver locks.","Safe entry condition: On the first Whiterun visit, handle or deliberately preserve Amren's Family Sword and Ysolda's Mammoth Tusk dialogue before leaving the city. | Route warning needed: Place a first-Whiterun-entry warning for Amren and Ysolda. Treat broader radiant-favor rows as caution, not proven per-giver locks.",,SN-000096-radiant-favor-first-visit-and-nonrespawn-target-risk.md,confirmed_examples_class_warning,hard_gate,TB-022/TB-024/TB-032,Generated from the reviewed Markdown constraint tables; inspect the source row before writing final route prose.
